year month day camp flt prof lat lon alt pressure theta co2 co2qcls co2noaa co2ao2 strat co2mspo co2mqcls co2mnoaa co2mao2
2017 9 28 3 1 2 3.153931 -121.0004 9430.338 315.819 341.4753 403.76 404.3919 403.632 404.0004 0 0.13 -0.632 0.128 -0.24
2017 9 28 3 1 2 1.800795 -121.0003 2077.488 797.372 310.4595 404.29 404.8435 404.0574 404.3706 0 0.66 -0.553 0.233 -0.081
2017 9 28 3 1 2 1.106754 -121.0002 180.4931 994.2363 295.9325 405.31 405.4641 405.0189 405.1605 0 1.68 -0.154 0.291 0.149
2017 9 28 3 1 -1 0.7227262 -121.0002 181.9318 994.1283 295.5838 405.38 405.4498 405.1238 405.1633 0 1.75 -0.07 0.256 0.217
2017 9 28 3 1 3 -0.134777 -121.0072 5216.15 544.6259 326.606 404.29 404.6293 404.2808 404.2726 0 0.66 -0.339 0.009 0.017
2017 9 28 3 1 -1 3.851986 -121.0002 11983 217.3184 347.9945 403.3 403.4552 403.2387 403.9021 0 -0.33 -0.155 0.061 -0.602
2017 9 28 3 1 4 5.638687 -121.0004 2775.189 734.9747 313.2161 404.26 404.8232 403.9553 404.8464 0 0.63 -0.563 0.305 -0.586
2017 9 28 3 1 -1 6.415179 -121.0002 184.6335 992.4446 299.0487 404.93 405.0707 404.8021 404.8899 0 1.3 -0.141 0.128 0.04
2017 9 28 3 1 5 7.185128 -121.0003 4734.578 578.1682 320.3906 403.82 403.8637 403.5481 NA 0 0.19 -0.044 0.272 NA
2017 9 28 3 1 5 10.25703 -121.0005 12463.68 202.2131 349.7104 403.2 403.2257 403.2432 402.8933 0 -0.43 -0.026 -0.043 0.307
2017 9 28 3 1 -1 12.84853 -121.0003 12462.69 202.204 350.1 403.3 402.9224 403.145 NA 0 -0.33 0.378 0.155 NA
2017 9 28 3 1 6 14.95278 -121.0003 2417.913 765.2189 309.2573 402.78 402.93 402.5444 402.6178 0 -0.85 -0.15 0.236 0.162
2017 9 28 3 1 -1 15.79886 -121.0005 191.649 990.4608 299.3358 401.35 401.9152 401.0735 400.8746 0 -2.28 -0.565 0.276 0.475
2017 9 28 3 1 7 16.41069 -121.0004 3958.481 635.8213 320.3864 403.24 403.5385 402.9788 403.0648 0 -0.39 -0.298 0.261 0.175
2017 9 28 3 1 -1 20.34679 -121.0001 12583.75 197.4036 350.2138 403.48 403.4295 403.3492 403.5369 0 -0.15 0.05 0.131 -0.057
2017 9 28 3 1 8 21.45126 -121.0003 7686.675 398.0672 335.1137 403.63 403.5796 403.5008 404.0927 0 0 0.05 0.129 -0.463
2017 9 28 3 1 8 22.17745 -121.0005 3407.694 679.4859 318.8982 403.04 403.2263 402.6985 403.2487 0 -0.59 -0.186 0.341 -0.209
2017 9 28 3 1 -1 23.01844 -121.0001 195.6325 991.6838 295.0459 401.2 401.4053 400.978 400.9732 0 -2.43 -0.205 0.222 0.227
2017 9 28 3 1 9 23.39565 -121.0002 2355.595 769.4344 311.481 402.79 402.8205 402.4331 402.3559 0 -0.84 -0.03 0.357 0.434
2017 9 28 3 1 9 24.39729 -121.0002 7992.921 380.4894 335.2265 NA 403.4938 403.5231 NA 0 NA NA NA NA
2017 9 28 3 1 9 26.69988 -121.0001 12788.1 188.0145 354.1501 403 402.9271 403.019 403.1983 0 -0.63 0.073 -0.019 -0.198
2017 9 28 3 1 -1 29.96332 -121.0023 12413.76 197.3015 351.2925 403.68 403.6282 403.5389 404.0409 0 0.05 0.052 0.141 -0.361
2017 9 30 3 1 -1 33.18411 -118.6723 8151.273 368.8228 328.8112 403.3 NA 403.1651 403.8983 0 -0.33 NA 0.135 -0.598
2017 9 30 3 1 10 34.13511 -118.1399 4494.753 592.6059 318.6535 402.95 NA 402.8859 403.3883 0 -0.68 NA 0.064 -0.438
2017 10 1 3 2 1 37.28616 -123.7595 10259.6 274.6525 334.6727 403.13 403.2097 403.0153 403.401 0 -0.53 -0.08 0.115 -0.271
2017 10 1 3 2 -1 38.54423 -127.261 10267.71 274.7888 335.0333 403.17 403.1693 402.9668 403.2126 0 -0.49 0.001 0.203 -0.043
2017 10 1 3 2 2 38.98706 -128.7915 3107.221 707.5691 310.3607 403.32 403.2325 403.0497 403.3537 0 -0.34 0.087 0.27 -0.034
2017 10 1 3 2 -1 39.34731 -130.1085 178.7569 1005.044 290.6975 402.31 402.2832 402.1114 402.0117 0 -1.35 0.027 0.199 0.298
2017 10 1 3 2 3 39.57989 -130.995 4821.378 573.7818 318.0865 402.64 403.0282 402.5603 402.8652 0 -1.01 -0.388 0.08 -0.225
2017 10 1 3 2 -1 40.55117 -134.9442 10301.76 275.2288 335.6173 403.61 403.7068 403.5276 403.9502 0 -0.04 -0.097 0.082 -0.34
2017 10 1 3 2 4 40.95371 -136.7785 2223.908 792.7982 308.1955 403.12 403.0652 402.8916 403.5481 0 -0.53 0.055 0.228 -0.428
2017 10 1 3 2 -1 41.45714 -137.1614 334.0017 988.7054 290.2796 402.52 402.5585 402.2802 402.5254 0 -1.13 -0.038 0.24 -0.005
2017 10 1 3 2 5 42.96701 -137.7099 7989.589 380.4919 329.1258 NA 402.9572 402.8243 403.0442 0 NA NA NA NA
2017 10 1 3 2 -1 45.72859 -138.7895 10875.35 250.6916 336.5561 403.52 403.5077 403.3406 403.8089 0 -0.13 0.012 0.179 -0.289
2017 10 1 3 2 6 47.2906 -139.4506 1365.401 876.0989 296.9568 402.2 402.1856 402.0386 402.7044 0 -1.45 0.014 0.161 -0.504
2017 10 1 3 2 -1 47.88544 -139.7128 182.4544 1008.43 285.8368 401.97 402.2024 401.9187 402.268 0 -1.68 -0.232 0.051 -0.298
2017 10 1 3 2 7 48.43224 -139.9602 4047.157 630.6638 313.0201 403.43 403.5925 403.2413 403.8592 0 -0.22 -0.162 0.189 -0.429
2017 10 1 3 2 -1 51.68413 -141.1993 10780 250.6085 333.865 403.26 403.1746 403.0877 403.2348 0 -0.39 0.085 0.172 0.025
2017 10 1 3 2 8 52.95566 -141.6515 4079.38 624.8556 310.351 402.88 403.0265 402.6795 402.7979 0 -0.77 -0.147 0.2 0.082
2017 10 1 3 2 -1 54.06422 -141.973 327.4656 990.383 283.7912 402.41 402.2056 402.2534 402.0675 0 -1.24 0.204 0.157 0.343
2017 10 1 3 2 9 55.42301 -142.3625 6174.264 474.2959 321.0568 402.82 402.9416 402.7172 402.8974 0 -0.83 -0.122 0.103 -0.077
2017 10 1 3 2 9 59.70602 -143.3481 11201.42 228.1182 332.0055 402.99 402.7494 402.875 403.0912 0 -0.66 0.241 0.115 -0.101
2017 10 1 3 2 -1 65.55897 -145.1687 11035.09 228.1945 327.8027 404.25 403.7388 403.6686 404.1916 0 0.6 0.511 0.581 0.058
2017 10 1 3 2 -1 69.89422 -147.1562 10887.77 228.2202 326.6338 403.95 403.1138 403.278 403.7409 0 0.3 0.836 0.672 0.209
2017 10 1 3 2 10 70.84303 -147.7066 7142.109 399.3597 313.1305 403.12 402.9113 402.7411 403.3474 0 -0.53 0.209 0.379 -0.227
2017 10 3 3 2 -1 71.79119 -154.6114 5391.995 507.1896 303.7481 402.65 402.8791 402.6551 403.018 0 -0.98 -0.229 -0.005 -0.368
2017 10 3 3 2 12 71.40899 -156.0257 2080.309 786.2795 288.6913 402.95 402.9504 402.908 403.3127 0 -0.68 0 0.042 -0.363
2017 10 3 3 2 13 71.28491 -156.7156 108.3013 1007.362 276.7723 403.65 403.1635 403.2836 402.9869 0 0.02 0.486 0.366 0.663
2017 10 3 3 2 13 70.04757 -155.9508 8506.486 330.3725 317.9199 403.69 403.7018 403.8028 403.9114 0 0.06 -0.012 -0.113 -0.221
2017 10 3 3 2 13 67.57657 -153.857 11895.31 197.379 335.166 403.93 403.9478 403.8592 404.4281 0 0.3 -0.018 0.071 -0.498
2017 10 3 3 2 -1 63.39665 -151.1709 12018.58 197.4163 334.778 404.01 403.7941 403.8667 404.2335 0 0.38 0.216 0.143 -0.224
2017 10 3 3 2 14 62.20864 -150.5507 5410.908 517.9005 313.0919 403.99 403.9518 403.8413 404.1049 0 0.36 0.038 0.149 -0.115
2017 10 4 3 3 1 58.98783 -156.0526 10281.36 250.6916 334.0777 404.19 404.0003 404.1282 404.636 0 0.51 0.19 0.062 -0.446
2017 10 4 3 3 -1 56.78757 -160.3221 10445.87 250.8452 337.1474 402.89 402.6826 402.7073 403.4421 0 -0.79 0.207 0.183 -0.552
2017 10 4 3 3 2 55.47844 -162.4498 1977.296 786.6509 293.1639 404.09 404.3737 404.0596 404.3601 0 0.41 -0.284 0.03 -0.27
2017 10 4 3 3 2 55.22341 -162.739 123.2612 988.5457 283.4209 404.68 404.0196 404.4231 404.4274 0 1 0.66 0.257 0.253
2017 10 4 3 3 3 55.29678 -162.7955 2161.202 768.1428 296.1788 404.38 404.5637 404.2044 404.352 0 0.7 -0.184 0.176 0.028
2017 10 4 3 3 -1 49.39015 -160.9655 10456.37 262.2243 336.9882 403.77 403.9059 403.7627 404.0011 0 0.09 -0.136 0.007 -0.231
2017 10 4 3 3 4 48.00835 -160.5995 4034.409 627.6158 310.5064 403.22 403.3557 403.0387 403.4462 0 -0.46 -0.136 0.181 -0.226
2017 10 4 3 3 -1 46.94563 -160.3312 208.712 1005.282 283.587 406.84 407.0187 406.6351 406.5691 0 3.16 -0.179 0.205 0.271
2017 10 4 3 3 5 46.46453 -160.2159 3557.449 668.7785 309.0629 402.59 402.8532 402.5161 402.7318 0 -1.09 -0.263 0.074 -0.142
2017 10 4 3 3 5 45.50007 -159.984 7860.15 382.9491 327.1563 402.8 402.6359 402.5944 402.878 0 -0.88 0.164 0.206 -0.078
2017 10 4 3 3 -1 42.57507 -159.3366 10535.8 263.0415 334.1049 404.24 404.3528 404.1696 404.5474 0 0.56 -0.113 0.07 -0.307
2017 10 4 3 3 6 40.81727 -158.9775 2208.938 798.4627 301.625 403.61 403.747 403.3521 403.6875 0 -0.07 -0.137 0.258 -0.077
2017 10 4 3 3 -1 40.0093 -158.8189 190.7626 1016.223 286.3426 407.91 404.8934 407.7543 407.65 0 4.23 3.017 0.156 0.26
2017 10 4 3 3 7 39.5988 -158.7401 3020.781 723.3348 305.7885 403.26 403.5557 403.1622 403.0892 0 -0.42 -0.296 0.098 0.171
2017 10 4 3 3 7 39.0328 -158.6332 6295.768 477.4393 322.1167 403.73 403.7879 403.5967 403.7318 0 0.05 -0.058 0.133 -0.002
2017 10 4 3 3 -1 36.35188 -158.1486 10536.38 263.3803 329.6238 NA 403.2196 404.003 404.1859 0 NA NA NA NA
2017 10 4 3 3 8 35.27229 -157.963 5771.368 512.1778 319.4961 NA 403.63 403.3521 403.8627 0 NA NA NA NA
2017 10 4 3 3 -1 34.08283 -157.7632 188.6215 1012.59 291.1435 403.09 403.3536 402.9382 NA 0 -0.59 -0.264 0.152 NA
2017 10 4 3 3 9 34.23712 -157.7871 643.6168 959.746 290.9547 403.14 403.386 402.9377 403.3502 0 -0.54 -0.246 0.202 -0.21
2017 10 4 3 3 9 34.00615 -157.7506 950.0202 925.5008 291.4915 403.45 402.8903 403.0049 403.0065 0 -0.23 0.56 0.445 0.443
2017 10 4 3 3 9 33.45601 -157.6601 4282.345 618.3847 313.7624 403.75 403.4754 403.6542 403.7898 0 0.07 0.275 0.096 -0.04
2017 10 4 3 3 9 32.31965 -157.4768 8928.25 333.7125 329.507 404.22 404.3303 404.1971 404.3775 0 0.54 -0.11 0.023 -0.157
2017 10 4 3 3 -1 30.78336 -157.2365 9627.777 302.728 331.9552 403.62 403.6942 403.4959 403.9104 0 -0.06 -0.074 0.124 -0.29
2017 10 4 3 3 10 30.29365 -157.1614 7673.469 397.4421 328.2017 403.73 403.7112 403.593 403.9434 0 0.05 0.019 0.137 -0.213
2017 10 4 3 3 10 29.34187 -157.0569 1750.389 838.1273 302.5692 402.79 402.8443 402.6312 402.7143 0 -0.89 -0.054 0.159 0.076
2017 10 4 3 3 -1 28.69742 -156.9221 163.9108 1006.265 297.416 402.46 403.9029 402.337 401.9929 0 -1.22 -1.443 0.123 0.467
2017 10 4 3 3 11 28.35037 -156.871 2949.554 725.6367 309.6183 403.15 403.2275 402.7079 402.5637 0 -0.53 -0.078 0.442 0.586
2017 10 6 3 3 11 27.37796 -156.7248 8238.898 367.885 331.5715 403.6 403.2808 403.3792 403.4771 0 -0.1 0.319 0.221 0.123
2017 10 6 3 3 11 23.46749 -156.2626 12535.3 197.7618 345.9542 403.69 403.5548 403.6513 404.3148 0 -0.01 0.135 0.039 -0.625
2017 10 6 3 3 -1 22.41859 -156.1597 12541.44 197.732 345.8631 403.79 403.9105 403.6924 404.5196 0 0.09 -0.12 0.098 -0.73
2017 10 6 3 3 12 21.03298 -156.026 6147.582 485.6516 328.638 403.09 403.3986 402.8703 403.9748 0 -0.61 -0.309 0.22 -0.885
2017 10 6 3 4 -1 17.15615 -161.6686 10363.97 275.1413 341.5219 403.77 403.9051 403.6273 404 0 0.05 -0.135 0.143 -0.23
2017 10 6 3 4 2 16.70492 -163.2122 2205.892 786.8713 308.0154 402.75 403.0469 402.6364 403.2521 0 -0.97 -0.297 0.114 -0.502
2017 10 6 3 4 -1 16.47671 -163.9752 194.9627 992.89 300.1767 402.74 402.7635 402.5453 403.0153 0 -0.98 -0.024 0.195 -0.275
2017 10 6 3 4 3 16.2126 -164.8456 4640.992 586.396 323.075 403.45 403.5815 403.2484 403.6392 0 -0.27 -0.132 0.202 -0.189
2017 10 6 3 4 -1 15.04363 -168.4441 9719.266 301.7804 338.8962 403.66 403.7504 403.5662 403.8202 0 -0.06 -0.09 0.094 -0.16
2017 10 6 3 4 4 14.61782 -169.6887 2826.164 731.5403 312.9636 403.15 403.2503 402.9583 403.1366 0 -0.57 -0.1 0.192 0.013
2017 10 6 3 4 -1 14.31664 -170.5541 186.249 993.1263 300.8245 402.73 402.7803 402.5912 402.6241 0 -0.99 -0.05 0.139 0.106
2017 10 6 3 4 5 14.0959 -171.1813 3666.958 660.4437 318.3257 403.42 403.5277 403.2112 403.3894 0 -0.3 -0.108 0.209 0.031
2017 10 6 3 4 -1 12.66712 -175.096 10388.19 275.2243 344.7272 NA 403.6456 403.4802 403.7355 0 NA NA NA NA
2017 10 6 3 4 6 12.16585 -176.4052 2993.925 716.407 314.0171 403.11 403.1816 402.9517 403.1675 0 -0.61 -0.072 0.158 -0.058
2017 10 6 3 4 -1 11.54487 -176.7996 184.1535 991.0691 301.4351 403.15 403.1104 402.9806 402.9791 0 -0.57 0.04 0.169 0.171
2017 10 6 3 4 7 10.25848 -176.7039 6471.312 465.5001 330.2953 NA 404.0529 403.5612 403.9213 0 NA NA NA NA
2017 10 6 3 4 7 7.374845 -176.1048 11033.51 250.6566 347.9589 NA 403.9037 403.8795 404.282 0 NA NA NA NA
2017 10 6 3 4 -1 4.561905 -176.3379 11025.49 250.9793 347.9275 404.26 404.2023 404.0318 NA 0 0.54 0.058 0.228 NA
2017 10 6 3 4 8 4.505108 -177.6734 3750.707 652.5179 317.0019 NA 404.3752 404.0704 404.2634 0 NA NA NA NA
2017 10 6 3 4 -1 4.506981 -178.6984 183.5447 989.7222 301.9451 NA 404.84 404.4372 404.5776 0 NA NA NA NA
2017 10 6 3 4 9 4.507547 -179.2133 3150.809 701.0893 314.0274 404.21 404.2645 404.1469 404.4051 0 0.49 -0.055 0.063 -0.195
2017 10 6 3 4 9 4.507384 178.2362 7902.202 385.9959 339.1475 404.01 403.8188 403.8211 404.0896 0 0.29 0.191 0.189 -0.08
2017 10 8 3 4 -1 4.393078 177.0251 11033.93 250.8535 348.1664 404.12 404.0396 404.0606 404.4214 0 0.41 0.08 0.059 -0.301
2017 10 8 3 4 10 2.727123 177.0005 1382.693 863.9647 306.1576 404.19 404.2985 404.0942 404.3098 0 0.48 -0.108 0.096 -0.12
2017 10 8 3 4 -1 2.122862 177.0004 194.0857 988.4118 301.1461 404.66 404.5506 404.565 404.5526 0 0.95 0.109 0.095 0.107
2017 10 8 3 4 11 1.255028 177.0005 5582.05 520.2807 327.3136 403.79 403.8634 403.7212 403.8832 0 0.08 -0.073 0.069 -0.093
2017 10 8 3 4 -1 -1.839156 177.3314 10375.17 275.6713 346.7672 NA 404.3674 404.3623 404.7745 0 NA NA NA NA
2017 10 8 3 4 12 -3.316589 177.4987 2410.356 764.4047 312.8553 404.29 404.285 403.9265 404.2377 0 0.58 0.005 0.364 0.052
2017 10 8 3 4 -1 -4.071328 177.5002 182.622 987.2789 301.7527 404.91 404.8411 404.6159 404.7227 0 1.2 0.069 0.294 0.187
2017 10 8 3 4 13 -4.818701 177.5002 5094.77 552.6704 325.2305 404.19 404.312 404.058 404.4151 0 0.48 -0.122 0.132 -0.225
2017 10 8 3 4 -1 -8.170549 177.5003 11660.25 228.3176 348.383 404.19 404.0083 404.1647 404.5957 0 0.48 0.182 0.025 -0.406
2017 10 8 3 4 14 -9.836712 177.2405 1856.529 817.0151 307.4234 404.23 404.4389 404.1141 404.5901 0 0.52 -0.209 0.116 -0.36
2017 10 8 3 4 -1 -10.4273 177.3039 182.1678 988.5162 302.06 404.35 404.4985 404.2015 404.3212 0 0.64 -0.148 0.149 0.029
2017 10 8 3 4 -1 -14.46454 177.6345 12590.76 197.0167 349.1755 NA 403.3811 403.5223 403.9788 0 NA NA NA NA
2017 10 8 3 5 -1 -17.87275 177.3567 978.3104 907.4834 300.426 404.24 NA 404.1377 404.1531 0 0.55 NA 0.102 0.087
2017 10 8 3 5 -1 -21.65613 177.7367 9287.829 315.3913 330.7901 405.62 405.6713 405.746 405.9061 0 1.93 -0.051 -0.126 -0.286
2017 10 8 3 5 2 -22.84452 178.0166 2634.676 745.1067 308.9051 405.03 404.581 404.8186 405.2253 0 1.34 0.449 0.211 -0.195
2017 10 8 3 5 -1 -23.6435 178.2077 181.9097 996.3982 294.5039 403.69 403.6016 403.6337 403.6983 0 0 0.088 0.056 -0.008
2017 10 8 3 5 3 -24.47585 178.409 4627.692 583.1877 318.6808 404.53 404.4326 404.519 404.831 0 0.84 0.097 0.011 -0.301
2017 10 8 3 5 -1 -26.91732 179.0185 9183.653 315.7511 330.5649 405.97 405.9331 405.7816 405.9977 0 2.28 0.037 0.188 -0.028
2017 10 8 3 5 4 -28.23945 179.3606 1989.719 804.0834 300.7858 403.97 404.2345 403.8624 404.2003 0 0.28 -0.264 0.108 -0.23
2017 10 8 3 5 -1 -28.92659 179.5411 181.2962 995.0991 292.6916 403.71 404.1618 403.5583 403.5062 0 0.02 -0.452 0.152 0.204
2017 10 8 3 5 5 -30.11821 179.8625 6077.484 478.2706 315.736 405.1 405.2273 404.9981 405.0451 0 1.41 -0.127 0.102 0.055
2017 10 8 3 5 -1 -35.75376 -178.4819 9586.09 288.0313 322.1057 405.03 405.2832 404.9999 405.2621 0 1.34 -0.253 0.03 -0.232
2017 10 8 3 5 6 -37.33359 -177.98 2631.371 740.4961 297.2285 404.68 404.9321 404.5517 404.9 0 0.99 -0.252 0.128 -0.22
2017 10 8 3 5 -1 -38.10597 -177.7266 184.3562 999.016 287.1185 402.98 403.2274 402.9838 403.0432 0 -0.71 -0.247 -0.004 -0.063
2017 10 8 3 5 7 -38.55927 -177.5748 3144.084 694.1589 298.4525 404.96 405.1879 404.7941 404.7438 0 1.27 -0.228 0.166 0.216
2017 10 8 3 5 -1 -42.26232 -176.258 10466.1 251.0404 321.8882 406.31 406.5134 406.3856 406.7809 0 2.62 -0.203 -0.076 -0.471
2017 10 10 3 5 8 -43.85566 -175.6444 1906.853 814.0129 293.6218 404.07 404.2617 403.8656 404.3282 0 0.39 -0.192 0.204 -0.258
2017 10 10 3 5 -1 -44.51356 -175.3774 182.4933 1005.591 281.5841 403.67 403.6827 403.5254 403.6527 0 -0.01 -0.013 0.145 0.017
2017 10 10 3 5 9 -45.17184 -175.398 5191.937 534.2288 307.6517 404.36 404.6199 404.4416 404.7101 0 0.68 -0.26 -0.082 -0.35
2017 10 10 3 5 -1 -47.58369 -178.6409 11046.18 227.6094 324.6025 406.4 406.5049 406.4055 407.0061 0 2.72 -0.105 -0.006 -0.606
2017 10 10 3 5 10 -48.8988 179.395 1244.9 881.274 289.6416 NA 404.2712 404.0374 404.7815 0 NA NA NA NA
2017 10 10 3 5 -1 -49.18489 178.9527 185.1731 1002.665 278.6206 NA 403.7067 403.5278 403.7533 0 NA NA NA NA
2017 10 10 3 5 11 -50.07562 177.5084 7472.641 389.0544 313.6362 404.47 404.4679 404.3873 404.567 0 0.79 0.002 0.083 -0.097
2017 10 10 3 5 -1 -51.67335 174.6965 10970.67 228.3149 322.7925 405.71 405.5662 405.5853 405.8781 0 2.03 0.144 0.125 -0.168
2017 10 10 3 5 -1 -52.44865 173.2091 6165.473 464.8362 310.056 404.59 404.3826 404.4728 404.6291 0 0.91 0.207 0.117 -0.039
2017 10 10 3 5 -1 -54.10511 169.7052 10898.21 228.2135 323.667 405.19 404.9726 405.0057 405.1777 0 1.51 0.217 0.184 0.012
2017 10 10 3 5 14 -55.06395 167.4245 1888.366 800.1798 297.2891 NA 404.3953 404.1346 404.5023 0 NA NA NA NA
2017 10 10 3 5 14 -55.51626 166.2734 169.2241 984.2512 281.2223 402.7 402.7719 402.5652 402.2422 0 -0.98 -0.072 0.135 0.458
2017 10 10 3 5 -1 -55.91904 165.1986 423.6539 951.4457 281.601 403.34 403.3747 403.07 402.7966 0 -0.34 -0.035 0.27 0.543
2017 10 10 3 5 15 -55.09053 165.4019 6751.058 420.8971 311.2504 404.44 404.0638 404.3794 404.1126 0 0.76 0.376 0.061 0.327
2017 10 10 3 5 -1 -47.46587 168.3296 12172.51 188.4225 352.5242 404.06 403.8179 404.0216 404.391 1 0.38 0.242 0.038 -0.331
2017 10 10 3 5 -1 -45.25973 169.5761 3133.221 689.5679 299.1054 403.63 403.7352 403.4631 404.0041 0 -0.05 -0.105 0.167 -0.374
2017 10 10 3 5 17 -44.60017 170.2923 7512.674 381.913 311.3577 404.14 404.1383 403.9629 NA 0 0.46 0.002 0.177 NA
2017 10 10 3 5 -1 -44.04017 171.3244 4595.615 570.4076 304.6444 403.88 NA 403.6019 404.4108 0 0.2 NA 0.278 -0.531
2017 10 11 3 6 -1 -43.60173 172.7455 2156.538 778.5625 289.6814 403.74 NA 403.6017 404.1342 0 0.05 NA 0.138 -0.394
2017 10 11 3 6 1 -47.0299 177.7287 8605.5 315.2968 323.1379 404.05 404.1738 404.0061 403.9111 1 0.36 -0.124 0.044 0.139
2017 10 11 3 6 -1 -48.87135 184.6149 8584.65 315.38 313.9887 404.9 404.7281 404.7574 405.239 0 1.21 0.172 0.143 -0.339
2017 10 11 3 6 2 -49.971 -178.6589 1931.604 783.8876 291.7953 403.56 403.7719 403.3021 403.3223 0 -0.13 -0.212 0.258 0.238
2017 10 11 3 6 -1 -50.4929 -177.9541 327.3107 953.6583 282.2115 403.71 403.8299 403.4972 403.4395 0 0.02 -0.12 0.213 0.27
2017 10 11 3 6 3 -51.04215 -177.1885 4318.224 573.8365 303.8082 403.71 403.763 403.6086 403.8321 0 0.02 -0.053 0.101 -0.122
2017 10 11 3 6 3 -54.02571 -172.5306 9173.299 288.1518 325.3992 404.2 404.0344 404.1376 404.7827 1 0.51 0.166 0.062 -0.583
2017 10 11 3 6 -1 -56.05456 -168.742 9182.96 288.4652 321.4438 404.12 404.214 404.2167 404.6165 1 0.43 -0.094 -0.097 -0.496
2017 10 11 3 6 4 -57.00045 -166.745 2171.482 762.8771 294.4041 403.54 403.7622 403.3079 403.5139 0 -0.15 -0.222 0.232 0.026
2017 10 11 3 6 -1 -57.51679 -165.5798 341.1339 955.7814 284.6923 403.32 403.5136 403.0506 402.84 0 -0.37 -0.194 0.269 0.48
2017 10 11 3 6 5 -58.27935 -163.7475 5937.566 464.1434 307.5852 404.65 404.7204 404.6723 404.671 0 0.96 -0.07 -0.022 -0.021
2017 10 11 3 6 5 -61.12207 -155.322 9730.925 262.7978 317.0639 404.27 404.2033 404.3207 404.5877 0 0.58 0.067 -0.051 -0.318
2017 10 11 3 6 -1 -62.33035 -150.5365 9693.501 262.6721 315.1692 404.94 404.8514 404.9509 405.1009 0 1.25 0.089 -0.011 -0.161
2017 10 11 3 6 6 -62.98455 -147.4038 2425.807 731.0484 289.9131 403.59 403.7954 403.3996 403.7147 0 -0.1 -0.205 0.19 -0.125
2017 10 11 3 6 -1 -63.51034 -144.4722 200.0125 970.6591 272.2546 404.05 403.998 403.8244 403.7665 0 0.36 0.052 0.226 0.284
2017 10 11 3 6 7 -63.70069 -143.2821 3428.686 637.4505 294.8454 403.71 403.7771 403.6767 403.7136 0 0.02 -0.067 0.033 -0.004
2017 10 11 3 6 7 -64.04019 -140.9668 7301.49 368.8549 305.4253 403.71 403.5789 403.6292 403.9634 0 0.02 0.131 0.081 -0.253
2017 10 11 3 6 7 -64.68753 -135.177 9993.801 239.0675 327.5454 403.28 403.2985 403.2681 403.6959 1 -0.41 -0.019 0.012 -0.416
2017 10 11 3 6 -1 -65.08049 -129.5747 9906.193 238.9966 326.9254 403.45 403.4113 403.3017 403.6804 1 -0.24 0.039 0.148 -0.23
2017 10 11 3 6 8 -65.23731 -125.3899 1358.893 821.0983 275.3574 403.68 403.9534 403.4904 404.0333 0 -0.01 -0.273 0.19 -0.353
2017 10 11 3 6 -1 -65.26524 -123.8512 182.4138 956.6172 266.3967 403.91 403.9134 403.639 404.1644 0 0.22 -0.003 0.271 -0.254
2017 10 11 3 6 9 -65.27532 -120.9267 6386.603 405.9826 296.6205 403.81 403.9173 403.6299 404.2248 0 0.12 -0.107 0.18 -0.415
2017 10 13 3 6 -1 -64.94473 -111.9486 10098.32 228.3293 331.2061 402.59 402.6415 402.6837 403.09 1 -1.08 -0.052 -0.094 -0.5
2017 10 13 3 6 10 -64.60096 -107.7852 1299.049 820.881 278.0296 403.53 403.6553 403.4528 403.5746 0 -0.14 -0.125 0.077 -0.045
2017 10 13 3 6 -1 -64.46581 -106.4714 198.2792 946.2971 275.7563 403.81 403.9712 403.6563 403.3239 0 0.14 -0.161 0.154 0.486
2017 10 13 3 6 11 -64.28334 -104.874 4862.88 508.2795 294.6308 403.66 403.8648 403.6842 403.4461 0 -0.01 -0.205 -0.024 0.214
2017 10 13 3 6 -1 -63.14005 -97.33317 10254.5 227.7832 322.9513 403.64 403.5221 403.4529 403.7542 1 -0.03 0.118 0.187 -0.114
2017 10 13 3 6 -1 -62.06325 -92.19936 192.3529 967.5182 275.2015 403.91 403.815 403.6461 403.4815 0 0.24 0.095 0.264 0.429
2017 10 13 3 6 -1 -59.56551 -83.55955 11308.3 197.2438 340.4494 403.25 403.3114 403.2267 403.6633 1 -0.42 -0.061 0.023 -0.413
2017 10 13 3 6 -1 -58.28425 -80.12636 4296.959 570.5479 293.2567 403.69 403.6035 403.5272 403.5514 0 0.02 0.087 0.163 0.139
2017 10 13 3 6 -1 -55.42338 -73.86669 11731.19 187.9602 351.2117 402.97 402.7006 402.891 402.9736 1 -0.7 0.269 0.079 -0.004
2017 10 13 3 6 16 -53.5741 -71.2222 3178.782 672.1439 290.3651 403.14 NA 403.7516 403.672 0 -0.53 NA -0.612 -0.532
2017 10 14 3 7 -1 -53.1432 -70.81811 1777.666 799.5215 282.1653 403.86 NA 403.6447 404.0684 0 0.21 NA 0.215 -0.208
2017 10 14 3 7 -1 -60.72009 -57.42225 7234.204 347.5051 299.8406 404.07 403.9634 403.968 404.3167 0 0.42 0.107 0.102 -0.247
2017 10 14 3 7 3 -62.40455 -52.46423 9331.025 250.435 312.0416 404.7 404.4883 404.4846 404.4104 0 1.05 0.212 0.215 0.29
2017 10 14 3 7 3 -64.41383 -46.74242 9974.535 227.9097 308.1074 404.5 404.3909 404.4305 NA 0 0.85 0.109 0.07 NA
