year mon day hour min sec camp flt prof lat lon alt pressure theta co2 co2qcls co2oms co2ao2 ch4pfp ch4qcls sf6pfp strat h2oref n2oref o3ref co2mspo co2mqcls co2moms co2mao2 ch4mqcls
2010 4 13 21 50 14.5 3 9 106 28.96065 -152.796 320.5426 982.5354 288.3621 393.83 393.754 NA 393.9856 1870.71 1875.576 7.21 0 12265 322.5304 50.35 8.955 0.076 NA -0.156 -4.866
2010 4 13 21 55 44.5 3 9 107 29.31977 -152.5229 2548.547 747.3058 293.5551 393.75 393.9776 393.2778 393.5756 1865.11 1867.097 7.28 0 6286.111 322.4404 56.5 8.866 -0.228 0.472 0.174 -1.987
2010 4 13 21 59 56.5 3 9 107 29.61828 -152.2948 4490.235 583.3513 305.0893 392.44 392.5153 NA 392.035 1841.24 1844.829 7.18 0 276.3333 321.3104 88.88889 7.55 -0.075 NA 0.405 -3.589
2010 4 13 22 7 38 3 9 107 30.32577 -151.9728 8070.695 359.0552 322.1532 392.72 NA 392.5563 393.0078 1834.03 NA 7.2 0 303.2632 322.0404 65.73684 7.835 NA 0.164 -0.288 NA
2010 4 13 22 20 53 3 9 108 31.71139 -151.8511 5456.789 510.3134 301.787 392.38 NA NA NA 1846.17 NA 7.12 0 349.5789 321.1304 95.05263 7.504 NA NA NA NA
2010 4 13 22 30 2.5 3 9 108 32.45358 -151.7854 1275.204 874.8449 287.1231 394.3 394.2294 NA 394.2806 1872.79 1878.436 7.19 0 9636.667 322.3104 51.66667 9.43 0.071 NA 0.019 -5.646
2010 4 13 22 42 2 3 9 109 33.35191 -151.7038 4513.624 579.0362 299.2643 394.05 394.3084 393.8747 394.3297 1865.51 1870.773 7.3 0 635.0526 322.4704 63.57895 9.188 -0.258 0.175 -0.28 -5.263
2010 4 13 22 50 16 3 9 109 34.08638 -151.6355 8213.403 343.3844 311.7112 389.47 389.5117 NA 389.6628 1791.73 1789.114 6.95 1 26.96316 315.5604 209.2105 4.614 -0.042 NA -0.193 2.616
2010 4 13 22 58 53.5 3 9 110 34.86087 -151.5633 7878.503 361.792 307.6482 391.36 391.3575 NA 392.0015 1821.1 1829.87 7.06 0 147.95 319.3604 115.7 6.509 0.002 NA -0.642 -8.77
2010 4 13 23 12 51 3 9 110 36.03197 -151.8336 1556.246 847.85 286.4936 394.44 394.4853 394.07 395.4939 1879.74 1884.053 7.29 0 8575 322.3904 45.89474 9.59 -0.045 0.37 -1.054 -4.313
2010 4 13 23 26 31 3 9 111 37.06461 -152.1249 5086.155 539.3089 304.2358 392.39 392.5944 392.1416 393.0209 1835.17 1836.542 7.15 0 2517.647 321.9304 49.84211 7.54 -0.204 0.248 -0.631 -1.372
2010 4 13 23 52 25 3 9 112 39.51401 -152.8704 2730.49 735.9369 296.1768 392.42 NA 392.1267 392.8967 1838.85 NA 7.17 0 5960 322.4104 56.33333 7.57 NA 0.293 -0.477 NA
2010 4 13 23 58 36 3 9 113 40.00841 -152.9996 313.97 993.1416 279.1185 394.69 394.8733 NA 395.1891 1881.83 1889.47 7.24 0 7298.632 322.9104 42.14286 9.84 -0.183 NA -0.499 -7.64
2010 4 14 0 12 45.5 3 9 113 41.14552 -153.3789 6676.902 438.0759 309.8993 392.86 392.9882 392.6728 392.3286 1850.98 1845.828 7.16 0 323.3889 322.0304 63.22222 8.014 -0.128 0.187 0.531 5.152
2010 4 14 0 28 41.5 3 9 114 42.76146 -153.9394 5780.387 495.7915 308.5395 392.57 392.4961 NA 392.7389 1848.97 1852.802 7.19 0 214.5556 322.2904 67.55556 7.73 0.074 NA -0.169 -3.832
2010 4 14 0 38 12 3 9 114 43.52445 -154.2142 1564.236 850.5961 288.9324 393.91 NA 393.4753 393.4396 1864.88 NA 7.22 0 274.6471 322.3304 67.47059 9.073 NA 0.435 0.47 NA
2010 4 14 0 50 31.5 3 9 115 44.32685 -154.5109 4179.946 611.7641 304.0037 393.94 393.9483 NA 393.8934 1863.66 1871.614 7.23 0 1241.111 322.6404 54.94444 9.107 -0.008 NA 0.047 -7.954
2010 4 14 0 57 53.5 3 9 115 44.88597 -154.723 7474.577 390.9751 311.3151 392.98 393.2211 NA 393.2893 1855.21 1860.028 7.45 0 113.3333 322.6504 58.16667 8.149 -0.241 NA -0.309 -4.818
2010 4 14 1 3 19.5 3 9 116 45.40418 -154.9317 8625.493 329.748 314.1423 392.15 392.145 391.9322 391.9174 1845.13 1850.071 7.32 0 40.66111 321.2504 89.27778 7.321 0.005 0.218 0.233 -4.941
2010 4 14 1 21 26.5 3 9 116 47.17037 -155.6818 3158.679 694.073 296.8167 394.14 NA 393.8322 393.2911 1871.93 NA 7.21 0 4104.444 322.6304 54.55556 9.314 NA 0.308 0.849 NA
2010 4 14 1 28 8.5 3 9 117 47.67885 -155.9075 316.6241 988.7351 276.4017 395.84 396.0253 NA 395.6402 1889.8 1890.534 7.2 0 7885.5 322.7704 50.3 11.015 -0.185 NA 0.2 -0.734
2010 4 14 1 40 13 3 9 117 48.66278 -156.3574 5569.845 502.9787 305.1081 393.34 393.5056 NA 393.1874 1858.06 1856.794 7.18 0 1305.263 322.0404 73.57895 8.517 -0.166 NA 0.153 1.266
2010 4 14 1 45 23.5 3 9 117 49.18454 -156.6034 7900.758 360.9971 312.4941 392.05 392.165 391.9839 392.0664 1845.76 1842.001 7.18 0 358.8333 321.9604 62.94444 7.228 -0.115 0.066 -0.016 3.759
2010 4 14 1 57 39 3 9 118 50.26316 -157.2507 6208.433 456.8205 305.7662 393.49 393.2221 393.311 NA 1865.53 1865.744 7.18 0 1092.105 322.5604 71.89474 8.67 0.268 0.179 NA -0.214
2010 4 14 2 8 25.5 3 9 118 51.05736 -158.03 1270.008 868.057 283.7043 394.34 394.2353 394.1317 394.2335 1876.78 1873.36 7.24 0 8026.111 322.7704 53.94444 9.519 0.105 0.208 0.106 3.42
2010 4 14 2 11 32.5 3 9 119 51.252 -158.2257 311.2436 976.8989 277.2043 395.06 395.2847 394.9272 394.7948 1881.21 1880.689 7.42 0 7971.167 323.0904 53.05556 10.238 -0.225 0.133 0.265 0.521
2010 4 14 2 22 11 3 9 119 51.9898 -158.9858 4889.746 538.6411 300.2343 394.04 NA 394.1211 394.3433 1870.77 NA 7.31 0 2162.222 322.6804 55.15789 9.216 NA -0.081 -0.303 NA
2010 4 14 2 25 5.5 3 9 119 52.22703 -159.237 6187.116 449.5429 305.343 394.32 NA 394.18 394.3406 1871.78 NA 7.25 0 997.7222 322.5004 63.44444 9.496 NA 0.14 -0.021 NA
2010 4 14 2 29 12.5 3 9 119 52.59762 -159.6359 8013.567 343.6156 311.3873 392.97 393.0667 NA 392.7873 1856.42 1857.989 7.31 0 250.8333 322.6204 58.83333 8.145 -0.097 NA 0.183 -1.569
2010 4 14 2 38 57 3 9 119 53.53966 -160.6874 8203.607 329.8382 309.9139 394.05 393.8079 393.8574 NA 1866.36 1870.202 7.36 0 169.2105 322.3504 62.68421 9.223 0.242 0.193 NA -3.842
2010 4 14 2 43 29 3 9 119 53.98014 -161.1988 8163.453 329.8081 310.2693 391.13 390.6974 390.8211 NA 1818.99 1819.541 7.09 0 43.20714 319.0204 137.1579 6.303 0.433 0.309 NA -0.551
2010 4 14 2 48 52.5 3 9 119 54.5377 -161.8656 9993.862 247.7854 333.7847 385.15 385.0622 384.97 385.154 1682.68 1681.264 6.53 1 5.198333 296.5004 566.1111 0.322 0.088 0.18 -0.004 1.416
2010 4 14 2 59 15.5 3 9 119 55.75072 -162.5609 13351.84 147.2304 391.7538 383.61 383.3185 NA 383.1981 1530.2 1537.305 6.22 1 4.4685 258.8704 1187.45 -1.22 0.292 NA 0.412 -7.105
2010 4 14 3 15 46.5 3 9 0 57.9536 -161.526 13346.83 146.577 392.5588 383.35 382.834 382.6405 383.0335 1507.31 1511.617 6.17 1 4.665 253.6304 1275.95 -1.483 0.516 0.71 0.316 -4.307
2010 4 14 3 38 2 3 9 0 60.82508 -161.2918 13299.13 146.7174 399.0462 383.08 NA 382.2616 NA 1489.89 NA 6.14 1 4.777895 248.0804 1385.737 -1.756 NA 0.818 NA NA
2010 4 14 3 49 55 3 9 0 61.01295 -158.0019 13318.3 146.8432 396.875 382.79 382.3294 NA 382.0677 1461.88 1461.731 6.03 1 4.696842 241.4004 1449.526 -2.048 0.461 NA 0.722 0.149
2010 4 14 4 1 52.5 3 9 120 61.04861 -154.6067 8974.575 287.1486 318.7604 386.41 385.99 NA 386.0944 1727.31 1740.409 6.62 1 10.62 305.2604 389.8889 1.57 0.42 NA 0.316 -13.099
2010 4 14 4 9 1.5 3 9 120 60.96511 -152.6119 5680.377 472.6219 295.8445 394.74 394.1994 394.2406 394.5552 1871.15 1881.168 7.21 0 85.55556 322.3204 72.22222 9.901 0.541 0.499 0.185 -10.018
2010 4 15 18 27 54.5 3 10 122 63.43736 -148.9492 4958.03 525.6379 285.5369 393.68 393.5125 NA NA 1864.74 1871.987 7.26 0 248.6875 322.4053 71.375 8.844 0.168 NA NA -7.247
2010 4 15 18 39 7.5 3 10 122 64.383 -148.1365 1459.001 847.841 274.5114 395.92 395.7569 395.8775 396.0298 1886.24 1892.648 7.22 0 2824.5 322.9253 42.1875 11.09 0.163 0.043 -0.11 -6.408
2010 4 15 19 8 5 3 10 123 66.75385 -147.8808 8018.634 330.5621 307.2027 387.67 NA 387.5606 388.3214 1764.08 NA 6.83 1 13.70588 312.5953 277.8824 2.854 NA 0.109 -0.651 NA
2010 4 15 19 26 29 3 10 124 68.94651 -147.8988 5483.011 482.938 288.7369 396.38 396.2482 396.1894 396.2042 1884.29 1893.459 7.39 0 159.2353 323.2853 63 11.573 0.132 0.191 0.176 -9.169
2010 4 15 19 41 39 3 10 124 70.10869 -147.9824 1233.28 NA NA 395.77 395.68 395.6771 395.6542 1888.61 1893.968 7.22 0 2033.765 322.9053 37.23529 10.971 0.09 0.093 0.116 -5.358
2010 4 15 19 48 56 3 10 125 70.18435 -148.5804 467.8839 956.7049 267.6248 395.7 395.8681 395.7153 395.7364 1891.06 1894.614 7.18 0 2188.176 322.4153 28.76471 10.904 -0.168 -0.015 -0.036 -3.554
2010 4 15 20 10 23 3 10 126 71.94921 -148.8676 7950.596 330.0764 298.0706 392.67 392.6788 NA 392.2759 1853.23 1855.869 7.19 0 59.94118 321.6153 78.41176 7.873 -0.009 NA 0.394 -2.639
2010 4 15 20 23 55.5 3 10 126 73.20127 -148.9156 3115.54 669.5851 280.2109 396.19 NA 396.0769 395.2626 1891.47 NA 7.24 0 659.75 323.1053 49.0625 11.384 NA 0.113 0.927 NA
2010 4 15 20 33 53 3 10 126 73.89308 -148.9452 157.1888 990.6523 257.6691 395.64 395.8718 395.5056 395.0183 1889.35 1898.144 7.19 0 1637.471 322.7253 2.176471 10.827 -0.232 0.134 0.622 -8.794
2010 4 15 20 49 5.5 3 10 127 75.09758 -148.9956 4371.864 559.2143 284.872 394.24 394.5093 394.2067 393.9956 1869.13 1878.691 7.19 0 317.125 322.7053 61.75 9.417 -0.269 0.033 0.244 -9.561
2010 4 15 21 1 56.5 3 10 128 76.35956 -148.9978 7893.615 329.9717 299.3733 391.04 391.1431 391.1019 NA 1824.98 1829.07 7 0 39.5625 319.5053 122.4375 6.21 -0.103 -0.062 NA -4.09
2010 4 15 21 16 14.5 3 10 128 77.68466 -149.0003 2424.857 730.5588 278.0601 395.89 395.815 395.7875 396.1599 1888.64 1894.184 7.21 0 1539.312 322.8353 48.375 11.06 0.075 0.102 -0.27 -5.544
2010 4 15 21 25 24.5 3 10 129 78.34482 -149.0005 154.6904 986.1223 254.6383 395.35 395.47 395.0544 395.3206 1889.49 NA 7.13 0 1168.062 322.8653 12.9375 10.52 -0.12 0.296 0.029 NA
2010 4 15 21 43 58.5 3 10 129 79.64847 -149.001 6026.412 438.3123 289.9874 394.26 394.51 394.2369 394.7104 1871.87 1878.432 7.2 0 174.375 322.9353 56.6875 9.43 -0.25 0.023 -0.45 -6.562
2010 4 15 21 59 29.5 3 10 130 81.21956 -148.9975 5635.718 464.1715 288.0525 394.39 394.2613 NA NA 1870.6 1877.329 7.16 0 230.5 322.6653 63.125 9.56 0.129 NA NA -6.729
2010 4 15 22 10 6.5 3 10 130 82.13105 -148.9997 1082.944 872.3088 270.2124 395.13 395.0031 NA 395.174 1882.74 1887.02 7.26 0 1322 322.6953 51 10.298 0.127 NA -0.044 -4.28
2010 4 15 22 30 7.5 3 10 131 83.63469 -148.9987 4134.844 575.2706 283.0127 395.38 395.6562 NA 396.2776 1883.74 1888.651 7.23 0 545.5625 322.8353 50.0625 10.545 -0.276 NA -0.898 -4.911
2010 4 15 22 42 19.5 3 10 131 84.79212 -149.0033 7837.883 329.8801 298.6571 391.65 391.4187 391.5844 391.2889 1833.86 1837.276 7.16 0 60.5 320.0053 116.5 6.813 0.231 0.066 0.361 -3.416
2010 4 15 23 9 11.5 3 10 131 82.44104 -149 11153.31 198.9788 361.8995 384.6 384.3487 384.6394 384.4113 1638.07 1635.683 6.43 1 2.625 285.6953 767.875 -0.232 0.251 -0.039 0.189 2.387
2010 4 15 23 37 4.5 3 10 0 78.98315 -148.9961 13193.94 146.8213 399.3624 383.53 NA 383.0377 NA 1541.16 NA 6.15 1 2.227273 261.1553 1233.636 -1.279 NA 0.492 NA NA
2010 4 16 0 42 49 3 10 0 70.69547 -148.9499 13292.37 146.8577 397.0624 382.67 382.3922 382.1565 382.0577 1471.11 1473.995 6.08 1 1.130435 243.8353 1427.652 -2.134 0.278 0.513 0.612 -2.885
2010 4 16 1 40 23 3 10 132 63.44222 -150.2415 8822.362 302.1476 317.6092 393.27 392.6953 NA 393.4279 1846.23 1853.929 7.22 0 102 322.3053 60.66667 8.473 0.575 NA -0.158 -7.699
2010 4 16 1 55 28 3 10 132 61.79229 -150.4175 2336.23 755.3235 276.1467 396.09 395.4553 395.6247 NA 1886.13 NA 7.19 0 1373.533 323.0853 40.73333 11.298 0.635 0.465 NA NA
2011 6 14 18 35 29 4 1 19 53.9603 -114.6335 6130.134 466.3715 312.9032 388.14 388.8157 388.494 388.0987 1877.74 1878.577 7.46 0 2397.333 322.4189 61.33333 0.562 -0.676 -0.354 0.041 -0.837
2011 6 14 18 51 21 4 1 0 55.33607 -117.1462 12271.03 187.839 361.9318 387.57 NA 387.4573 387.6841 1668.68 NA 6.79 1 3.781333 292.7089 546.8667 -0.016 NA 0.113 -0.114 NA
2011 6 14 19 34 49 4 1 20 58.86821 -125.2623 9616.402 278.1603 316.0268 393.65 393.8333 393.882 NA 1848.28 1869.234 7.54 0 94.78 320.4089 105.4 6.077 -0.183 -0.232 NA -20.954
2011 6 14 19 49 47 4 1 20 59.82094 -127.9709 3301.091 674.7828 297.556 391.15 391.678 NA 391.2388 1849.35 1854.669 7.45 0 5328.667 322.2089 52.93333 3.585 -0.528 NA -0.089 -5.319
2011 6 14 20 7 3 4 1 20 60.12529 -128.8715 814.9068 917.6273 294.9144 390.2 390.1946 390.1813 391.0227 1851.13 1852.554 7.53 0 7910.667 322.7389 41.2 2.638 0.005 0.019 -0.823 -1.424
2011 6 14 20 10 44 4 1 21 60.0042 -128.6083 3338.144 671.8103 297.758 391.22 391.5557 NA 391.3793 1850.87 1854.486 7.44 0 5170.667 322.1089 51.73333 3.656 -0.336 NA -0.159 -3.616
2011 6 14 20 22 30 4 1 21 60.2928 -131.143 8667.13 320.6252 314.6743 393.96 NA 393.774 393.8135 1850.72 NA 7.48 0 197.4 321.7689 88.06667 6.393 NA 0.186 0.146 NA
2011 6 14 20 38 49.5 4 1 0 60.54942 -135.369 12146.28 187.8087 364.6751 387.83 387.4162 387.5056 388.1113 1675.54 1672.34 6.84 1 4.560625 294.1589 545.5 0.257 0.414 0.324 -0.281 3.2
2011 6 14 21 2 54.5 4 1 0 59.722 -140.7339 12128.01 187.9044 366.6526 387.54 387.2475 387.3763 387.3699 1663.65 1669.092 6.75 1 3.766875 291.5589 563.6875 -0.04 0.293 0.164 0.17 -5.442
2011 6 14 21 24 4 4 1 22 60.41581 -145.9923 9489.103 278.1368 325.2286 391.24 391.432 391.652 392.0141 1775.74 1807.353 7.24 1 42.92 311.5889 205.7333 3.66 -0.192 -0.412 -0.774 -31.613
2011 6 16 18 26 32 4 2 0 62.65742 -149.3591 6029.447 465.7715 300.3022 393.05 392.8586 393.0613 393.0761 1855.63 1859.505 7.55 0 592.6 322.0033 61.8 5.456 0.191 -0.011 -0.026 -3.875
2011 6 16 18 40 32 4 2 26 64.0136 -148.5324 3007.335 700.5994 292.8338 392.11 392.4514 NA 392.4135 1861.37 1865.338 7.56 0 4504.667 322.4933 35.93333 4.513 -0.341 NA -0.304 -3.968
2011 6 16 18 55 12 4 2 27 64.87745 -147.6602 1257.032 873.4117 288.0059 389.99 NA 390.0353 389.7759 1867.76 NA 7.55 0 8070 322.5833 30.06667 2.391 NA -0.045 0.214 NA
2011 6 16 19 0 39 4 2 27 65.22722 -148.064 3385.168 667.3244 294.5512 393.71 393.8236 NA NA 1856.2 1860.833 7.6 0 3142.667 322.3233 46.4 6.11 -0.114 NA NA -4.633
2011 6 16 19 9 36 4 2 27 66.10004 -148.9055 7406.562 383.0043 305.0516 392.35 392.3871 392.5883 392.5677 1859.84 1863.12 7.54 0 221.3333 321.9333 66.4 4.752 -0.037 -0.238 -0.218 -3.28
2011 6 16 19 25 26.5 4 2 0 67.84344 -151.0587 12131.4 187.8123 367.8824 387.64 387.285 387.3919 388.0345 1667.66 NA 6.84 1 3.96875 292.6633 549.6875 0.044 0.355 0.248 -0.394 NA
2011 6 16 19 41 0.5 4 2 28 69.5793 -153.689 8696.273 315.367 311.0484 393.53 393.0069 NA 393.3332 1833.15 1840.423 7.38 0 154.8571 319.9133 98.8125 5.937 0.523 NA 0.197 -7.273
2011 6 16 19 53 46 4 2 28 70.78904 -155.8392 2926.313 704.3243 293.0265 394.18 NA 394.0907 394.4238 1861.2 NA 7.52 0 4571.333 322.3633 46.66667 6.589 NA 0.089 -0.244 NA
2011 6 16 20 7 32 4 2 28 71.24051 -158.0616 161.8709 994.5079 275.7217 393.42 NA 393.4073 393.0574 1867.73 NA 7.53 0 7486 322.9833 25.13333 5.827 NA 0.013 0.363 NA
2011 6 16 20 16 26.5 4 2 30 71.18213 -159.7827 1478.082 843.9445 286.6612 393.82 393.9769 393.9787 393.8259 1868.9 1873.963 7.54 0 8106.875 322.6733 28.125 6.225 -0.157 -0.159 -0.006 -5.062
2011 6 16 20 55 50 4 2 33 72.29536 -161.9754 1882.635 799.7499 286.7245 394.13 NA 394.3683 394.5974 1852.08 NA 7.57 0 6073.043 321.9933 38.91304 6.521 NA -0.238 -0.467 NA
2011 6 16 21 3 25 4 2 33 72.91315 -161.1225 5283.429 509.888 300.5786 393.19 393.1796 393.3752 393.3132 1845.99 1852.303 7.61 0 894.3913 321.4933 65.13043 5.581 0.01 -0.185 -0.123 -6.313
2011 6 16 21 9 59.5 4 2 34 73.52816 -160.2069 7174.995 389.1035 305.8786 392.64 391.9041 NA 392.7513 1848.88 1856.502 7.55 0 259.8182 321.3933 78.09091 5.033 0.736 NA -0.111 -7.622
2011 6 16 21 14 20.5 4 2 34 73.89965 -159.6183 5222.54 512.8527 300.0714 393.24 392.9 393.189 393.3388 1846.88 1849.374 7.47 0 951.55 321.6233 61.55 5.635 0.34 0.051 -0.099 -2.494
2011 6 16 21 24 15 4 2 34 74.62667 -158.3725 809.2633 917.1262 274.5113 394.76 NA 394.6674 394.6253 1861.75 NA 7.49 0 4059.474 322.5533 27.73684 7.158 NA 0.093 0.135 NA
2011 6 16 21 43 44.5 4 2 35 75.86005 -157.3307 4016.943 603.4613 293.2704 393.37 393.497 393.6785 393.5473 1850.08 1852.449 7.52 0 1831 321.6833 50.6 5.775 -0.127 -0.308 -0.177 -2.369
2011 6 16 21 48 40.5 4 2 35 76.27799 -156.9509 6208.963 444.9647 301.4124 393.31 393.3216 393.574 393.3612 1847.54 1851.169 7.48 0 645.95 321.7633 61.9 5.716 -0.012 -0.264 -0.051 -3.629
2011 6 16 22 1 56.5 4 2 36 77.58655 -155.596 5746.062 474.6488 299.1058 392.85 392.3906 NA 393.0673 1853.7 1859.789 7.49 0 710.6111 321.9033 53.83333 5.259 0.459 NA -0.217 -6.089
2011 6 16 22 14 43 4 2 36 78.80561 -154.0466 1601.761 828.1669 279.9581 394.5 394.5794 394.5235 NA 1860.88 1865.798 7.49 0 3028.235 322.3533 31.23529 6.903 -0.079 -0.024 NA -4.918
2011 6 16 22 23 5.5 4 2 36 79.45535 -153.0711 172.1758 994.055 270.7713 395.08 NA 395.0694 395.0484 1864.25 NA 7.47 0 5695.556 322.2333 23.66667 7.478 NA 0.011 0.032 NA
2011 6 16 22 36 11.5 4 2 37 80.44519 -152.9996 3329.511 660.5731 292.0714 393.61 NA 393.8017 393.9793 1855.27 NA 7.46 0 1391.667 321.9533 50.77778 6.002 NA -0.192 -0.369 NA
2011 6 16 22 44 17 4 2 37 81.21051 -152.9999 6943.169 400.7834 304.072 392.81 392.8812 393.1147 393.2679 1824.1 1834.561 7.32 0 205.9412 318.2733 109.4706 5.198 -0.071 -0.305 -0.458 -10.461
2011 6 16 22 59 34 4 2 38 82.7674 -153.0003 5981.641 461.8389 300.2996 393.2 392.7671 NA 393.2887 1839.62 1843.929 7.46 0 299.2353 320.4133 97.88235 5.58 0.433 NA -0.089 -4.309
2011 6 16 23 11 1 4 2 38 83.72481 -153.0001 885.0342 910.3231 276.3855 394.37 394.4706 394.2522 NA 1862.04 1867.806 7.48 0 5770 322.2833 32.41176 6.756 -0.101 0.118 NA -5.766
2011 6 16 23 16 48 4 2 38 83.88766 -152.4039 161.3126 997.7158 272.8174 395.07 395.3176 395.2647 NA 1865.97 1869.822 7.44 0 5287.059 322.4933 24.76471 7.458 -0.248 -0.195 NA -3.852
2011 6 16 23 34 32 4 2 39 82.81049 -149.9208 3700.905 632.2295 295.0576 393.7 393.7812 394.0012 393.9822 1850.49 1852.673 7.43 0 666.9412 321.4233 67.88235 6.097 -0.081 -0.301 -0.282 -2.183
2011 6 16 23 43 17 4 2 39 82.01142 -148.5197 7620.255 365.3821 307.3562 393.21 393.1129 393.4212 392.4624 1843.48 1846.256 7.44 0 242.7647 320.6833 89.52941 5.612 0.097 -0.211 0.748 -2.776
2011 6 17 0 20 18 4 2 0 78.17333 -144.612 8363.85 329.5601 311.0968 393.47 NA NA 393.3859 1841.07 1842.344 7.51 0 199.8235 321.1633 102 5.877 NA NA 0.084 -1.274
2011 6 17 1 1 25 4 2 40 73.5851 -142.4519 12471.4 179.1153 376.2326 387.39 386.9859 387.2888 387.2326 1653.83 1656.205 6.74 1 4.141765 289.5333 606.5 -0.21 0.404 0.101 0.157 -2.375
2011 6 17 1 17 19.5 4 2 40 71.73928 -141.8587 5609.772 495.8326 303.6524 392.22 391.8575 392.0931 391.9606 1855.46 1861 7.51 0 704.5625 321.5933 55 4.62 0.363 0.127 0.259 -5.54
2011 6 17 1 32 59 4 2 40 70.45782 -141.5146 148.7324 999.6567 277.642 393.76 393.9959 393.7394 393.1467 1868.94 1873.241 7.45 0 8878.235 322.4133 28 6.16 -0.236 0.021 0.613 -4.301
2011 6 17 1 45 41 4 2 41 69.57515 -142.5037 5791.18 483.851 302.9901 392.28 392.5581 392.49 391.6436 1859.87 1863.411 7.53 0 1654.286 322.2533 38 4.68 -0.278 -0.21 0.636 -3.541
2011 6 22 23 51 6 4 4 0 16.89007 -158.0506 12822.02 187.7447 348.9842 393.6 NA 393.27 393.3552 1808.39 NA 7.37 0 47.62353 322.4665 39.64706 5.96 NA 0.33 0.245 NA
2011 6 23 0 4 55 4 4 62 15.85782 -159.1211 11870.77 217.5249 346.1685 391.85 391.4406 391.3329 NA 1782.26 1786.502 7.34 0 67.58235 322.7065 21.05882 4.209 0.409 0.517 NA -4.242
2011 6 23 0 22 50.5 4 4 62 14.53366 -160.1897 3152.889 699.3572 313.1167 393.01 NA 392.5731 NA 1790.97 NA 7.31 0 5743.75 322.2165 28.5 5.366 NA 0.437 NA NA
2011 6 23 0 30 18.5 4 4 63 14.00435 -160.4048 310.1708 977.0785 297.4965 393.97 393.9919 NA 394.1746 1815.78 1819.541 7.43 0 26350 322.0065 18.875 6.325 -0.022 NA -0.205 -3.761
2011 6 23 0 40 35 4 4 63 13.25884 -160.7061 4691.251 579.7857 319.8694 392.91 392.8575 NA 392.5209 1793.07 1798.912 7.33 0 2186 322.2965 36.35294 5.263 0.053 NA 0.389 -5.842
2011 6 23 0 45 41 4 4 63 12.83297 -160.8779 7181.201 421.8866 331.5394 393.34 393.3521 393.2367 393.2695 1811.38 1813.597 7.3 0 2025.333 322.4465 44.73333 5.692 -0.012 0.103 0.07 -2.217
2011 6 23 0 55 51.5 4 4 64 11.84994 -161.2705 8416.619 357.9038 335.3554 391.92 NA 391.755 391.4668 1787.35 NA 7.27 0 541.75 322.0665 33.875 4.271 NA 0.165 0.453 NA
2011 6 23 1 7 31.5 4 4 64 10.86911 -161.6583 2709.44 737.2396 311.1396 391.89 NA 391.5925 NA 1784.06 NA 7.27 0 9950.625 322.6465 12.3125 4.239 NA 0.298 NA NA
2011 6 23 1 15 6.5 4 4 65 10.32582 -161.8723 502.7189 954.1137 298.9111 394.02 393.9953 393.8406 393.6438 1809.21 1815.719 7.51 0 25200 322.4665 15.875 6.367 0.025 0.179 0.376 -6.509
2011 6 23 1 34 13.5 4 4 65 8.726788 -162.5132 9028.448 329.342 339.4381 391.12 390.8288 390.9563 390.8597 1787.34 1790.17 7.27 0 127.125 322.1665 34.1875 3.464 0.291 0.164 0.26 -2.83
2011 6 23 1 50 3 4 4 66 7.304596 -163.0838 3101.775 702.7714 314.1627 392.73 NA NA 392.3786 1791.35 1796.398 7.34 0 7822 322.5765 22.8 5.072 NA NA 0.351 -5.048
2011 6 23 1 57 21 4 4 67 6.768097 -163.2979 276.2501 977.1291 299.1988 393.59 393.6714 393.434 NA 1798.55 1803.549 7.33 0 29393.33 322.8565 10.33333 5.93 -0.081 0.156 NA -4.999
2011 6 23 2 8 30.5 4 4 67 5.912133 -163.6387 5341.736 534.4243 325.5092 393.62 393.4567 393.6206 393.8927 1812.37 1813.348 7.39 0 1166.25 322.3065 47.375 5.96 0.163 -0.001 -0.273 -0.978
2011 6 23 2 14 40.5 4 4 67 5.335191 -163.8682 8357.402 360.8822 335.4448 391.74 391.5981 391.8025 391.3297 1791.21 1794.981 7.32 0 1978.75 322.3665 42.3125 4.08 0.142 -0.062 0.41 -3.771
2011 6 23 2 21 15.5 4 4 67 4.674628 -164.0664 11356.01 236.3792 346.7586 391.61 NA 391.4633 391.5631 1783.68 NA 7.31 0 40.775 322.0465 12 3.95 NA 0.147 0.047 NA
2011 6 23 2 38 51.5 4 4 0 2.68075 -164.4651 13776.33 162.643 351.6626 392.32 391.4678 391.6439 391.7435 1790.81 1794.962 7.26 0 19.95 322.8565 32.22222 4.66 0.852 0.676 0.577 -4.152
2011 6 23 2 48 19.5 4 4 68 1.566783 -164.6868 10885.03 252.858 344.115 391.36 390.78 390.9544 NA 1784.71 1792.174 7.24 0 79.87857 321.9265 43.125 3.7 0.58 0.406 NA -7.464
2011 6 23 3 7 49 4 4 68 -0.5243641 -165.2159 2565.996 750.3048 312.1802 391.11 NA 390.6687 390.3387 1772.36 NA 7.26 0 7199.333 321.9965 21.26667 3.45 NA 0.441 0.771 NA
2011 6 23 3 14 39.5 4 4 69 -1.011937 -165.4171 283.0282 977.3098 300.0967 391.46 391.3288 391.3606 390.7167 1773.44 1777.983 7.24 0 31137.5 322.3765 10.5625 3.8 0.131 0.099 0.743 -4.543
