year mon day hour min sec flt prof lat lon alt pressure theta co2 co2x co2qcls co2noaa co2ao2 strat h2oref n2oref co2mspo co2mqcls co2mx co2mnoaa co2mao2
2016 1 25 20 46 9.36 6 90 -67.72751 -69.60957 551.8482 923.8094 276.3051 398.4281 398.0308 NA 398.0308 398.4182 0 3197.665 322.1554 -0.3 NA 0.397 0.397 0.01
2016 1 25 20 50 9.14 6 91 -67.39923 -69.67207 3026.951 671.8004 288.1404 398.9161 398.6593 NA 398.6593 398.9571 0 1578.741 322.2504 0.19 NA 0.257 0.257 -0.041
2016 1 25 20 55 5.25 6 91 -66.89405 -69.67963 5223.825 498.8851 300.2509 NA 398.9737 NA 398.9737 399.4161 0 589.8701 NaN NA NA NA NA NA
2016 1 25 20 59 24.22 6 91 -66.40082 -69.68709 7160.044 378.828 307.1582 400.141 399.8984 400.0884 399.8984 400.1419 0 217.1931 323.7223 1.41 0.053 0.243 0.243 -0.001
2016 1 25 21 3 34.57 6 91 -65.87411 -69.69441 9016.269 286.1838 314.2353 400.3601 400.097 400.1733 400.097 400.3668 0 63.48355 322.7334 1.64 0.187 0.263 0.263 -0.007
2016 1 25 21 14 41.8 6 91 -64.41843 -69.71311 12066.37 178.7189 366.0183 398.5974 398.3538 NA 398.3538 398.8887 1 4.4323 297.3897 -0.1 NA 0.244 0.244 -0.291
2016 1 25 21 22 59.04 6 0 -63.30424 -69.72654 12092.24 178.4293 366.1865 398.7169 398.4796 NA 398.4796 NA 1 4.515406 299.4965 0.03 NA 0.237 0.237 NA
2016 1 30 16 19 12.08 7 93 -52.35417 -70.14967 5212.769 531.5385 310.8838 400.9476 400.5581 400.8299 400.5581 400.9496 0 3713.101 322.1413 2.2 0.118 0.389 0.389 -0.002
2016 1 30 16 42 59.44 7 93 -50.3421 -66.35808 12727.48 178.9463 346.7033 401.3957 401.1327 401.1019 401.1327 401.4143 0 20.45631 320.5079 2.65 0.294 0.263 0.263 -0.019
2016 1 30 16 56 48.17 7 93 -49.20477 -64.01581 8290.183 357.1669 324.007 401.1169 400.8222 400.4395 400.8222 401.0712 0 465.2642 323.3462 2.38 0.677 0.295 0.295 0.046
2016 1 30 17 25 16.61 7 94 -48.62757 -62.8364 162.4786 1004.19 283.0025 398.209 397.8508 NA 397.8508 398.0816 0 10921.08 322.0961 -0.54 NA 0.358 0.358 0.127
2016 1 30 17 32 38.5 7 95 -48.46537 -62.11561 1513.526 852.2299 292.681 399.175 398.8788 NA 398.8788 398.9524 0 410.8746 323.7148 0.43 NA 0.296 0.296 0.223
2016 1 30 17 37 57.61 7 96 -48.34136 -61.57675 171.1144 1002.516 282.4736 398.6074 398.1698 NA 398.1698 398.5546 0 10125.37 323.0621 -0.14 NA 0.438 0.438 0.053
2016 1 30 17 45 15.6 7 97 -48.16838 -60.84691 1504.98 852.4617 293.5753 399.1452 398.803 399.1656 398.803 399.0302 0 315.4631 323.3634 0.4 -0.02 0.342 0.342 0.115
2016 1 30 17 51 26.64 7 98 -48.01758 -60.22973 159.8445 1002.97 282.0438 398.4978 398.1085 NA 398.1085 398.3862 0 9466.326 323.0914 -0.25 NA 0.389 0.389 0.112
2016 1 30 17 57 33.76 7 99 -47.86553 -59.62424 1498.007 851.9739 293.5236 399.0754 398.8592 399.2264 398.8592 399.103 0 731.1927 323.2344 0.33 -0.151 0.216 0.216 -0.028
2016 1 30 18 5 56.71 7 100 -47.67398 -58.88335 157.2644 1002.996 281.0582 398.458 398.1013 NA 398.1013 398.2677 0 9396.69 322.9768 -0.29 NA 0.357 0.357 0.19
2016 1 30 18 12 0.74 7 101 -47.69616 -58.76989 1622.191 840.5345 294.0091 399.653 399.3738 399.6162 399.3738 NA 0 7663.618 323.055 0.91 0.037 0.279 0.279 NA
2016 1 30 18 21 57.86 7 101 -47.6268 -58.59355 6287.983 462.5469 313.0613 400.5692 400.2841 NA 400.2841 400.3142 0 667.7596 322.8937 1.83 NA 0.285 0.285 0.255
2016 1 30 18 46 52.4 7 101 -47.74487 -59.71325 12407.34 187.3522 342.9411 400.4597 400.2683 400.4439 400.2683 400.5464 0 18.87426 319.319 1.73 0.016 0.191 0.191 -0.087
2016 1 30 18 56 50.88 7 0 -47.3125 -61.52425 12453.14 187.345 344.7994 401.3957 401.2743 401.387 401.2743 401.8205 0 24.54814 323.5421 2.66 0.009 0.121 0.121 -0.425
2016 1 30 19 56 53.85 7 0 -47.04923 -62.77287 11568.04 217.2518 337.3476 401.2563 401.025 400.8556 401.025 401.3662 0 43.75946 323.8988 2.55 0.401 0.231 0.231 -0.11
2016 1 30 20 6 43.29 7 102 -47.11455 -62.77377 7038.647 421.8119 320.5463 NA 400.6599 NA 400.6599 NA 0 591.074 322.9444 NA NA NA NA NA
2016 1 30 20 12 26.22 7 102 -47.19404 -62.65612 4328.124 602.0722 310.1602 NA 399.7979 400.0756 399.7979 NA 0 2448.51 323.0108 NA NA NA NA NA
2016 1 30 20 20 1.18 7 102 -47.19545 -62.66898 797.422 930.9716 289.3887 NA 398.469 NA 398.469 398.4248 0 1640.758 322.2879 NA NA NA NA NA
2016 1 30 20 23 56.74 7 103 -47.10235 -62.56827 162.2223 1003.693 284.0565 NA 397.7876 NA 397.7876 397.9284 0 11521.82 NaN NA NA NA NA NA
2016 1 30 20 32 16.1 7 103 -46.93518 -61.77309 1524.5 851.0858 294.2371 NA 398.93 NA 398.93 398.8631 0 292.6049 323.215 NA NA NA NA NA
2016 1 30 20 39 8.01 7 104 -46.79573 -61.13168 156.8886 1004.801 282.8225 NA 398.211 398.4367 398.211 398.4416 0 10504.03 322.1976 NA NA NA NA NA
2016 1 30 20 44 28.46 7 105 -46.70129 -60.70787 1508.221 852.9716 293.9489 NA 398.9913 399.2516 398.9913 398.7706 0 815.8757 322.9365 NA NA NA NA NA
2016 1 30 20 51 11.27 7 106 -46.57439 -60.15176 160.303 1002.903 282.4185 NA 397.9555 NA 397.9555 397.9819 0 10395.57 322.5411 NA NA NA NA NA
2016 1 30 20 56 26.42 7 107 -46.47868 -59.7415 1507.378 852.1438 294.6971 NA 399.405 399.8672 399.405 399.4101 0 7868.035 323.0754 NA NA NA NA NA
2016 1 30 21 3 24.4 7 108 -46.33259 -59.17194 158.6994 1001.799 281.0793 NA NA 398.1573 NA 398.14 0 9986.056 322.7069 NA NA NA NA NA
2016 1 30 21 8 53.46 7 109 -46.21961 -58.75536 1513.101 850.4023 295.0711 NA 399.3848 399.5023 399.3848 399.0571 0 9494.869 322.6112 NA NA NA NA NA
2016 1 30 21 14 6.48 7 111 -46.10359 -58.3351 299.666 983.5753 283.3467 NA 397.3915 397.5092 397.3915 397.4715 0 11583.45 322.8726 NA NA NA NA NA
2016 1 30 21 38 38.61 7 111 -47.35032 -59.60794 8760.41 329.6767 324.7369 NA 400.9625 401.0491 400.9625 NA 0 179.2389 323.3075 NA NA NA NA NA
2016 1 30 22 10 6.59 7 0 -49.11569 -61.8475 162.2665 1004.213 283.5494 NA 398.3346 398.7459 398.3346 398.0876 0 7592.728 322.8767 NA NA NA NA NA
2016 1 30 22 33 34.32 7 113 -49.79921 -64.71058 8775.795 330.3728 326.4575 NA 401.2141 401.3607 401.2141 NA 0 92.28862 323.1334 NA NA NA NA NA
2016 1 30 23 14 18.33 7 0 -52.47819 -70.2167 4492.867 583.8103 307.2545 NA 400.2468 400.4696 400.2468 400.322 0 2865.703 323.3453 NA NA NA NA NA
2016 2 5 15 11 57.31 8 115 -54.24204 -70.11459 8624.971 332.0337 317.9835 400.5692 400.3346 400.133 400.3346 400.4208 0 202.1328 323.8836 2.03 0.436 0.235 0.235 0.148
2016 2 5 15 31 29.46 8 115 -56.28447 -71.6245 12208.46 187.3901 335.7338 400.0812 399.8469 400.05 399.8469 399.8097 1 20.28541 315.0135 1.54 0.031 0.234 0.234 0.272
2016 2 5 16 5 20.1 8 0 -59.5305 -74.42686 12101.56 187.455 331.4697 NA 399.7693 NA 399.7693 399.7772 1 21.19424 314.0177 NA NA NA NA NA
2016 2 5 16 23 5.13 8 0 -61.24455 -75.75403 9348.514 288.5264 320.164 400.3103 400.0358 NA 400.0358 400.0345 0 166.2811 320.1926 1.77 NA 0.274 0.274 0.276
2016 2 5 16 39 20.4 8 117 -62.82299 -77.01996 11907.11 188.5863 339.6699 398.1393 397.965 397.9204 397.965 398.1328 1 6.335556 299.0639 -0.41 0.219 0.174 0.174 0.007
2016 2 5 17 24 47.9 8 0 -67.50579 -81.83185 11615.85 190.1262 358.5035 397.0139 396.8565 NA 396.8565 397.0076 1 3.704342 289.2154 -1.53 NA 0.157 0.157 0.006
2016 2 5 17 31 13.59 8 118 -68.17275 -82.69156 9025.566 282.4446 320.0815 398.6472 398.7192 398.5197 398.7192 398.8088 1 16.91116 307.0917 0.11 0.127 -0.072 -0.072 -0.162
2016 2 5 17 43 17.88 8 118 -69.3628 -84.37377 7050.656 377.0031 303.2439 400.3003 399.801 400.0072 399.801 399.8498 0 111.4703 324.6881 1.76 0.293 0.499 0.499 0.45
2016 2 5 17 51 59.42 8 118 -70.12785 -85.57183 5496.754 470.6556 296.8264 399.673 399.2901 NA 399.2901 399.6525 0 208.4639 323.3286 1.14 NA 0.383 0.383 0.021
2016 2 5 17 55 21.87 8 118 -70.38644 -86.00022 4088.519 572.9709 289.5365 399.3642 399.2806 399.4658 399.2806 399.5235 0 397.2827 NaN 0.83 -0.102 0.084 0.084 -0.159
2016 2 5 17 58 30.25 8 118 -70.60411 -86.37093 2718.335 690.1506 281.4771 398.6871 398.4862 398.631 398.4862 398.9593 0 964.835 322.8772 0.16 0.056 0.201 0.201 -0.272
2016 2 5 18 2 3.49 8 118 -70.81754 -86.74357 1179.601 846.0921 276.102 398.1094 NA 397.8538 NA 398.2287 0 2128.729 323.8534 -0.42 0.256 NA NA -0.119
2016 2 5 18 9 21.42 8 118 -71.2271 -87.48521 231.1565 953.855 273.5229 397.8605 397.4789 NA 397.4789 398.1552 0 4749.752 322.9026 -0.67 NA 0.382 0.382 -0.295
2016 2 5 18 14 58.59 8 119 -71.27337 -87.99623 1286.464 833.3248 276.7722 398.1094 397.7724 397.7145 397.7724 398.0645 0 1718.988 323.229 -0.42 0.395 0.337 0.337 0.045
2016 2 5 18 25 46.44 8 120 -70.5215 -88.00004 1443.456 818.1284 276.5451 398.0995 397.8269 NA 397.8269 398.1375 0 2473.942 323.2849 -0.42 NA 0.273 0.273 -0.038
2016 2 5 18 33 2.55 8 122 -70.01441 -87.99989 164.1886 965.4885 273.5778 397.9501 397.7321 397.7269 397.7321 398.3491 0 5129.683 323.2172 -0.57 0.223 0.218 0.218 -0.399
2016 2 5 18 38 47.74 8 123 -69.81144 -87.268 2050.99 756.8429 278.8056 398.209 398.012 397.8125 398.012 398.6122 0 1683.243 323.4196 -0.31 0.397 0.197 0.197 -0.403
2016 2 5 18 55 14.53 8 0 -70.25216 -83.04004 4070.316 574.6301 289.7251 NA 399.0331 NA 399.0331 NA 0 423.4886 322.6316 NA NA NA NA NA
2016 2 5 19 12 27.53 8 124 -70.12759 -80.00022 389.0833 937.4241 274.0072 397.9103 397.5927 398.145 397.5927 NA 0 4391.863 323.7574 -0.6 -0.235 0.318 0.318 NA
2016 2 5 19 32 21.62 8 125 -68.71638 -79.99964 1400.032 826.9858 275.5084 398.0298 397.7763 397.8541 397.7763 NA 0 2933.613 323.7393 -0.48 0.176 0.254 0.254 NA
2016 2 5 19 39 45.52 8 128 -68.20483 -79.99979 216.7808 963.7106 274.2325 398.0895 397.6673 397.9271 397.6673 NA 0 4896.233 322.9337 -0.42 0.162 0.422 0.422 NA
2016 2 5 19 45 36.57 8 129 -67.79712 -79.7587 1163.494 855.4307 275.7941 401.316 397.833 397.8174 397.833 NA 0 3161.757 323.287 2.81 3.499 3.483 3.483 NA
2016 2 5 19 50 28.9 8 130 -67.47989 -79.39145 165.4808 971.9607 274.4705 402.0728 397.6799 NA 397.6799 NA 0 4959.441 322.8799 3.56 NA 4.393 4.393 NA
2016 2 5 20 0 19.74 8 131 -66.78847 -78.62689 3598.897 622.8111 292.9082 399.2746 399.0942 399.0287 399.0942 NA 0 308.9627 324.5405 0.76 0.246 0.18 0.18 NA
2016 2 5 20 20 39.73 8 131 -64.7266 -76.60052 5830.758 465.4791 310.0166 400.38 400.1031 NA 400.1031 NA 0 1096.906 322.4616 1.88 NA 0.277 0.277 NA
2016 2 5 20 40 6.69 8 132 -63.3035 -75.38427 663.3197 920.6031 277.6169 398.4879 398.1604 398.6003 398.1604 398.6504 0 5294.648 323.2631 0 -0.112 0.328 0.328 -0.162
2016 2 5 21 2 1.63 8 133 -61.25929 -73.84559 8448.459 330.2428 319.3055 400.4796 NA 400.2108 NA NA 0 441.1913 322.4766 2 0.269 NA NA NA
2016 2 5 21 13 50.62 8 134 -60.11022 -73.07137 3223.568 675.0797 301.0586 400.4497 399.7386 399.922 399.7386 400.3759 0 6900.777 323.6561 1.96 0.528 0.711 0.711 0.074
2016 2 5 21 25 15.34 8 134 -59.26416 -72.54639 708.57 924.0706 285.2869 399.2547 398.8919 NA 398.8919 399.2129 0 10259.31 322.8069 0.76 NA 0.363 0.363 0.042
2016 2 5 21 34 44.4 8 135 -58.53104 -72.11426 4551.646 573.5548 307.6734 401.336 399.9519 400.2452 399.9519 400.3543 0 4779.114 323.8066 2.84 1.091 1.384 1.384 0.982
2016 2 5 21 53 21.45 8 136 -57.20112 -71.37686 2215.549 775.6723 296.6459 NA 399.2596 NA 399.2596 399.7514 0 6566.284 322.7065 NA NA NA NA NA
2016 2 5 22 12 56.66 8 137 -55.0038 -70.27249 8675.654 330.3546 320.1604 400.5891 400.3085 399.8849 400.3085 400.9108 0 138.5422 323.2679 2.08 0.704 0.281 0.281 -0.322
2016 2 8 15 10 42.11 9 139 -52.74404 -71.18991 3295.697 661.7436 298.1242 399.9717 399.6062 NA 399.6062 399.6612 0 1194.708 323.3912 1.69 NA 0.365 0.365 0.31
2016 2 8 15 16 10.63 9 139 -52.30016 -71.75253 5828.75 474.829 308.8213 400.0613 399.881 NA 399.881 399.9939 0 222.0466 323.8726 1.78 NA 0.18 0.18 0.067
2016 2 8 15 22 5.32 9 139 -51.72288 -72.46904 8518.183 326.0875 321.5495 400.6887 400.4318 NA 400.4318 400.5837 0 304.7659 323.1934 2.41 NA 0.257 0.257 0.105
2016 2 8 15 31 1.66 9 140 -50.82342 -73.6936 12150.06 188.4514 354.1316 399.912 399.6223 NA 399.6223 399.8837 1 8.799467 311.4967 1.63 NA 0.29 0.29 0.028
2016 2 8 15 43 43.88 9 140 -49.71503 -75.123 7294.542 395.757 320.3174 400.6887 400.4523 NA 400.4523 NA 0 662.9886 324.8924 2.41 NA 0.236 0.236 NA
2016 2 8 15 53 11.89 9 140 -49.07979 -75.9038 2881.001 707.0803 298.034 399.8323 399.6134 NA 399.6134 399.9185 0 1665.703 323.6055 1.56 NA 0.219 0.219 -0.086
2016 2 8 15 56 1.09 9 140 -48.88066 -75.98898 1598.769 831.213 287.44 398.9759 398.848 NA 398.848 399.3114 0 6803.075 322.7873 0.7 NA 0.128 0.128 -0.335
2016 2 8 16 0 34.72 9 140 -48.55418 -75.96179 143.2174 993.9818 284.089 399.1352 NA NA NA 399.0702 0 9618.549 322.8408 0.86 NA NA NA 0.065
2016 2 8 16 8 58.48 9 140 -47.94307 -75.91043 2325.826 759.8084 294.287 399.5734 399.2574 NA 399.2574 399.5718 0 2611.369 322.0707 1.3 NA 0.316 0.316 0.002
2016 2 8 16 15 59.64 9 141 -47.28299 -75.85646 5632.6 500.0129 316.821 400.8181 400.4991 NA 400.4991 400.834 0 2521.085 324.8036 2.54 NA 0.319 0.319 -0.016
2016 2 8 16 28 54.81 9 141 -45.80555 -75.74185 8695.832 329.57 324.6471 400.8082 400.5649 NA 400.5649 401.2435 0 341.645 323.1105 2.52 NA 0.243 0.243 -0.435
2016 2 8 16 38 9.92 9 142 -44.80718 -75.66758 4851.217 557.8327 315.1589 400.619 400.3371 NA 400.3371 NA 0 2617.761 323.3393 2.33 NA 0.282 0.282 NA
2016 2 8 16 42 45.12 9 142 -44.38398 -75.63676 2682.522 732.3668 302.0087 400.1012 399.7852 NA 399.7852 400.0401 0 994.2277 321.4673 1.81 NA 0.316 0.316 0.061
2016 2 8 16 49 38.55 9 143 -43.85017 -75.59875 112.7489 1001.981 286.8175 399.4837 399.1251 NA 399.1251 399.5424 0 12617.24 322.7203 1.19 NA 0.359 0.359 -0.059
2016 2 8 16 59 19.61 9 143 -43.08392 -75.54545 3680.21 649.66 309.6415 400.5094 NA NA NA 400.6467 0 4544.466 323.9253 2.21 NA NA NA -0.137
2016 2 8 17 7 20.86 9 143 -42.29244 -75.49162 7502.606 395.2724 322.2424 NA 400.5906 NA 400.5906 400.9789 0 778.1956 324.4446 NA NA NA NA NA
2016 2 8 17 15 43.6 9 143 -41.33131 -75.42821 8520.997 343.3401 323.8179 400.8181 400.6033 NA 400.6033 400.947 0 493.4051 322.9803 2.52 NA 0.215 0.215 -0.129
2016 2 8 17 21 18.88 9 144 -40.7412 -75.39031 5931.466 490.3567 318.4943 401.0771 400.5547 NA 400.5547 400.5618 0 1503.635 323.5681 2.78 NA 0.522 0.522 0.515
2016 2 8 17 27 59.92 9 144 -40.13013 -75.35182 2749.364 732.7712 304.2243 400.8082 400.5068 NA 400.5068 400.6633 0 3558.035 322.9195 2.51 NA 0.301 0.301 0.145
2016 2 8 17 35 19.38 9 145 -39.57629 -75.31735 110.5444 1005.938 289.0232 399.4837 399.1632 NA 399.1632 399.3123 0 15901.19 322.1711 1.18 NA 0.32 0.32 0.171
2016 2 8 17 47 21.44 9 145 -38.62756 -75.25967 4533.857 588.2315 314.518 401.1966 400.6131 NA 400.6131 NA 0 1181.656 323.2597 2.9 NA 0.584 0.584 NA
2016 2 8 17 53 50.85 9 145 -37.99721 -75.21507 7693.742 388.0697 323.4567 400.9675 400.4712 NA 400.4712 NA 0 356.7786 323.2148 2.67 NA 0.496 0.496 NA
2016 2 8 18 5 29.8 9 145 -36.58681 -75.1118 12523.61 189.6822 355.2266 399.8323 399.7342 NA 399.7342 400.1179 1 8.941803 314.9199 1.53 NA 0.098 0.098 -0.286
2016 2 8 18 17 17.01 9 145 -35.16105 -74.99804 12641.82 187.2495 356.5451 400.9874 400.9252 NA 400.9252 401.1887 0 8.70406 321.3092 2.69 NA 0.062 0.062 -0.201
2016 2 8 18 23 48.32 9 0 -35.5926 -74.69768 12630.45 187.2858 355.8151 400.6787 400.632 NA 400.632 400.8789 0 8.490309 322.2484 2.38 NA 0.047 0.047 -0.2
2016 2 8 18 29 47.38 9 0 -36.38732 -74.45721 12614.12 187.3086 356.1978 400.9576 401.1683 NA 401.1683 NA 0 7.679077 321.5991 2.66 NA -0.211 -0.211 NA
2016 2 8 18 46 48.75 9 0 -38.57851 -73.60571 12035.23 203.7655 345.7292 399.9916 399.6486 NA 399.6486 NA 1 22.70838 309.8323 1.7 NA 0.343 0.343 NA
2016 2 8 18 54 12.34 9 146 -39.48528 -73.49013 8941.697 325.5121 325.5914 400.9476 400.6076 NA 400.6076 NA 0 286.9818 321.5329 2.66 NA 0.34 0.34 NA
2016 2 8 19 3 29.36 9 146 -40.47082 -73.37361 5927.898 490.5929 319.1194 400.9376 400.5487 NA 400.5487 400.6333 0 1279.569 322.9786 2.65 NA 0.389 0.389 0.304
2016 2 8 19 8 24.41 9 146 -40.91714 -73.31967 3882.393 635.9526 311.8836 400.4895 400.0972 NA 400.0972 400.1921 0 2620.243 322.0345 2.2 NA 0.392 0.392 0.297
2016 2 8 19 14 20.04 9 146 -41.35407 -73.26582 1472.451 854.0863 293.5759 399.6431 399.4431 NA 399.4431 399.8458 0 12055.04 322.8421 1.36 NA 0.2 0.2 -0.203
2016 2 12 15 5 32.52 11 0 -53.23254 -70.75719 2756.411 704.701 291.452 399.2248 NA NA NA 399.2243 0 4497.383 NaN 0.54 NA NA NA 0
2016 2 12 15 20 2.76 11 149 -54.57578 -69.85088 8004.625 336.2456 308.0783 400.2007 399.7689 NA 399.7689 400.2433 0 161.8354 324.0079 1.52 NA 0.432 0.432 -0.043
2016 2 12 15 33 9.93 11 149 -56.31206 -68.92599 11923.42 182.9104 369.9552 397.0637 396.7733 397.0519 396.7733 397.2248 1 3.858477 280.3514 -1.61 0.012 0.29 0.29 -0.161
2016 2 12 16 44 12.16 11 149 -65.33591 -63.94595 11935.12 178.2794 371.7844 398.8464 398.3789 398.2882 398.3789 398.8507 1 4.103383 297.8536 0.25 0.558 0.468 0.468 -0.004
2016 2 12 17 34 31.6 11 0 -71.71487 -59.12046 10953.74 207.3087 353.9124 398.5178 398.0617 398.1868 398.0617 398.1413 1 4.959951 296.7967 -0.04 0.331 0.456 0.456 0.377
2016 2 12 17 43 9.69 11 150 -72.80986 -57.92699 6997.139 379.9858 304.1626 399.9219 399.8003 399.4221 399.8003 400.1217 0 103.7918 322.4218 1.36 0.5 0.122 0.122 -0.2
2016 2 12 17 51 36.88 11 150 -73.58982 -56.97703 3936.439 585.935 290.0304 399.175 398.9546 NA 398.9546 399.0554 0 759.3416 322.1343 0.62 NA 0.22 0.22 0.12
2016 2 12 18 1 17.25 11 150 -74.24388 -56.10692 1350.255 828.2165 275.5313 398.697 398.2752 398.6128 398.2752 398.3794 0 1160.419 323.715 0.15 0.084 0.422 0.422 0.318
2016 2 12 18 13 15.98 11 150 -74.93863 -55.09521 120.611 971.7176 262.9201 398.2987 397.9517 398.1977 397.9517 398.2563 0 1994.006 323.3302 -0.25 0.101 0.347 0.347 0.042
2016 2 12 18 19 10.05 11 151 -74.73684 -54.95482 2014.326 758.2326 279.472 398.8763 398.5234 399.0901 398.5234 398.941 0 1314.177 323.299 0.33 -0.214 0.353 0.353 -0.065
2016 2 12 18 28 16.01 11 151 -73.98125 -54.84374 6021.367 437.942 302.1831 400.2007 399.8365 400.4501 399.8365 400.1669 0 161.6341 322.8793 1.65 -0.249 0.364 0.364 0.034
2016 2 12 18 31 48.05 11 151 -73.66684 -54.79939 7594.538 347.6307 308.6474 400.0414 399.8155 400.6629 399.8155 400.4265 0 168.8102 323.3057 1.49 -0.621 0.226 0.226 -0.385
2016 2 12 18 47 16.09 11 151 -72.26366 -54.61885 4330.446 555.0897 295.8034 399.6032 399.323 399.4189 399.323 399.6864 0 393.023 323.2021 1.05 0.184 0.28 0.28 -0.083
2016 2 12 19 2 8.01 11 152 -71.06508 -54.4851 201.7687 956.7842 267.6952 NA 398.0221 398.2805 398.0221 398.6149 0 2645.846 322.341 NA NA NA NA NA
2016 2 12 19 9 35.85 11 153 -70.4419 -54.42194 3284.307 638.2372 290.6943 399.3842 398.9654 399.423 398.9654 399.2146 0 700.5807 323.4773 0.83 -0.039 0.419 0.419 0.17
2016 2 12 19 17 15.92 11 153 -69.73935 -54.35493 6734.264 394.6796 306.0471 399.9319 399.544 400.1372 399.544 400.1173 0 377.4626 325.2598 1.38 -0.205 0.388 0.388 -0.185
2016 2 12 19 22 13.19 11 153 -69.24 -54.31005 9078.318 276.4191 316.5877 400.1211 399.7254 NA 399.7254 400.3301 0 75.80853 324.392 1.57 NA 0.396 0.396 -0.209
2016 2 12 19 42 15.64 11 153 -67.15917 -54.14492 4450.126 544.2758 297.6022 399.7526 399.4312 399.2272 399.4312 399.7024 0 594.1802 322.3675 1.2 0.525 0.321 0.321 0.05
2016 2 12 20 1 40.8 11 154 -65.45376 -54.02842 1388.965 818.8807 278.2119 398.7169 398.4089 398.3986 398.4089 398.6908 0 1420.152 323.4157 0.16 0.318 0.308 0.308 0.026
2016 2 12 20 10 15.81 11 155 -64.78719 -53.99997 167.2809 958.4794 269.9558 398.5775 397.963 398.1364 397.963 398.3453 0 3294.722 322.5403 0.02 0.441 0.614 0.614 0.232
2016 2 12 20 23 50.64 11 155 -63.73402 -53.99981 1171.79 843.2288 278.1633 398.6671 398.2285 NA 398.2285 398.6619 0 1807.274 323.1543 0.11 NA 0.439 0.439 0.005
2016 2 12 20 32 55.7 11 156 -63.02429 -53.99984 174.2798 959.4695 271.1926 398.4381 397.8555 398.0397 397.8555 398.5316 0 3927.613 322.7136 -0.12 0.398 0.583 0.583 -0.094
2016 2 12 20 41 45.99 11 157 -62.32285 -53.99991 1187.035 843.2046 277.4699 398.4879 398.0343 398.0171 398.0343 398.2028 0 1103.745 323.9334 -0.07 0.471 0.454 0.454 0.285
2016 2 12 20 51 29.93 11 158 -61.58745 -53.91898 164.5946 962.293 273.0752 398.3883 NA NA NA 398.3019 0 4191.118 323.0492 -0.17 NA NA NA 0.086
2016 2 12 20 56 26.19 11 158 -61.22688 -53.93606 166.829 962.2999 273.5529 398.3485 397.9901 398.2924 397.9901 398.2714 0 4062.601 322.8411 -0.21 0.056 0.358 0.358 0.077
2016 2 12 21 7 31.08 11 159 -60.69516 -54.91914 2644.371 699.6965 286.9162 399.2647 398.7807 NA 398.7807 NA 0 1726.519 322.5887 0.72 NA 0.484 0.484 NA
2016 2 12 21 16 36.11 11 159 -60.26011 -56.17016 6694.523 400.6113 302.3281 399.7526 399.5263 400.0014 399.5263 NA 0 222.0282 324.104 1.22 -0.249 0.226 0.226 NA
2016 2 12 21 37 0.72 11 0 -58.88734 -59.82576 10358.05 230.8663 342.1648 397.8804 397.8848 NA 397.8848 398.3256 1 5.911743 281.9393 -0.62 NA -0.004 -0.004 -0.445
2016 2 12 22 3 50.81 11 161 -57.05078 -64.4635 11750.9 187.2645 363.5158 NA 397.1004 396.7392 397.1004 397.5037 1 3.96408 280.7321 NA NA NA NA NA
2016 2 12 22 42 43.33 11 0 -53.76116 -69.87362 7010.993 389.9225 303.3251 399.7925 399.6048 399.1187 399.6048 399.6661 0 190.9752 321.4284 1.25 0.674 0.188 0.188 0.126
2016 2 12 22 50 30.73 11 162 -53.20598 -70.37343 3684.709 620.05 293.6669 398.9659 398.5593 NA 398.5593 398.9461 0 2246.249 322.1637 0.4 NA 0.407 0.407 0.02
2016 2 18 15 50 3.8 14 164 -53.64363 -70.29136 5653.33 484.2091 304.4383 NA 399.8041 NA 399.8041 399.9802 0 772.616 323.9896 NA NA NA NA NA
2016 2 18 15 57 13.71 14 164 -54.30031 -69.48042 8873.984 303.1724 320.0698 NA 400.5417 400.3826 400.5417 400.7043 0 182.5887 323.5733 NA NA NA NA NA
2016 2 18 16 20 34.94 14 164 -56.33395 -65.65475 12195.84 178.3371 363.1531 397.5816 397.2778 NA 397.2778 397.6382 1 3.854572 283.5914 -0.95 NA 0.304 0.304 -0.057
2016 2 18 17 26 10.26 14 0 -62.62284 -56.06142 7618.655 351.0646 305.5083 400.1012 399.6899 399.4202 399.6899 399.9494 0 114.5013 321.0643 1.62 0.681 0.411 0.411 0.152
2016 2 18 17 33 29.12 14 165 -62.97203 -54.78193 3306.489 645.5894 287.8639 399.2149 398.6694 398.8114 398.6694 398.8386 0 1201.159 322.8142 0.74 0.404 0.546 0.546 0.376
2016 2 18 17 36 52.25 14 165 -62.90134 -55.05088 1305.698 840.6996 282.0169 398.5875 398.3717 NA 398.3717 398.5962 0 1744.316 323.014 0.11 NA 0.216 0.216 -0.009
2016 2 18 17 42 50.89 14 165 -62.77134 -54.84925 166.6065 968.7716 274.3233 398.2489 397.8602 NA 397.8602 398.5562 0 4512.829 323.5574 -0.23 NA 0.389 0.389 -0.307
2016 2 18 17 55 52.85 14 165 -61.83329 -54.47205 3546.745 626.285 289.2467 399.0256 398.6679 398.9955 398.6679 399.1598 0 1031.579 322.3894 0.55 0.03 0.358 0.358 -0.134
2016 2 18 18 14 0.1600001 14 166 -60.08842 -53.95571 7171.078 376.6106 302.4085 400.0514 399.7467 399.6885 399.7467 399.7481 0 89.55791 322.6338 1.6 0.363 0.305 0.305 0.303
