year mon day hour min sec camp flt prof lat lon alt pressure theta co2 co2noaa co2qcls co2ao2 ch4pfp ch4noaa ch4qcls sf6pfp strat h2oref n2oref o3ref co2mspo co2mqcls co2mao2 co2mnoaa ch4mqcls ch4mnoaa
2017 2 4 0 35 9 2 4 -1 -5.272285 177.7979 10719.05 263.2017 348.3296 404.87 404.9216 404.8493 405.5604 1819.23 1819.302 1819.525 9.11 0 233.7391 322.6225 11.33991 3.69 0.021 -0.69 -0.052 -0.295 -0.072
2017 2 4 0 48 39.5 2 4 10 -6.998534 177.5687 7245.471 420.8593 336.6057 404.28 404.1867 404.4074 404.7294 1811.63 1809.187 1813.862 9.02 0 794.2621 324.4711 16.89607 3.09 -0.127 -0.449 0.093 -2.232 2.443
2017 2 4 0 52 47 2 4 10 -7.44467 177.5097 4537.156 591.4744 321.7533 403.88 403.77 NA 403.8807 1802.54 1800.234 NA 9 0 7794.557 321.2614 16.04544 2.69 NA -0.001 0.11 NA 2.306
2017 2 4 0 57 14.5 2 4 10 -7.890441 177.4502 1648.825 835.4737 306.1488 404.85 404.925 405.2243 406.6739 1824.36 1824.303 1836.434 9.09 0 14386.81 324.1102 10.67437 3.66 -0.374 -1.824 -0.075 -12.074 0.057
2017 2 4 1 1 27 2 4 10 -8.262493 177.4002 195.8286 987.0043 302.1757 405.19 NA 405.3893 405.7944 1826.85 NA 1833.418 9.09 0 23877.53 324.681 8.318857 4 -0.199 -0.604 NA -6.568 NA
2017 2 4 1 9 23.5 2 4 11 -8.966435 177.306 1935.825 806.9062 308.6375 404.63 404.685 404.8436 NA 1817.98 1816.547 NA 9.08 0 14202.07 321.9614 9.533875 3.45 -0.214 NA -0.055 NA 1.433
2017 2 4 1 13 27.5 2 4 11 -9.35628 177.2096 4655.73 582.058 321.62 404.2 404.3462 404.6012 NA 1810.07 1809.42 1810.354 8.94 0 11202.84 322.9551 10.1837 3.02 -0.401 NA -0.146 -0.284 0.65
2017 2 4 1 20 17.5 2 4 11 -10.09627 177.2986 8156.331 372.8444 341.2231 404.64 404.6815 404.9074 405.0829 1815.78 1815.881 1816.857 9.11 0 3433.746 323.3013 11.00075 3.47 -0.267 -0.443 -0.042 -1.077 -0.101
2017 2 4 1 35 12.5 2 4 -1 -10.01696 179.0773 12019.57 217.13 350.7756 403.91 403.995 403.94 404.7445 1806.85 1805.784 1809.28 9.07 0 314.6426 323.0324 16.29629 2.76 -0.03 -0.834 -0.085 -2.43 1.066
2017 2 4 1 49 46.5 2 4 12 -10.02289 -179.1588 7455.321 408.7714 337.7279 403.65 403.5427 403.849 404.2316 1805.65 1804.612 1812.497 9.03 0 2549.621 324.2482 31.26357 2.51 -0.199 -0.582 0.107 -6.847 1.038
2017 2 4 1 54 21.5 2 4 12 -9.982456 -178.6911 4568.06 588.652 321.207 404.29 404.2088 NA 404.9602 1810.88 1810.423 NA 8.98 0 10633.52 321.6614 12.3991 3.15 NA -0.67 0.081 NA 0.457
2017 2 4 1 59 17 2 4 12 -9.958897 -178.2229 1494.2 850.4871 305.0957 404.84 404.7683 405.0304 405.7613 1822.46 1821.563 1830.419 9.04 0 20312.93 324.4436 9.325714 3.71 -0.19 -0.921 0.072 -7.959 0.897
2017 2 4 2 2 40.5 2 4 -1 -9.999155 -177.9223 189.9125 987.2787 301.2225 405.11 NA 405.3447 405.228 1822.4 NA 1827.213 9.04 0 25252.39 324.3368 8.166 3.98 -0.235 -0.118 NA -4.813 NA
2017 2 4 2 9 34 2 4 13 -10.0659 -177.3698 1624.789 836.7178 305.8256 404.52 404.5325 404.9528 405.2072 1819.78 1820.091 NA 9.09 0 19978.32 321.9614 9.561 3.39 -0.433 -0.687 -0.013 NA -0.311
2017 2 4 2 14 13 2 4 13 -10.03624 -176.9823 4629.582 583.8445 321.6409 403.84 403.6 403.9715 NA 1798.75 1797.799 1802.322 8.98 0 5693.785 323.5581 16.616 2.71 -0.132 NA 0.24 -3.572 0.951
2017 2 4 2 19 47 2 4 13 -10.01426 -176.4327 7355.933 413.7407 336.644 403.69 403.7125 403.7975 404.4179 1806.67 1805.87 1812.98 9.01 0 3298.054 323.0981 26.3534 2.55 -0.108 -0.728 -0.022 -6.31 0.8
2017 2 4 2 38 3 2 4 -1 -10.43154 -175.7326 11993.96 217.3411 350.378 403.84 403.8528 403.7227 404.1585 1804.36 1804.013 NA 9.04 0 226.4097 321.5814 16.1952 2.7 0.117 -0.319 -0.013 NA 0.347
2017 2 5 21 16 47.5 2 5 -1 -22.75964 177.7175 10070.4 287.153 345.0255 403.62 403.5929 403.7787 NA 1803.13 1802.906 1798.142 8.93 0 1215.238 320.7402 19.1304 2.42 -0.159 NA 0.027 4.988 0.224
2017 2 5 21 30 40.5 2 5 2 -24.51927 177.9881 5928.825 498.4075 328.3 402.51 402.4522 402.7567 402.232 1806.1 1805.678 1802.902 9.01 0 624.7617 322.3782 44.28758 1.31 -0.247 0.278 0.058 3.197 0.422
2017 2 5 21 34 53.5 2 5 2 -24.95527 178.0562 3263.21 692.58 314.178 403.63 403.5163 NA 403.6048 1799.58 1798.774 1786.279 9.03 0 13381.74 323.1541 14.4912 2.43 NA 0.025 0.114 13.301 0.806
2017 2 5 21 42 14 2 5 2 -25.61404 178.1596 164.4 996.1214 298.3529 402.05 401.9483 402.3651 402.287 1780.83 1781.065 1782.555 8.87 0 25832.66 324.1928 10.46986 0.85 -0.315 -0.237 0.102 -1.725 -0.235
2017 2 5 21 51 36.5 2 5 3 -26.40042 178.2854 3362.31 684.507 313.542 403.18 403.1137 NA 403.304 1796.89 1795.765 NA 9 0 9121.318 321.6192 18.9863 1.97 NA -0.124 0.066 NA 1.125
2017 2 5 21 56 37 2 5 3 -26.91658 178.3689 6061.408 489.9131 325.7238 401.96 401.965 402.0259 401.9522 1794.02 1793.443 NA 8.97 0 2289.528 321.6792 52.39285 0.75 -0.066 0.008 -0.005 NA 0.577
2017 2 5 22 13 57.5 2 5 3 -29.04016 178.7202 9998.625 287.875 337.608 399.61 399.48 399.4558 398.8798 1834.01 1833.134 1834.792 9.01 0 59.4915 323.4482 80.7613 -1.6 0.154 0.73 0.13 -0.782 0.876
2017 2 5 22 28 8.5 2 5 4 -30.75913 179.0144 6166.508 484.815 325.6142 401.27 401.033 401.3206 401.1472 1807.22 1806.711 1809.219 8.93 0 495.6308 323.1683 46.223 0.06 -0.051 0.123 0.237 -1.999 0.509
2017 2 5 22 32 55.5 2 5 4 -31.24524 179.0988 3053.725 713.0562 312.4488 402.43 402.32 402.755 402.3289 1792.58 1791.648 1787.281 8.89 0 611.0312 322.1825 42.94562 1.21 -0.325 0.101 0.11 5.299 0.932
2017 2 5 22 39 40.5 2 5 4 -31.85868 179.2059 196.45 998.92 294.9675 402.54 402.4067 402.7804 401.7414 1782.52 1781.687 NA 8.92 0 21567.26 321.2192 8.268875 1.32 -0.24 0.799 0.133 NA 0.833
2017 2 5 22 48 36 2 5 5 -32.61528 179.3417 3110.444 708.3844 314.4956 402.53 402.3125 402.7624 402.7494 1785.42 1783.676 1790.554 8.94 0 1396.222 321.7246 20.16489 1.31 -0.232 -0.219 0.217 -5.134 1.744
2017 2 5 22 54 17 2 5 5 -33.19474 179.447 6023.062 493.8969 325.98 401.47 401.471 NA 402.0428 1807.75 1806.102 NA 8.96 0 363.8577 321.4192 46.556 0.25 NA -0.573 -0.001 NA 1.648
2017 2 5 23 13 7.5 2 5 -1 -35.41765 179.8664 10607.09 262.9621 337.8313 402.3 402.2505 402.3529 402.5598 1811.13 1810.813 1811.689 9.04 0 347.2529 322.2712 56.47417 1.08 -0.053 -0.26 0.05 -0.559 0.317
2017 2 5 23 28 24.5 2 5 6 -37.10328 -179.7928 6118 486.4608 325.4608 401.91 401.836 402.0614 402.4883 1803.98 1803.364 1810.56 8.95 0 522.7442 323.3127 36.43175 0.7 -0.151 -0.578 0.074 -6.58 0.616
2017 2 5 23 39 31.5 2 5 6 -38.17485 -179.5673 183.625 997.3887 292.3587 400.09 400.02 400.4334 400.8539 1784.22 1783.804 NA 8.87 0 17458.53 320.8992 15.7405 -1.12 -0.343 -0.764 0.07 NA 0.416
2017 2 5 23 48 2.5 2 5 7 -38.92653 -179.4046 3031.8 711.95 313.2088 402.18 402.1829 402.5679 403.4174 1800.25 1798.263 1806.702 8.97 0 2100.926 323.0214 37.19763 0.98 -0.388 -1.237 -0.003 -6.452 1.987
2017 2 5 23 54 54.5 2 5 7 -39.62512 -179.2508 6706.617 448.625 325.8558 402.18 401.979 NA 402.0534 1797.6 1796.515 NA 8.95 0 3946.046 321.6992 34.83542 0.98 NA 0.127 0.201 NA 1.085
2017 2 6 0 9 18 2 5 -1 -41.12429 -179.9344 10544.63 262.907 337.3391 401.64 401.6461 401.5471 NA 1799.46 1800.63 NA 8.96 0 330.7183 321.6971 42.63691 0.44 0.093 NA -0.006 NA -1.17
2017 2 6 0 42 34.5 2 5 8 -44.38049 177.6597 6361.014 464.5771 326.2243 402.58 402.4858 402.8972 403.6594 1818.54 1816.615 1828.384 9 0 1386.32 324.1677 46.27014 1.39 -0.317 -1.079 0.094 -9.844 1.925
2017 2 6 0 54 26 2 5 8 -45.33639 176.8987 175.6143 982.9471 291.97 403.35 403.22 NA 403.6087 1792.37 1792.092 NA 8.85 0 12658.92 321.3371 18.991 2.16 NA -0.259 0.13 NA 0.278
2017 2 6 1 3 30 2 5 9 -46.00553 176.3548 3147.344 689.5456 311.2178 402.06 402.0371 402.1836 NA 1783.88 1783.131 1794.672 8.87 0 1500.454 323.0525 28.37011 0.88 -0.124 NA 0.023 -10.792 0.749
2017 2 6 1 23 28 2 5 9 -47.96879 174.666 10943.31 238.9056 337.243 402.06 402.0145 NA 402.3678 1792.77 1792.416 NA 8.88 0 178.0363 321.3971 33.29148 0.92 NA -0.308 0.045 NA 0.354
2017 2 6 1 50 38.5 2 5 10 -50.44644 172.2619 3310.51 661.425 304.135 402.11 NA NA 402.5411 1781.12 NA NA 8.92 0 6979.946 321.0971 23.93914 1.04 NA -0.431 NA NA NA
2017 2 6 2 11 43.5 2 5 11 -51.92256 170.5603 6468.893 430.2436 315.6771 402.75 402.7491 402.5936 402.4769 1796.72 1797.01 1802.807 8.99 0 121.4571 322.1025 39.63286 1.68 0.156 0.273 0.001 -6.087 -0.29
2017 2 6 2 24 44.5 2 5 -1 -53.11256 169.0811 10388.38 239.3157 344.5589 401.69 401.7235 NA 401.471 1757.52 1760.27 NA 8.75 1 8.661786 306.8071 217.305 0.59 NA 0.219 -0.033 NA -2.75
2017 2 6 2 45 23.5 2 5 12 -54.84961 166.7195 2897.575 684.5562 289.6 400.79 400.5657 401.0189 401.1891 1778.01 1776.768 1789.859 8.83 0 2873.767 323.5285 15.45025 -0.34 -0.229 -0.399 0.224 -11.849 1.242
2017 2 6 2 53 15 2 5 12 -55.32271 166.0291 172.5286 967.8914 281.1214 400.82 400.68 NA 400.3613 1777.74 1776.494 NA 8.89 0 6353.759 321.2071 13.83186 -0.33 NA 0.459 0.14 NA 1.246
2017 2 6 3 2 11 2 5 13 -55.85418 165.2265 3109.2 662.94 288.0978 401.18 NA 401.1064 401.13 1778.03 NA 1789.764 8.86 0 820.6822 323.7011 17.09156 0.02 0.074 0.05 NA -11.734 NA
2017 2 6 3 7 2 2 5 13 -55.99207 164.6128 5982.431 443.8454 297.0992 401.75 401.7464 NA 401.7598 1779.92 1779.301 NA 8.81 0 176.1892 320.3471 32.10485 0.58 NA -0.01 0.004 NA 0.619
2017 2 6 3 41 28 2 5 -1 -52.82 166.3472 11638.9 197.4882 366.6128 400.47 400.4209 400.3528 401.0828 1689.73 1691.549 1703.925 8.45 1 5.785641 293.5844 325.5161 -0.73 0.117 -0.613 0.049 -14.195 -1.819
2017 2 6 4 19 6.5 2 5 -1 -48.47482 169.5333 12035.5 197.3882 350.1768 402.96 402.8642 402.8758 404.034 1812.23 1812.859 1814.862 8.89 0 12.71775 319.5341 124.2017 1.75 0.084 -1.074 0.096 -2.632 -0.629
2017 2 6 4 43 56.5 2 5 14 -45.54138 171.3616 12300.79 197.3638 344.8483 404.47 404.373 404.4221 405.378 1836.61 1836.718 1837.797 9.1 0 45.5465 322.6941 29.66277 3.28 0.048 -0.908 0.097 -1.187 -0.108
2017 2 6 4 51 19.5 2 5 14 -44.68462 171.8538 7653.864 388.5443 334.2771 402.74 402.5545 NA 403.9067 1793.35 1793.553 NA 8.97 0 2939.196 321.7071 36.74169 1.55 NA -1.167 0.185 NA -0.203
2017 2 6 4 53 12.5 2 5 14 -44.48709 171.9652 6342.65 461.9186 327.5379 402.94 402.8017 NA 404.5562 1793.57 1792.433 NA 8.88 0 5085.293 321.5071 36.67721 1.76 NA -1.616 0.138 NA 1.137
2017 2 6 4 57 31 2 5 14 -44.054 172.207 3721.989 644.9289 315.3078 402.34 402.1787 NA 403.5658 1790.23 1789.641 1801.564 8.96 0 9472.377 322.5915 32.64078 1.16 NA -1.226 0.161 -11.334 0.589
2017 2 10 19 4 39 2 6 1 -43.72999 173.1372 4289.864 594.7945 310.1127 401.96 401.9522 NA 403.1639 1793.17 1791.547 NA 8.88 0 879.7791 320.4984 37.732 0.63 NA -1.204 0.008 NA 1.623
2017 2 10 19 12 5 2 6 1 -43.69949 174.2458 6912.231 420.4254 319.9238 402.24 402.2 NA 403.7138 1797.55 1796.572 1795.864 8.93 0 469.3723 321.0737 43.31692 0.92 NA -1.474 0.04 1.686 0.978
2017 2 10 19 46 57 2 6 -1 -47.00465 177.6997 8892.459 315.4176 323.5512 401.91 401.8936 402.0225 402.3992 1843.72 1842.659 1839.657 8.99 0 117.7712 322.7777 52.56479 0.64 -0.112 -0.489 0.016 4.063 1.061
2017 2 10 20 50 54 2 6 2 -53.27712 -173.7888 3204.933 678.9144 297.7944 401.66 401.6257 NA 401.4904 1778.66 1777.519 NA 8.86 0 840.6522 320.3384 21.20711 0.4 NA 0.17 0.034 NA 1.141
2017 2 10 20 57 34.5 2 6 2 -53.75272 -172.998 172.8 991.5675 282.925 400.86 400.5943 401.0158 399.8598 1777.72 1775.363 1778.285 8.82 0 8887.118 321.4254 14.32925 -0.4 -0.156 1 0.266 -0.565 2.357
2017 2 10 21 7 55.5 2 6 3 -54.43408 -171.8158 3534.12 650.436 299.214 401.6 401.5562 NA 401.9109 1778.4 1777.211 NA 8.8 0 338.678 320.2584 22.8335 0.34 NA -0.311 0.044 NA 1.189
2017 2 10 21 14 41.5 2 6 3 -55.00278 -170.782 6409.436 442.0071 308.7429 401.87 401.7555 401.9131 402.0014 1781.91 1780.942 1784.755 8.88 0 1033.389 321.1376 38.38121 0.61 -0.043 -0.131 0.115 -2.845 0.968
2017 2 10 22 13 18.5 2 6 -1 -60.14634 -158.546 9827.386 262.4264 323.7486 402.59 402.5744 402.6088 402.9888 1796.97 1794.882 1794.024 8.97 0 55.80455 320.0287 68.30605 1.31 -0.019 -0.399 0.016 2.947 2.088
2017 2 10 23 22 6.5 2 6 4 -64.09045 -140.5845 5714.307 463.3157 293.9364 401.38 401.3673 NA 402.0711 1777.47 1777.217 NA 8.86 0 294.2271 320.1184 23.62121 0.09 NA -0.691 0.013 NA 0.253
2017 2 10 23 33 40 2 6 4 -64.39681 -138.0731 171.5857 975.2086 274.3114 400.11 399.9733 400.4087 400.3223 1777.3 1776.757 1785.02 8.86 0 5352.936 322.2319 13.05929 -1.19 -0.299 -0.212 0.137 -7.72 0.543
2017 2 10 23 46 37.5 2 6 5 -64.6569 -135.516 3392.87 642.921 288.964 400.98 400.965 401.1287 400.7246 1778.11 1776.089 1772.066 8.79 0 1932.619 320.765 15.7887 -0.32 -0.149 0.255 0.015 6.043 2.021
2017 2 11 0 30 38 2 6 -1 -65.27575 -122.769 10100.6 239.2781 334.9785 401.52 401.4582 401.4168 402.1186 1746.8 1745.561 1745.194 8.64 1 10.40296 305.7021 230.3843 0.2 0.103 -0.599 0.062 1.606 1.239
2017 2 11 1 17 40 2 6 6 -64.72098 -109.0713 2817.267 674.27 289.8911 401.04 400.9257 401.2736 401.7318 1777.16 1775.19 1781.136 8.83 0 2609.542 322.8821 14.57944 -0.3 -0.234 -0.692 0.114 -3.976 1.97
2017 2 11 1 24 7 2 6 6 -64.5994 -107.7645 175.8333 945.68 277.6778 399.61 399.3114 NA 399.7714 1777.33 1775.707 NA 8.79 0 6283.817 320.9463 12.46033 -1.73 NA -0.161 0.299 NA 1.623
2017 2 11 1 39 47 2 6 7 -64.22326 -104.385 6439.892 404.9923 299.8585 401.78 401.789 401.7339 402.318 1779.25 1779.56 NA 8.88 0 264.7331 320.0863 31.06577 0.43 0.046 -0.538 -0.009 NA -0.31
2017 2 11 1 53 59.5 2 6 7 -63.68376 -100.5286 10616.52 217.3119 360.1775 401 400.8454 NA 402.0076 1715.12 1715.004 NA 8.5 1 4.95 296.6663 293.9571 -0.35 NA -1.008 0.155 NA 0.116
2017 2 11 2 15 13 2 6 8 -62.77145 -95.46125 3090.356 649.9967 290.4889 401.05 400.8288 401.1383 400.7104 1776.95 1776.098 1782.537 8.83 0 1422.599 322.5175 18.42711 -0.31 -0.088 0.34 0.221 -5.587 0.852
2017 2 11 2 21 30 2 6 8 -62.54268 -94.36848 184.5429 944.2329 280.9114 NA 400.7383 NA 401.7503 NA 1776.232 NA NA 0 7223.047 NA 16.00171 NA NA NA NA NA NA
2017 2 11 2 39 54 2 6 9 -61.75098 -90.97571 7935.618 322.7594 308.0118 401.95 401.8379 401.7121 402.5257 1760.42 1757.061 1754.533 8.68 1 31.28235 309.7618 174.6158 0.57 0.238 -0.576 0.112 5.888 3.359
2017 2 11 2 53 37 2 6 -1 -60.92064 -87.88194 11261.6 197.7614 369.2653 400.7 400.5403 NA NA 1699.14 1698.202 NA 8.56 1 5.254419 292.9763 343.8872 -0.69 NA NA 0.16 NA 0.938
2017 2 11 3 15 38 2 6 10 -59.55495 -83.54691 2742.067 685.9689 290.61 401.05 400.8714 401.1757 401.0778 1778.07 1776.499 1790.708 8.78 0 1833.738 323.3197 17.90022 -0.34 -0.126 -0.028 0.179 -12.638 1.571
2017 2 11 3 21 16 2 6 10 -59.27585 -82.75156 193.0571 949.24 282.7929 400.81 400.604 NA 401.2177 1777.04 1775.675 NA 8.88 0 8187.023 320.9163 15.67986 -0.58 NA -0.408 0.206 NA 1.365
2017 2 11 3 54 13.5 2 6 -1 -56.99923 -77.11144 11794.45 188.3857 370.4161 400.71 400.61 NA NA 1703.44 1702.268 NA 8.55 1 5.436304 293.2063 340.5281 -0.69 NA NA 0.1 NA 1.172
2017 2 13 11 11 3 2 7 1 -52.90045 -69.83414 3227.989 668.8356 296.8689 402.06 401.4262 NA 401.385 1777.87 1776.944 NA 8.83 0 4036.761 320.8619 20.93556 0.92 NA 0.675 0.634 NA 0.926
2017 2 13 11 27 4.5 2 7 1 -52.2719 -66.76948 7814.475 365.4875 324.1119 403.09 402.6146 402.7214 402.3586 1788.42 1787.938 1797.833 8.97 0 1319.021 321.0293 27.59806 1.95 0.369 0.731 0.475 -9.413 0.482
2017 2 13 11 44 7 2 7 -1 -51.08556 -63.32968 9611.438 287.6652 330.3529 403.25 402.9512 403.0337 403.1937 1787.76 1786.352 1791.999 8.93 0 309.4329 321.3805 16.95505 2.12 0.216 0.056 0.299 -4.239 1.408
2017 2 13 12 21 44 2 7 -1 -48.12982 -56.38567 9766.521 287.9153 331.1874 403.43 402.9353 NA NA 1787.08 1786.478 NA 8.98 0 378.3405 321.1119 19.36637 2.31 NA NA 0.495 NA 0.602
2017 2 13 12 37 2 2 7 2 -46.8738 -53.91884 5819.555 498.0073 318.6427 403.09 402.51 NA 403.1118 1783.69 1782.779 NA 9.02 0 1851.785 321.5119 16.09418 1.97 NA -0.022 0.58 NA 0.911
2017 2 13 12 41 40 2 7 2 -46.53927 -53.29708 2795.411 730.2189 305.3811 401.87 401.3725 401.5663 402.0903 1778.1 1776.575 1786.174 8.83 0 111.6989 319.9948 34.88911 0.75 0.304 -0.22 0.498 -8.074 1.525
2017 2 13 12 47 44.5 2 7 2 -46.18903 -52.66085 180.7125 1003.341 285.7862 400.96 400.7367 401.2629 401.262 1777.63 1776.359 1786.903 8.87 0 11011.6 321.4511 18.48225 -0.15 -0.303 -0.302 0.223 -9.273 1.271
2017 2 13 12 59 8.5 2 7 3 -45.60379 -51.62948 3578.9 663.485 308.682 402.56 402.0362 402.2472 401.1164 1783.48 1782.775 1782.201 8.92 0 1567.048 321.8709 23.6413 1.45 0.313 1.444 0.524 1.279 0.705
2017 2 13 13 4 40.5 2 7 3 -45.19965 -50.939 6430.886 461.1393 322.13 402.96 402.5209 402.6431 402.1969 1788.55 1787.088 1794.873 8.9 0 1073.521 322.0757 20.59664 1.86 0.317 0.763 0.439 -6.323 1.462
2017 2 13 13 21 0.5 2 7 3 -43.83579 -48.65394 10481.94 262.38 332.2864 403.49 402.9722 NA NA 1800.67 1799.321 NA 8.96 0 117.3868 321.6119 23.37223 2.4 NA NA 0.518 NA 1.349
2017 2 13 13 38 13 2 7 -1 -42.36291 -46.31555 10497.59 262.6648 334.1291 403.53 402.6637 402.5392 402.7659 1810.87 1811.257 NA 8.97 0 52.49826 321.4119 68.25978 2.46 0.991 0.764 0.866 NA -0.387
2017 2 13 14 18 6.5 2 7 -1 -38.72462 -41.19989 10585.47 262.5286 339.3382 402.97 402.4339 402.585 NA 1808.66 1808.926 1811.364 8.98 0 398.2845 321.9075 28.59482 1.95 0.385 NA 0.536 -2.704 -0.266
2017 2 13 15 26 34 2 7 4 -32.30124 -33.53039 4179.611 624.8278 314.8478 402.49 402.1914 402.6136 402.1628 1809.72 1806.91 NA 8.97 0 5756.113 321.9119 42.70489 1.48 -0.124 0.327 0.299 NA 2.81
2017 2 13 15 30 15.5 2 7 4 -32.01727 -33.25149 1851.95 828.035 304.4812 402.92 402.53 402.8964 401.9144 1792.32 1791.992 1801.909 8.96 0 10563.24 321.6826 22.9635 1.91 0.024 1.006 0.39 -9.589 0.328
2017 2 13 15 34 4 2 7 4 -31.75013 -32.99057 194.2571 1003.764 296.3043 402.6 402.2183 402.5687 400.8746 1780.38 1779.743 1785.327 8.88 0 25725.96 322.2442 9.690286 1.59 0.031 1.725 0.382 -4.947 0.637
2017 2 13 15 47 24 2 7 5 -30.83083 -32.11061 5660.882 518.79 322.5473 403.5 403.0444 403.2076 401.9584 1827.68 1826.967 1831.353 9.04 0 2583.971 322.8852 59.59291 2.48 0.292 1.542 0.456 -3.673 0.713
2017 2 13 15 52 44 2 7 5 -30.36782 -31.67553 8003.687 381.6313 332.8167 401.22 400.925 NA 400.5015 1816.39 1815.007 NA 8.85 0 481.2053 321.7119 50.98113 0.19 NA 0.718 0.295 NA 1.383
2017 2 13 16 8 1 2 7 -1 -28.84554 -30.28641 11300.48 239.4781 340.4763 403.22 402.7482 NA NA 1836.8 1835.892 NA 8.91 0 97.13 321.2719 57.05248 2.19 NA NA 0.472 NA 0.908
2017 2 13 16 22 54.5 2 7 -1 -27.33413 -28.96022 11302.8 239.54 339.3123 403.03 402.6767 NA 402.2017 1835.82 1835.707 NA 8.98 0 181.1665 322.0719 51.05888 1.99 NA 0.828 0.353 NA 0.113
2017 2 13 16 42 46.5 2 7 -1 -25.31635 -27.26034 11300.59 239.5318 339.9075 402.73 402.5161 402.534 402.3515 1846.65 1845.511 1846.887 9.06 0 156.3118 322.9957 60.55179 1.68 0.196 0.378 0.214 -0.237 1.139
2017 2 13 17 9 26.5 2 7 -1 -22.6238 -25.09439 11301.3 239.5125 340.4089 404.5 404.3091 404.214 NA 1860.86 1860.403 NA 9.11 0 63.25143 322.8319 85.05389 3.43 0.286 NA 0.191 NA 0.457
2017 2 13 17 28 41 2 7 6 -20.73022 -23.6344 8265.976 369.0376 334.9306 405.11 404.8771 404.9237 404.2766 1874.26 1873.347 1872.199 9.1 0 359.0335 323.6106 89.36329 4.03 0.186 0.833 0.233 2.061 0.913
2017 2 13 17 32 23 2 7 6 -20.40709 -23.38991 5743.477 512.3085 327.4323 400.55 400.0073 400.2022 399.8855 1831.78 1829.595 1829.092 8.98 0 1554.144 322.835 63.96285 -0.53 0.348 0.665 0.543 2.688 2.185
2017 2 13 17 36 57.5 2 7 6 -20.02692 -23.1036 2675.488 745.2587 310.0775 400.54 399.7986 NA 400.2772 1813.59 1811.893 NA 8.97 0 6319.48 322.5019 35.63612 -0.54 NA 0.263 0.741 NA 1.697
2017 2 13 17 44 42.5 2 7 7 -19.50457 -22.71413 183.75 997.4125 298.1062 403.24 402.63 402.9465 401.826 1791.56 1789.831 1801.406 8.93 0 23180.93 322.4227 11.33188 2.15 0.293 1.414 0.61 -9.846 1.729
2017 2 13 17 46 8.5 2 7 7 -19.41843 -22.64967 187.075 997.0562 297.4937 402.99 402.5786 402.832 402.2485 1791.49 1790.343 1802.157 9.03 0 23966.77 323.7059 11.21462 1.9 0.158 0.742 0.411 -10.667 1.147
2017 2 13 17 50 35 2 7 7 -19.1133 -22.40776 3016.944 714.02 314.0478 402.34 401.8963 NA 401.4278 1828.4 1827.18 NA 8.99 0 227.5544 322.0219 54.12689 1.25 NA 0.912 0.444 NA 1.22
2017 2 13 17 55 47.5 2 7 7 -18.67032 -22.09723 6434.817 468.8167 330.1742 399.56 399.412 399.4054 399.5624 1831.39 1830.724 NA 9.06 0 1348.822 322.6319 60.9705 -1.54 0.155 -0.002 0.148 NA 0.666
2017 2 13 18 1 26 2 7 7 -18.14146 -21.71023 9231.905 322.8742 335.9295 403.93 NA 403.2747 403.2452 1869.57 NA 1868.401 9.19 0 752.0742 323.148 80.94695 2.83 0.655 0.685 NA 1.169 NA
2017 2 13 18 13 32.5 2 7 7 -16.95336 -20.85123 11943.82 217.25 343.7194 404.84 404.0836 404.0954 404.2573 1843.75 1844.097 1845.276 9.07 0 66.26647 322.9272 52.47368 3.74 0.745 0.583 0.756 -1.526 -0.347
2017 2 13 18 30 0 2 7 -1 -15.32318 -19.69387 11950.42 217.2924 344.5797 403.41 403.2537 403.3678 403.4018 1828.91 1831.03 1832.781 9.1 0 47.78242 322.8182 60.31564 2.31 0.042 0.008 0.156 -3.871 -2.12
2017 2 13 19 16 11.5 2 7 -1 -10.53825 -16.41087 12599.19 197.3218 347.7063 404.37 404.083 NA NA 1847.28 1847.604 1849.475 9.1 0 88.1695 323.3526 50.65132 3.27 NA NA 0.287 -2.195 -0.324
2017 2 13 19 26 24 2 7 8 -9.502108 -15.71991 7976.5 382.908 335.712 406.13 405.7883 NA 406.0941 1862.25 1862.771 NA 9.07 0 586.936 322.9919 70.82253 5.03 NA 0.036 0.342 NA -0.521
2017 2 13 19 29 40 2 7 8 -9.209046 -15.52597 5666.373 515.8009 326.0018 404.42 404.1011 NA 403.3412 1849.49 1848.768 1850.341 9.04 0 2022.819 322.3034 57.40636 3.32 NA 1.079 0.319 -0.851 0.722
2017 2 13 19 34 39 2 7 8 -8.800741 -15.25638 2386.222 769.5222 311.4467 404.63 404.42 NA 405.1439 1834.27 1835.82 1855.462 9.06 0 7417.127 323.2208 31.87067 3.52 NA -0.514 0.21 -21.192 -1.55
2017 2 13 19 39 13.5 2 7 8 -8.463895 -15.03412 199.5625 991.435 298.7275 403.12 402.9057 NA 402.6766 1803.89 1803.725 NA 8.96 0 23410.46 321.8419 20.31075 2.01 NA 0.443 0.214 NA 0.165
2017 2 15 9 4 59 2 8 1 -7.286228 -15.12777 5973.131 495.72 327.1085 406 405.86 405.9112 406.5212 1858.48 1857.721 NA 9.09 0 2268.068 322.7276 44.40723 4.71 0.089 -0.521 0.14 NA 0.759
2017 2 15 9 26 37 2 8 1 -5.197257 -16.92876 9721.542 301.6121 341.5726 402.91 402.9429 402.9506 403.4333 1849.86 1849.889 NA 9.06 0 251.6774 322.3276 49.84818 1.62 -0.041 -0.523 -0.033 NA -0.029
