year mon day hour min sec camp flt prof lat lon alt pressure theta co2 co2qcls co2oms co2ao2 strat h2oref n2oref o3ref co2mspo co2mqcls co2moms co2mao2
2010 4 15 20 27 54.69289 3 10 126 73.499 -148.9282 1396 842.8031 272.132 394.7182 395.5016 NA 394.9805 0 2051.166 323.6812 45.96379 9.91 -0.783 NA -0.262
2010 4 15 20 32 9.281665 3 10 126 73.7802 -148.9403 238 980.3627 260.7338 395.2868 395.6785 395.399 394.7863 0 2007.715 323.8064 14.76666 10.475 -0.392 -0.112 0.501
2010 4 15 21 26 24.25413 3 10 129 78.4131 -149.0004 156 986.0405 254.3995 394.5785 395.412 395.0916 395.3713 0 1140.505 323.4068 13.47831 9.748 -0.834 -0.513 -0.793
2010 4 15 21 35 21.32208 3 10 129 79.0234 -149.0004 2363 736.1828 277.6863 NA NA 395.4319 395.36 0 1785.713 324.086 47.0489 NA NA NA NA
2010 4 15 21 39 42.43961 3 10 129 79.3237 -149.0007 4217 570.3095 284.2215 396.4439 395.9986 NA 395.7198 0 571.7011 324.1535 55.29388 11.614 0.445 NA 0.724
2010 4 15 21 44 58.87146 3 10 129 79.7317 -149.001 6457 411.0578 291.6328 394.5186 394.6093 394.3568 394.577 0 139.994 324.2129 56.79377 9.689 -0.091 0.162 -0.058
2010 4 15 21 50 44.39557 3 10 130 80.2862 -149.0004 7872 330.0031 299.1133 391.2461 NA NA 391.4465 0 28.7577 321.5697 108.7135 6.416 NA NA -0.2
2010 4 15 22 16 50.99702 3 10 130 82.5977 -148.9994 160 985.0409 255.5197 395.2968 395.369 395.1368 395.1063 0 1249.225 323.7336 23.49725 10.464 -0.072 0.16 0.191
2010 4 15 22 23 38.32441 3 10 131 83.0966 -148.9991 1374 839.6447 271.7503 395.1072 NA 395.2632 395.3368 0 1514.425 323.9633 47.75064 10.273 NA -0.156 -0.23
2010 4 15 22 27 5.487037 3 10 131 83.3822 -148.9987 2843 688.799 277.4567 395.4863 395.771 395.3532 395.5413 0 975.2329 323.652 52.26837 10.652 -0.285 0.133 -0.055
2010 4 15 22 30 21.78756 3 10 131 83.655 -148.9987 4236 567.314 283.1387 396.2045 396.1475 NA 395.996 0 544.6495 324.272 51.56915 11.369 0.057 NA 0.209
2010 4 15 22 35 48.17392 3 10 131 84.146 -148.9998 6545 403.8432 291.3693 393.7604 NA 393.1938 393.3681 0 69.17657 323.8492 78.82813 8.924 NA 0.567 0.392
2010 4 15 22 41 42.50477 3 10 131 84.7323 -149.0032 7832 330.2151 298.5164 391.0765 391.5747 391.6741 391.4936 0 59.55478 321.1894 112.6063 6.24 -0.498 -0.598 -0.417
2010 4 15 23 5 55.79851 3 10 131 82.843 -149.0051 9769 245.6866 337.0369 384.5192 NA 385.0548 384.6071 1 3.772425 300.6418 575.855 -0.316 NA -0.536 -0.088
2010 4 15 23 9 26.84523 3 10 131 82.4087 -148.9998 11222 197.0284 362.5316 384.2796 384.3534 384.6312 384.0948 1 2.629747 284.9427 771.2775 -0.553 -0.074 -0.352 0.185
2010 4 15 23 20 36.06382 3 10 0 81.0336 -148.9944 13174 146.7544 398.6519 383.2813 NA NA 383.6345 1 2.514033 270.3069 1212.825 -1.542 NA NA -0.353
2010 4 15 23 37 34.90043 3 10 0 78.9187 -148.9963 13196 146.8086 399.193 383.431 NA 382.8971 NA 1 2.149561 263.6668 1271.181 -1.378 NA 0.534 NA
2010 4 15 23 51 36.86125 3 10 0 77.1378 -149.0014 13213 146.7867 399.5432 382.7821 NA 382.3356 382.5554 1 1.843508 234.1348 1434.943 -2.015 NA 0.446 0.227
2010 4 16 0 3 24.73013 3 10 0 75.6466 -149.0045 13228 146.8364 399.3511 383.2913 383.1171 382.8665 383.1211 1 1.879338 258.7905 1285.929 -1.5 0.174 0.425 0.17
2010 4 16 0 18 24.79226 3 10 0 73.7468 -148.8176 13254 146.8274 397.9694 NA 383.1454 382.883 NA 1 2.138767 259.1221 1267.03 NA NA NA NA
2010 4 16 0 33 44.59262 3 10 0 71.8285 -148.6635 13279 146.8308 396.9164 383.1615 383.2473 382.99 383.4424 1 1.56969 261.3426 1223.408 -1.64 -0.086 0.172 -0.281
2010 4 16 0 47 59.50939 3 10 0 70.0451 -149.1016 13306 146.8563 397.8253 383.1415 382.8104 382.5261 382.9425 1 1.493326 252.4165 1349.196 -1.664 0.331 0.615 0.199
2010 4 16 1 2 0.3203666 3 10 0 68.282 -149.4698 13338 146.875 395.1794 383.1815 382.9616 382.7419 383.2787 1 1.339714 255.937 1283.097 -1.628 0.22 0.44 -0.097
2010 4 16 19 51 54.08599 3 11 135 59.1369 -124.0576 11797 196.5018 342.254 386.5556 NA 386.2367 386.6156 1 7.669549 NA 466.5986 1.714 NA 0.319 -0.06
2010 4 16 20 15 5.783317 3 11 0 56.9772 -120.4387 12427 178.8377 355.6755 385.3378 NA 385.0003 385.3308 1 1.792624 NA 592.1614 0.51 NA 0.337 0.007
2010 4 16 20 23 49.75843 3 11 0 56.1063 -119.2179 12443 178.8127 356.4868 NA NA 384.673 385.1453 1 1.48284 NA 638.9959 NA NA NA NA
2010 4 16 20 35 13.68546 3 11 0 54.9509 -117.704 12456 178.8309 357.2478 385.5674 NA 385.0559 385.5332 1 3.610663 NA 591.9258 0.757 NA 0.512 0.034
2010 4 16 20 48 5.57838 3 11 0 53.62 -116.0912 12479 178.8271 355.7522 386.1463 NA 385.7862 386.014 1 4.24273 NA 484.1569 1.346 NA 0.36 0.132
2010 4 16 20 58 21.58191 3 11 0 52.5437 -114.8762 12496 178.8347 356.3443 386.3859 NA NA NA 1 4.627711 NA 380.7809 1.594 NA NA NA
2010 4 16 21 17 39.57417 3 11 0 50.4881 -112.7456 13628 150.4179 381.5678 385.8269 NA 385.4985 386.016 1 1.010379 NA 548.3756 1.025 NA 0.328 -0.189
2010 4 16 21 28 15.67284 3 11 0 49.333 -111.6435 13792 146.9102 380.2804 385.3677 NA NA 385.2977 1 0.971265 NA 672.8218 0.559 NA NA 0.07
2010 4 16 21 39 19.63575 3 11 0 48.1103 -110.5418 13807 146.9723 381.7436 385.5474 NA 385.0911 385.4314 1 1.005028 NA 626.313 0.731 NA 0.456 0.116
2010 4 16 21 51 15.70601 3 11 0 46.7855 -109.4153 13822 146.9962 378.2506 385.3877 NA 385.4007 385.5599 1 1.004102 NA 549.8789 0.564 NA -0.013 -0.172
2010 4 16 21 59 50.70383 3 11 0 45.8206 -108.6371 13837 146.9914 378.3969 385.8269 NA NA 385.6809 1 1 NA 521.445 0.997 NA NA 0.146
2010 4 16 22 8 30.54098 3 11 0 44.8237 -107.9366 13849 146.9925 379.0205 386.1463 NA 385.7585 386.1564 1 1 NA 468.0409 1.316 NA 0.388 -0.01
2010 4 16 22 16 37.62589 3 11 0 43.8933 -107.3096 13862 147.0103 374.1238 385.777 NA 385.937 386.0653 1 0.9900062 NA 415.105 0.947 NA -0.16 -0.288
2010 4 16 22 25 51.54723 3 11 0 42.828 -106.6189 13879 147.035 376.7035 386.865 NA 386.4283 386.4814 1 0.979631 NA 335.8541 2.035 NA 0.437 0.384
2010 4 16 22 31 0.7095351 3 11 136 42.2392 -106.2481 12630 180.4276 345.073 387.8032 NA 388.6689 388.0829 1 6.937929 NA 278.0374 2.973 NA -0.866 -0.28
2011 6 14 16 39 36.83727 4 1 0 43.2372 -106.9761 12497 187.8426 363.2058 389.2403 389.3299 NA 389.3133 1 8.51483 306.4636 386.7682 1.641 -0.09 NA -0.073
2011 6 14 16 50 33.83082 4 1 0 44.2804 -107.9989 12470 187.8594 357.4167 391.0565 NA NA 390.9016 1 12.06069 314.6776 270.6297 3.446 NA NA 0.155
2011 6 14 17 4 55.32845 4 1 0 45.6265 -109.3888 12429 187.8638 364.1949 389.5597 389.518 389.5831 389.7095 1 8.175718 307.2247 367.7652 1.945 0.042 -0.023 -0.15
2011 6 14 17 13 40.53454 4 1 0 46.4484 -110.2794 12411 187.8808 366.5664 388.8311 388.7719 388.7546 388.7802 1 5.875386 303.0989 432.3521 1.225 0.059 0.077 0.051
2011 6 14 17 20 12.19319 4 1 0 47.0571 -110.9615 12401 187.8509 362.707 388.8012 NA NA 388.7693 1 6.364802 303.154 444.796 1.201 NA NA 0.032
2011 6 14 17 38 12.25401 4 1 0 49.0455 -112.3176 12357 187.8787 364.3023 387.5936 387.5553 387.5076 387.7133 1 3.679553 295.0862 546.9 0.012 0.038 0.086 -0.12
2011 6 14 17 59 8.832371 4 1 18 51.5178 -113.5507 10694 239.9844 339.0836 388.7912 388.5872 NA 389.0349 1 10.09174 303.6891 430.2278 1.23 0.204 NA -0.244
2011 6 14 18 3 42.73548 4 1 18 52.032 -113.8476 8445 336.3405 316.523 392.204 391.231 391.1085 391.5359 0 142.3382 322.7477 99.67603 4.642 0.973 1.096 0.668
2011 6 14 18 7 27.44828 4 1 18 52.4098 -114.0704 6327 454.1786 311.6387 393.6407 393.2499 393.328 394.0038 0 353.9964 323.0194 83.97548 6.077 0.391 0.313 -0.363
2011 6 14 18 10 33.74823 4 1 18 52.6775 -114.0221 4449 583.0877 305.0258 389.9888 389.6842 NA 389.9646 0 3345.985 323.1312 68.26991 2.423 0.305 NA 0.024
2011 6 14 18 13 38.10274 4 1 18 52.8532 -113.699 2558 741.5718 296.387 389.38 389.8691 389.5727 389.5155 0 7248.053 323.2737 49.08463 1.813 -0.489 -0.193 -0.135
2011 6 14 18 16 38.62659 4 1 18 53.0162 -113.4636 1463 848.2422 292.2723 389.2204 390.0598 389.3146 388.9168 0 10616.17 323.4929 46.96309 1.652 -0.839 -0.094 0.304
2011 6 14 18 23 13.51009 4 1 18 53.2541 -113.5088 994 897.6317 291.6481 388.7613 NA 388.6993 389.0617 0 11849.31 323.8204 44.90487 1.19 NA 0.062 -0.3
2011 6 14 18 29 49.3985 4 1 19 53.5365 -113.9776 3496 658.5301 301.4858 388.2723 388.8481 NA 388.0525 0 7015.519 325.1474 58.0202 0.697 -0.576 NA 0.22
2011 6 14 18 32 56.80772 4 1 19 53.7518 -114.3441 4949 545.992 308.5227 387.9529 388.5456 388.0961 388.0611 0 4163.472 325.4786 58.73128 0.376 -0.593 -0.143 -0.108
2011 6 14 18 36 39.91269 4 1 19 54.0597 -114.7843 6678 432.8649 314.6876 388.6216 389.1171 388.762 NA 0 1836.053 325.808 61.47151 1.043 -0.496 -0.14 NA
2011 6 14 18 41 22.85256 4 1 19 54.4583 -115.4955 8843 317.6899 319.0786 388.4918 389.1251 389.1114 NA 0 300.3011 325.1605 67.21756 0.911 -0.633 -0.62 NA
2011 6 14 18 45 54.2423 4 1 19 54.8645 -116.2452 11264 219.3811 343.1973 389.2703 389.4361 389.3404 389.3148 1 12.19896 305.7823 397.4844 1.687 -0.166 -0.07 -0.045
2011 6 14 18 51 49.63079 4 1 0 55.3773 -117.2266 12270 187.8433 361.6305 387.394 NA 387.4422 387.2604 1 3.843221 293.8693 546.2154 -0.192 NA -0.048 0.134
2011 6 14 19 4 42.42843 4 1 0 56.4738 -119.4718 12243 187.8422 364.3659 387.7134 387.5871 387.7352 387.7957 1 4.233715 296.4415 517.6854 0.126 0.126 -0.022 -0.082
2011 6 14 19 24 15.96168 4 1 0 58.0593 -123.1446 12207 187.8806 365.7223 387.354 387.1958 387.3507 387.2903 1 3.730238 292.9962 560.6944 -0.224 0.158 0.003 0.064
2011 6 14 19 32 37.86336 4 1 20 58.7022 -124.8119 10617 238.488 335.6735 388.7912 388.7081 388.7589 NA 1 10.42286 303.5426 425.2652 1.218 0.083 0.032 NA
2011 6 14 19 39 6.077286 4 1 20 59.1804 -126.1332 7684 371.8855 311.1187 393.4212 393.1721 393.3076 393.3423 0 339.7605 323.4208 85.87807 5.851 0.249 0.114 0.079
2011 6 14 19 42 46.32932 4 1 20 59.4172 -126.8156 6011 471.3237 306.2917 393.5709 393.4636 393.5137 393.7628 0 1036.998 323.6135 56.57831 6.002 0.107 0.057 -0.192
2011 6 14 19 46 41.2884 4 1 20 59.6438 -127.488 4212 599.9957 301.3083 390.6773 390.7523 390.7725 390.6181 0 4017.677 323.7379 51.68852 3.111 -0.075 -0.095 0.059
2011 6 14 19 54 32.19512 4 1 20 60.0192 -128.615 2301 765.479 294.9879 390.817 NA 390.8151 390.8706 0 7897.521 323.8387 41.12182 3.254 NA 0.002 -0.054
2011 6 14 19 59 28.15089 4 1 20 60.1492 -129.0716 1354 859.839 294.8725 390.7871 390.789 NA 390.7654 0 7923.151 323.6697 40.93132 3.227 -0.002 NA 0.022
2011 6 14 20 6 3.176486 4 1 20 60.1382 -128.9578 1064 890.7018 294.7779 390.358 390.1894 390.2043 390.4279 0 8124.915 323.8465 41.31344 2.796 0.169 0.154 -0.07
2011 6 14 21 12 17.11507 4 1 0 60.055 -143.0365 12117 187.8813 368.1667 387.8631 387.7502 387.7602 387.3606 1 4.170792 296.5945 517.9661 0.283 0.113 0.103 0.502
2011 6 14 21 23 40.02268 4 1 22 60.4046 -145.8912 9675 270.6379 327.8808 390.6973 390.9144 390.9186 391.2172 1 34.45408 316.1991 275.4012 3.117 -0.217 -0.221 -0.52
2011 6 14 21 33 59.72222 4 1 22 60.8252 -148.3707 6953 406.1358 304.0557 393.2915 393.2069 393.2344 393.077 0 319.2995 324.0812 90.31129 5.712 0.085 0.057 0.215
2011 6 14 21 38 48.44813 4 1 22 60.9939 -149.3003 4082 605.3707 295.3728 393.8602 393.802 393.942 394.0033 0 2775.845 324.7437 48.67832 6.28 0.058 -0.082 -0.143
2011 6 16 18 52 46.57557 4 2 26 64.7922 -147.9047 316 980.0919 285.869 391.286 NA 391.2113 391.2741 0 10143.67 324.0995 22.50467 3.687 NA 0.075 0.012
2011 6 16 18 57 8.971291 4 2 27 64.9996 -147.7718 1683 828.8797 288.9655 390.4678 NA 390.538 NA 0 7264.413 NA 33.45066 2.868 NA -0.07 NA
2011 6 16 19 0 26.70504 4 2 27 65.2133 -148.0467 3283 676.5011 294.2833 393.2616 393.4343 NA NA 0 3461.187 324.1133 44.37404 5.662 -0.173 NA NA
2011 6 16 19 3 40.12846 4 2 27 65.5002 -148.3252 4751 557.1754 298.6627 392.7029 392.6208 392.7046 392.786 0 1878.715 324.1958 40.21878 5.103 0.082 -0.002 -0.083
2011 6 16 19 7 52.10242 4 2 27 65.9179 -148.728 6637 428.5562 302.6871 392.3038 NA 392.3542 392.2268 0 524.4908 324.1234 41.31867 4.705 NA -0.05 0.077
2011 6 16 19 12 47.06813 4 2 27 66.4491 -149.2578 8818 309.9925 312.0908 393.3214 393.137 393.3976 393.2628 0 109.508 321.0278 122.8779 5.724 0.184 -0.076 0.059
2011 6 16 19 17 42.38711 4 2 27 66.9768 -149.9067 11079 219.8147 350.6619 389.2403 388.9353 389.0622 389.2924 1 8.883642 304.9314 399.5569 1.643 0.305 0.178 -0.052
2011 6 16 19 39 13.78087 4 2 28 69.3935 -153.3842 9493 279.2478 318.7828 392.184 392.0427 392.0386 392.1757 0 50.21629 317.2747 209.9398 4.591 0.141 0.145 0.008
2011 6 16 19 44 0.4404004 4 2 28 69.8992 -154.2295 7354 385.3129 308.5103 393.2616 392.754 392.9393 393.3245 0 344.2937 323.2913 84.79272 5.669 0.508 0.322 -0.063
2011 6 16 19 48 38.16944 4 2 28 70.352 -155.028 5253 517.7187 300.1643 393.501 393.2626 393.3853 NA 0 1365.913 323.4683 65.83621 5.909 0.238 0.116 NA
2011 6 16 19 53 51.05192 4 2 28 70.795 -155.8506 2888 708.0142 292.7667 394.2094 NA 394.0761 394.1604 0 4381.174 323.4462 47.037 6.618 NA 0.133 0.049
2011 6 16 19 58 11.64171 4 2 28 71.0859 -156.4137 1793 812.7957 288.5934 394.3091 394.6629 NA 394.1704 0 7545.009 323.491 37.12073 6.719 -0.354 NA 0.139
2011 6 16 20 2 55.05389 4 2 28 71.2636 -157.1637 1073 888.6679 283.855 393.94 393.8921 393.5007 394.1184 0 8333.239 323.6011 30.23758 6.349 0.048 0.439 -0.178
2011 6 16 20 6 22.37056 4 2 28 71.2469 -157.8374 179 992.5418 275.6362 394.2792 NA 394.1647 394.2267 0 7885.528 323.8199 23.44627 6.687 NA 0.114 0.053
2011 6 16 20 11 1.90993 4 2 29 71.2195 -158.7362 161 994.454 275.8405 393.7305 393.8032 393.6972 393.7836 0 7448.396 323.98 24.91401 6.137 -0.073 0.033 -0.053
2011 6 16 20 16 22.83764 4 2 30 71.1826 -159.7709 1470 844.8389 286.5218 393.96 393.9716 393.9422 393.8568 0 8080.956 324.1177 28.02759 6.365 -0.012 0.018 0.103
2011 6 16 20 27 17.91384 4 2 31 71.0904 -161.8496 175 991.8323 275.3819 393.8602 393.8843 393.9036 393.9701 0 7862.783 324.2589 23.31751 6.261 -0.024 -0.043 -0.11
2011 6 16 20 49 0.8680749 4 2 33 71.8519 -162.5503 175 991.4816 272.5098 394.6783 394.6007 394.7093 394.6886 0 6328.089 323.6735 24.41485 7.072 0.078 -0.031 -0.01
2011 6 16 20 55 7.608474 4 2 33 72.2461 -162.0406 1569 832.4798 284.724 394.5087 NA 394.5794 394.4318 0 6543.77 323.6989 34.80845 6.9 NA -0.071 0.077
2011 6 16 20 59 0.3725281 4 2 33 72.5368 -161.6493 3304 665.9018 292.2984 393.2915 393.4094 NA 393.2856 0 3467.137 323.3106 48.22032 5.682 -0.118 NA 0.006
2011 6 16 21 4 27.94537 4 2 33 73.0088 -160.9846 5751 477.877 301.9283 NA 392.8534 393.0481 392.9917 0 710.8403 323.0362 70.73897 NA NA NA NA
2011 6 16 21 10 46.99296 4 2 34 73.5976 -160.0989 6808 410.4525 305.0126 392.5931 392.189 NA 392.5792 0 238.9977 321.7903 91.63039 4.987 0.404 NA 0.014
2011 6 16 21 56 40.73818 4 2 36 77.0747 -156.1582 7957 343.8991 309.877 392.0144 391.9807 392.3031 392.1322 0 89.64291 317.8756 180.7586 4.423 0.034 -0.289 -0.118
2011 6 16 22 1 19.64317 4 2 36 77.5276 -155.6629 5985 459.0773 299.8742 393.2317 392.8249 NA 393.1211 0 585.6048 322.15 67.60485 5.641 0.407 NA 0.111
2011 6 16 22 26 23.18693 4 2 37 79.6896 -153.0002 171 994.0146 270.5626 395.0972 395.0753 395.1247 395.1204 0 5644.116 323.7312 23.88872 7.494 0.022 -0.027 -0.023
2011 6 16 22 32 0.2757933 4 2 37 80.1019 -152.9998 1477 841.2203 279.5878 394.4189 394.479 394.435 394.4601 0 3474.236 323.9018 33.68295 6.813 -0.06 -0.016 -0.041
2011 6 16 22 35 41.5892 4 2 37 80.402 -152.9996 3107 680.5222 290.7895 393.7105 NA 393.8275 393.8807 0 1429.248 323.5237 49.0527 6.103 NA -0.117 -0.17
2011 6 16 22 39 1.906849 4 2 37 80.7062 -152.9999 4605 557.3516 297.0039 394.0298 393.0902 393.4261 393.652 0 673.6628 322.9308 56.00616 6.42 0.94 0.604 0.378
2011 6 16 22 43 15.42958 4 2 37 81.1092 -152.9998 6490 428.2196 302.2219 393.0221 392.9597 393.1914 393.1589 0 384.6808 322.1236 80.91171 5.411 0.062 -0.169 -0.137
2011 6 16 22 51 22.46925 4 2 38 81.9479 -153.0001 8276 329.2412 315.6491 391.276 NA 391.3444 391.21 1 38.7284 312.8625 266.316 3.66 NA -0.068 0.066
2011 6 17 1 1 32.6732 4 2 40 73.5688 -142.4463 12427 180.3684 375.2923 387.2742 387.0385 387.3033 387.4427 1 4.106679 291.1875 600.7509 -0.326 0.236 -0.029 -0.169
2011 6 17 1 55 22.7395 4 2 41 68.5576 -144.1151 12076 190.7346 367.8965 388.0128 387.4787 387.846 387.9199 1 4.583128 291.0427 513.4734 0.413 0.534 0.167 0.093
2011 6 18 18 50 45.27348 4 3 44 57.6938 -158.7218 12181 187.8857 368.7796 387.5038 NA NA NA 1 4.439232 293.155 565.3098 -0.079 NA NA NA
2011 6 18 18 54 29.45977 4 3 44 57.3607 -159.3228 10623 236.9968 342.4854 388.5717 NA 388.3378 388.573 1 8.914241 NA 444.9113 0.99 NA 0.234 -0.001
2011 6 18 19 0 19.0302 4 3 44 56.8672 -160.1844 7943 354.551 313.8267 389.4898 388.9321 NA 389.4806 0 226.3441 323.0001 92.2309 1.91 0.558 NA 0.009
2011 6 18 19 3 51.73903 4 3 44 56.5865 -160.661 6329 446.5613 308.9967 388.9309 388.5819 388.6839 388.9125 0 625.5395 322.405 93.0646 1.348 0.349 0.247 0.018
2011 6 18 19 7 53.28264 4 3 44 56.2839 -161.1641 4480 573.7687 302.2516 392.6131 NA 392.4936 392.6796 0 2585.782 322.8113 57.17401 5.028 NA 0.119 -0.067
2011 6 18 19 11 15.7311 4 3 44 56.0495 -161.5461 2934 701.4216 296.435 392.4734 392.4149 392.4144 392.297 0 5210.104 322.7946 54.0664 4.886 0.058 0.059 0.176
2011 6 18 19 15 17.01402 4 3 44 55.8236 -161.9086 1439 846.6887 286.168 393.7904 394.1428 393.8466 394.0595 0 7932.707 323.7213 35.10171 6.2 -0.352 -0.056 -0.269
2011 6 18 19 28 11.88958 4 3 44 55.4678 -162.89 1191 872.7581 285.2617 394.2892 394.3447 NA 394.2206 0 8177.114 324.0768 33.04534 6.69 -0.056 NA 0.069
2011 6 18 19 37 5.617843 4 3 44 55.2426 -162.7521 171 990.2003 280.5289 394.4787 NA 393.9453 394.2709 0 9920.446 324.2082 28.06321 6.874 NA 0.533 0.208
2011 6 18 19 57 33.08311 4 3 0 53.9691 -162.3157 8474 329.4044 315.6833 388.6814 388.4432 388.6748 388.8804 0 342.895 323.0673 86.08369 1.063 0.238 0.007 -0.199
2011 6 18 20 5 38.07198 4 3 46 53.1685 -162.03 8444 330.9071 314.5226 391.5854 NA 391.532 391.8003 0 192.7085 322.5154 105.1905 3.966 NA 0.053 -0.215
2011 6 18 20 10 52.90871 4 3 46 52.6872 -161.8635 6122 461.5253 308.3181 389.41 388.5748 NA 388.8995 0 1157.68 323.5109 78.92218 1.792 0.835 NA 0.511
2011 6 18 20 15 7.762138 4 3 46 52.3412 -161.7463 4174 599.7861 301.5411 NA 388.4206 388.5039 388.5389 0 3778.811 323.4935 69.30564 NA NA NA NA
2011 6 18 20 18 9.706735 4 3 46 52.115 -161.6715 2782 717.6657 295.8264 NA 390.8899 390.7366 390.8592 0 6669.542 324.0694 52.75646 NA NA NA NA
2011 6 18 20 22 13.53687 4 3 46 51.832 -161.5779 941 904.3438 282.6283 394.3391 NA 394.1186 394.535 0 8154.945 323.7529 41.25175 6.723 NA 0.221 -0.196
2011 6 18 20 26 17.58855 4 3 47 51.5617 -161.4896 312 977.2537 280.6223 394.5885 394.7457 394.5163 394.7076 0 8886.577 323.523 39.56335 6.973 -0.157 0.072 -0.119
2011 6 18 20 49 41.92517 4 3 48 49.5365 -160.8992 8504 330.6541 316.044 391.8348 391.6517 NA 391.7442 0 229.4367 324.0166 70.06616 4.223 0.183 NA 0.091
2011 6 18 20 54 57.43806 4 3 48 49.0892 -160.8032 6181 460.9702 310.4651 391.735 NA 391.6215 391.659 0 1442.29 323.8552 81.56487 4.124 NA 0.113 0.076
2011 6 18 20 58 49.38024 4 3 48 48.788 -160.7397 4400 585.6888 302.7813 391.9745 391.911 NA 392.1767 0 2292.69 323.4223 60.6123 4.364 0.064 NA -0.202
2011 6 18 21 2 18.40177 4 3 48 48.5341 -160.6862 2805 719.8486 295.4874 390.4279 390.8017 390.4275 390.3881 0 6895.34 323.791 51.36887 2.817 -0.374 0 0.04
2011 6 18 21 6 43.10762 4 3 48 48.2344 -160.6243 789 924.5747 286.4784 393.1718 NA 392.9978 393.0434 0 11948.45 323.6729 38.07981 5.561 NA 0.174 0.128
2011 6 18 21 9 43.11254 4 3 49 48.0478 -160.5862 352 975.0278 283.9033 393.2017 393.3904 NA 393.2136 0 12865.01 323.0305 35.57126 5.59 -0.189 NA -0.012
2011 6 18 22 16 35.62518 4 3 52 42.8012 -159.54 8862 329.4352 330.7423 394.2193 393.9692 394.2984 NA 0 1167.315 323.4655 32.70305 6.602 0.25 -0.079 NA
2011 6 18 22 21 40.56664 4 3 52 42.3784 -159.4554 6614 448.9456 322.5623 393.9799 NA 393.9656 394.0374 0 4088.915 323.5059 38.23981 6.364 NA 0.014 -0.058
2011 6 18 22 26 6.440769 4 3 52 42.0282 -159.3862 4509 590.9538 312.1798 387.6235 387.3345 387.5144 387.651 0 5511.423 323.1423 86.31974 0.008 0.289 0.109 -0.027
2011 6 18 22 29 44.29018 4 3 52 41.7554 -159.3328 2794 732.401 304.0833 388.7313 388.5055 NA 388.5354 0 10273.79 322.7455 83.23095 1.116 0.226 NA 0.196
2011 6 18 22 33 52.1171 4 3 52 41.4687 -159.2772 851 925.53 294.1081 393.2516 393.4435 393.1832 393.5464 0 19503.12 322.8006 34.88649 5.637 -0.192 0.068 -0.295
2011 6 18 22 36 50.10803 4 3 53 41.2779 -159.2404 388 977.2808 291.1657 394.4189 NA 394.4548 394.226 0 21633.83 322.9277 14.96582 6.805 NA -0.036 0.193
2011 6 19 0 53 12.99006 4 3 59 29.8132 -156.9763 434 977.382 294.0564 394.0797 NA 394.1216 394.2822 0 19131.28 323.7939 25.27936 6.467 NA -0.042 -0.203
2011 6 19 1 3 30.35212 4 3 59 29.0312 -156.8786 5120 555.9193 321.9268 393.3414 393.3559 393.4741 393.1604 0 1927.867 324.1054 43.16148 5.73 -0.014 -0.133 0.181
2011 6 19 1 12 2.373035 4 3 59 28.2003 -156.7767 9240 321.3682 332.236 392.9423 392.8055 393.0635 393.0452 0 179.7933 323.3555 42.62489 5.326 0.137 -0.121 -0.103
2011 6 19 1 25 11.28557 4 3 0 26.5852 -156.5833 13686 162.7307 349.1295 393.5808 NA 393.5551 393.4774 0 13.36775 322.0302 112.2141 5.958 NA 0.026 0.103
2011 6 22 23 52 36.2922 4 4 0 16.7747 -158.1711 12821 187.7911 349.0225 393.521 NA 393.2528 393.6301 0 48.10908 323.7222 43.54557 5.881 NA 0.268 -0.109
2011 6 23 0 13 55.53207 4 4 62 15.1915 -159.8039 7486 404.7282 331.2043 393.7604 393.4244 393.3862 NA 0 919.3931 324.8489 65.51766 6.118 0.336 0.374 NA
2011 6 23 0 17 31.40964 4 4 62 14.9476 -160.0172 5742 508.074 322.9029 393.1818 392.9099 392.8195 NA 0 1951.972 324.4125 43.36467 5.539 0.272 0.362 NA
2011 6 23 0 21 50.08115 4 4 62 14.6083 -160.1592 3644 659.4411 316.229 392.9423 NA 392.6068 NA 0 3020.862 323.9316 36.7504 5.299 NA 0.336 NA
2011 6 23 0 26 1.746515 4 4 62 14.3051 -160.2826 1615 840.0651 302.3252 393.6208 393.9513 393.3523 393.6293 0 16185.37 323.4046 21.22209 5.976 -0.331 0.268 -0.009
2011 6 23 0 30 35.63021 4 4 63 13.9848 -160.4127 315 976.5124 297.5257 393.93 394.0404 NA 393.9052 0 26306.19 323.6296 18.83798 6.285 -0.11 NA 0.025
2011 6 23 1 57 30.30563 4 4 67 6.7569 -163.3023 285 976.1766 299.0011 393.5908 393.7264 NA NA 0 29551.61 324.0423 10.33573 5.931 -0.136 NA NA
2011 6 23 2 0 55.12641 4 4 67 6.5089 -163.4011 1635 835.9467 305.0155 393.501 393.6092 NA 393.4102 0 24633 324.605 10.10448 5.841 -0.108 NA 0.091
2011 6 23 2 4 16.08137 4 4 67 6.2542 -163.5025 3264 689.4613 314.2644 392.9423 392.7833 392.7586 392.8947 0 10043.86 323.7715 20.26399 5.282 0.159 0.184 0.048
2011 6 23 2 7 42.96601 4 4 67 5.979 -163.6121 4953 561.1956 323.6844 393.1518 NA 393.3472 393.2817 0 3142.801 323.6206 38.81104 5.492 NA -0.195 -0.13
2011 6 23 2 12 10.86564 4 4 67 5.5762 -163.7725 7142 424.608 330.883 392.0443 391.8889 392.086 392.0298 0 1514.742 323.2654 27.61892 4.384 0.155 -0.042 0.015
