year mon day hour min sec camp flt prof lat lon alt pressure theta co2 co2qcls co2oms co2ao2 strat h2oref n2oref o3ref co2mspo co2mqcls co2moms co2mao2
2009 11 2 21 16 8.818698 2 2 20 73.207 -160.5162 6518 423.978 295.9037 389.1006 388.2831 388.4236 388.9865 0 146.1866 324.1788 58.79747 3.829 0.818 0.677 0.114
2009 11 2 21 20 16.44772 2 2 20 73.5031 -161.1775 4708 549.2786 290.8749 386.2461 387.4178 NA NA 0 366.9132 324.4554 50.70259 0.976 -1.172 NA NA
2009 11 2 21 30 42.89305 2 2 20 74.1674 -162.7665 254 996.8659 265.4088 385.5075 385.6194 NA 385.3339 0 3888.156 324.6235 36.56429 0.243 -0.112 NA 0.174
2009 11 2 22 19 27.90822 2 2 23 78.0523 -164.9993 178 1005.244 266.1061 NA 386.2 NA 386.6021 0 4423.18 324.2464 36.47986 NA NA NA NA
2009 11 2 22 24 0.7406538 2 2 23 78.3708 -164.9994 1330 865.3771 270.7178 386.5056 NA 386.6526 386.5869 0 2337.192 324.1759 39.03239 1.256 NA -0.147 -0.081
2009 11 2 22 30 50.97541 2 2 23 78.8845 -164.9994 4286 581.2394 287.5834 387.883 387.97 NA 387.1982 0 344.5719 324.333 38.77571 2.633 -0.087 NA 0.685
2009 11 2 22 35 53.7051 2 2 23 79.2973 -164.9996 6462 425.1193 293.2528 387.1245 NA 387.7759 387.5022 0 207.5843 324.8262 50.12724 1.874 NA -0.651 -0.378
2009 11 2 22 49 22.53157 2 2 0 79.6457 -161.3424 8101 329.5767 297.8706 387.354 386.8769 386.9248 387.4997 0 45.87392 324.5297 50.21412 2.104 0.477 0.429 -0.146
2009 11 2 23 29 49.71411 2 2 24 77.3282 -146.4366 295 989.9449 256.9702 386.4258 386.5646 NA 386.5408 0 1640.046 324.1682 33.0947 1.176 -0.139 NA -0.115
2009 11 2 23 36 15.75752 2 2 25 76.9935 -145.0756 1170 880.4194 265.7021 385.3178 NA 385.6512 385.5602 0 586.5753 324.3412 45.9034 0.068 NA -0.333 -0.242
2009 11 2 23 40 46.55375 2 2 25 76.6392 -145.2026 3071 680.3814 276.0565 387.5736 386.8098 NA 386.6593 0 594.6154 324.5517 40.38133 2.324 0.764 NA 0.914
2009 11 2 23 44 20.64333 2 2 25 76.3373 -145.3636 4589 549.8224 283.5355 385.9666 387.1233 386.9247 386.8871 0 90.53457 324.8726 43.22566 0.717 -1.157 -0.958 -0.92
2009 11 2 23 48 37.58476 2 2 25 75.9425 -145.5638 6416 420.7866 291.4792 386.845 387.0927 387.0047 NA 0 103.7142 324.513 50.85775 1.595 -0.248 -0.16 NA
2009 11 2 23 58 11.54464 2 2 25 74.9314 -146.0472 8049 329.5053 301.0797 385.8968 385.6634 NA 385.5507 0 23.16072 322.7173 85.96112 0.647 0.233 NA 0.346
2009 11 3 0 27 24.12488 2 2 25 71.5509 -147.84 10222 235.5553 332.994 385.8469 385.8351 385.8973 385.9012 1 17.14389 318.9964 195.9732 0.583 0.012 -0.05 -0.054
2009 11 3 0 54 17.20031 2 2 0 68.0489 -148.8737 13332 146.7744 394.9761 390.4777 NA 385.5729 NA 1 5.572961 311.3722 417.4523 5.201 NA 4.905 NA
2009 11 3 1 8 35.28827 2 2 0 66.1913 -149.3047 13352 146.7707 397.7823 385.6971 385.6769 385.5162 385.483 1 5.274158 309.126 469.9397 0.409 0.02 0.181 0.214
2009 11 3 1 23 8.801291 2 2 26 64.2867 -149.6848 13380 146.7588 398.1165 385.7171 NA 385.5461 385.9833 1 5.386049 311.669 434.8857 0.414 NA 0.171 -0.266
2009 11 4 21 58 28.52711 2 3 28 57.6614 -158.7809 11667 187.5063 373.5097 NA 385.9057 NA 384.9343 1 5.622265 313.2023 369.4064 NA NA NA NA
2009 11 4 22 7 42.14888 2 3 28 56.7627 -160.1234 7705 338.3995 307.9566 385.9966 NA 385.8339 385.9836 0 228.5835 319.1647 60.61095 0.747 NA 0.163 0.013
2009 11 4 22 15 40.5674 2 3 28 56.0129 -161.1146 5646 458.5255 299.6208 NA 387.9409 387.8102 NA 0 572.6972 324.5279 50.93048 NA NA NA NA
2009 11 4 22 21 28.01125 2 3 28 55.5123 -161.7498 3908 584.5768 291.7205 387.9729 NA 387.3818 387.9432 0 742.4954 324.4808 46.2905 2.723 NA 0.591 0.03
2009 11 4 22 26 36.07011 2 3 28 55.1034 -162.258 2622 695.8734 285.4891 388.0826 387.9139 387.8178 388.1704 0 2707.171 324.4391 41.90117 2.833 0.169 0.265 -0.088
2009 11 4 22 30 34.0064 2 3 28 55.0768 -162.6311 876 873.5515 281.0336 388.2523 388.4253 NA 388.435 0 6263.031 324.9601 36.15522 3.002 -0.173 NA -0.183
2009 11 4 22 33 48.99439 2 3 29 55.2027 -162.724 348 933.9811 279.2965 388.3521 388.7779 388.3369 388.0583 0 7722.898 324.486 35.94268 3.102 -0.426 0.015 0.294
2009 11 4 23 33 51.51944 2 3 32 50.5792 -160.2841 8028 329.1208 321.393 385.4376 385.6146 385.4625 385.5615 1 14.64695 319.0461 187.3717 0.176 -0.177 -0.025 -0.124
2009 11 4 23 41 32.22666 2 3 32 49.7638 -159.8437 5607 469.6888 298.5383 385.9666 385.6981 385.4916 385.8869 0 91.16352 324.5582 55.67844 0.703 0.269 0.475 0.08
2009 11 4 23 48 28.20345 2 3 32 49.1409 -159.4385 2564 714.6917 285.4654 387.7732 387.6403 387.5747 NA 0 668.8415 324.2492 40.88382 2.507 0.133 0.199 NA
2009 11 4 23 51 35.34534 2 3 32 48.8813 -159.2956 1191 854.3778 280.8029 388.2623 NA 387.6611 NA 0 3227.697 324.2934 37.86552 2.995 NA 0.601 NA
2009 11 4 23 54 37.14486 2 3 33 48.6429 -159.2392 319 954.0155 279.1086 387.9429 NA 387.9853 387.8338 0 6822.782 NA 36.93353 2.675 NA -0.042 0.109
2009 11 5 0 59 4.417421 2 3 36 42.6488 -156.5095 8731 329.0222 333.2457 385.4875 385.4435 NA 385.4516 0 636.3477 323.6138 36.08434 0.232 0.044 NA 0.036
2009 11 5 1 6 2.947615 2 3 36 41.8976 -156.3607 5881 485.0682 325.8917 385.1281 NA 385.1549 385.332 0 896.0225 324.0434 59.18993 -0.125 NA -0.027 -0.204
2009 11 5 1 9 14.93478 2 3 36 41.589 -156.3008 4344 590.6089 314.0334 386.7352 386.6705 386.6316 386.8585 0 899.5062 323.7687 54.91115 1.483 0.065 0.104 -0.123
2009 11 5 1 12 30.74293 2 3 36 41.2794 -156.2409 2802 716.5676 306.9492 387.4139 386.7242 386.7702 387.206 0 73.14288 323.8203 57.97244 2.162 0.69 0.644 0.208
2009 11 5 1 19 19.97274 2 3 37 40.7045 -156.1316 319 973.8395 284.9792 387.354 387.7497 387.4781 387.6315 0 9665.809 324.6178 42.23832 2.104 -0.396 -0.124 -0.277
2009 11 5 1 22 56.28346 2 3 37 40.4122 -156.0769 1647 828.6751 293.1725 386.845 NA 386.6735 386.2966 0 2356.552 324.5846 50.04201 1.596 NA 0.171 0.548
2009 11 5 2 28 4.232548 2 3 40 34.0981 -155.9999 8996 329.2595 334.2939 385.3478 385.2546 NA 385.7217 0 134.3475 324.1164 54.62547 0.103 0.093 NA -0.374
2009 11 5 2 33 36.20736 2 3 40 33.5185 -156 6453 463.5662 329.2391 385.6672 385.5981 385.3489 385.6006 0 54.54769 324.4963 63.16413 0.422 0.069 0.318 0.067
2009 11 5 2 37 21.78518 2 3 40 33.1615 -156 4629 584.9067 316.9838 385.747 NA 385.5958 385.7624 0 1784.933 324.389 48.77756 0.501 NA 0.151 -0.015
2009 11 5 2 40 32.86566 2 3 40 32.8777 -156 3094 706.7042 310.9379 386.1862 385.6862 NA 386.1937 0 389.6109 324.2521 56.33632 0.939 0.5 NA -0.007
2009 11 5 2 43 57.95128 2 3 40 32.5887 -156.0001 1458 859.4043 302.5977 386.3959 385.9839 385.8764 386.2475 0 333.908 324.3372 61.58925 1.149 0.412 0.519 0.148
2009 11 5 2 47 4.465238 2 3 40 32.3467 -156.0001 312 983.6371 291.1997 385.3677 385.8828 385.495 385.8261 0 545.186 323.9923 40.06219 0.12 -0.515 -0.127 -0.458
2009 11 5 3 30 48.94848 2 3 43 28.2627 -156.4073 336 980.1299 293.9254 385.9467 385.9671 385.3337 385.6461 0 877.4021 324.1693 40.25164 0.671 -0.02 0.613 0.301
2009 11 5 3 34 33.10099 2 3 43 27.98 -156.4723 1816 823.7679 304.0778 385.5174 385.6148 385.3618 385.1649 0 10399.89 324.2574 37.26373 0.239 -0.097 0.156 0.353
2009 11 5 3 38 9.371049 2 3 43 27.6925 -156.5379 3550 669.2635 314.9679 384.8387 NA 385.5081 385.4318 0 5169.722 324.1468 42.9114 -0.443 NA -0.669 -0.593
2009 11 5 3 40 58.7609 2 3 43 27.4565 -156.5916 4923 565.4827 322.3005 385.0682 385.0294 384.7529 384.6392 0 1944.696 324.2038 61.17323 -0.216 0.039 0.315 0.429
2009 11 5 3 45 20.60367 2 3 43 27.0807 -156.6765 7053 430.7396 330.4449 385.8169 385.9323 385.9176 386.1469 0 926.1669 324.5579 35.84661 0.529 -0.115 -0.101 -0.33
2009 11 5 3 53 29.64734 2 3 43 26.2784 -156.856 9032 328.7014 331.7943 385.8269 NA 385.6107 385.183 0 211.9706 324.5845 36.64865 0.532 NA 0.216 0.644
2009 11 5 4 1 4.937881 2 3 43 25.3609 -157.0585 11727 220.7967 341.9395 385.3977 385.3677 NA NA 0 39.79325 323.6329 63.59817 0.099 0.03 NA NA
2009 11 5 4 22 28.94935 2 3 44 22.7341 -156.5054 14092 152.3256 354.0545 385.0183 NA 385.5677 385.7303 0 22.05461 324.51 44.04123 -0.259 NA -0.549 -0.712
2009 11 7 20 46 17.80629 2 4 46 16.0522 -158.4787 10890 254.7543 344.2063 385.7371 385.459 385.0813 NA 0 NA 326.4841 25.14155 0.542 0.278 0.656 NA
2009 11 7 20 50 49.53478 2 4 46 15.627 -158.7505 8675 348.1191 337.6565 NA NA NA NA 0 1101.23 325.7181 23.22957 NA NA NA NA
2009 11 7 20 55 13.77083 2 4 46 15.2391 -158.9973 6503 463.6323 329.4879 385.6273 385.2612 384.9359 385.2745 0 1306.561 NA 46.4307 0.429 0.366 0.691 0.353
2009 11 7 20 59 52.39298 2 4 46 14.8703 -159.2318 4227 616.6301 318.0803 385.5174 385.7529 NA 385.6852 0 13860.38 323.8996 26.35621 0.317 -0.235 NA -0.168
2009 11 7 21 3 31.08052 2 4 46 14.6086 -159.3985 2446 763.7768 307.6671 385.4476 385.8871 385.0372 385.6463 0 18808.38 323.7757 20.90325 0.248 -0.44 0.41 -0.199
2009 11 7 21 6 10.58268 2 4 46 14.4303 -159.5112 1163 887.6315 302.1914 385.8169 NA 385.096 385.6538 0 22473.07 323.7798 18.09183 0.617 NA 0.721 0.163
2009 11 7 21 9 34.8855 2 4 47 14.2159 -159.6465 292 980.3301 298.61 385.3278 385.8738 NA 385.7197 0 27786.71 322.4523 20.31436 0.128 -0.546 NA -0.392
2009 11 7 21 51 49.22489 2 4 49 10.8972 -161.7073 312 975.611 299.8726 385.6572 NA 385.2519 385.4312 0 30353.09 324.3295 13.39054 0.457 NA 0.405 0.226
2009 11 7 21 55 22.17777 2 4 49 10.665 -161.8493 1760 826.035 306.3208 385.8668 NA 385.5494 385.772 0 20934.53 NA 14.20284 0.667 NA 0.317 0.095
2009 11 7 21 58 47.64877 2 4 49 10.4183 -161.9997 3427 678.0432 316.1288 385.5474 385.7496 NA 385.4895 0 6580.823 323.8048 30.95226 0.347 -0.202 NA 0.058
2009 11 7 22 2 8.344497 2 4 49 10.1511 -162.15 5061 555.4194 323.9794 385.0682 385.392 NA 385.1355 0 2740.416 323.9056 43.99737 -0.132 -0.324 NA -0.067
2009 11 7 22 5 51.6083 2 4 49 9.8105 -162.2639 6893 440.3718 331.7925 385.7271 NA 385.3601 385.6542 0 2321.392 324.361 34.98287 0.527 NA 0.367 0.073
2009 11 7 22 11 1.206285 2 4 49 9.2934 -162.4341 9045 330.5193 338.1989 385.5873 385.4526 385.2721 385.5553 0 1278.189 325.559 23.41109 0.387 0.135 0.315 0.032
2009 11 7 23 17 50.21727 2 4 53 3.5149 -164.3194 336 969.9274 301.6047 386.1363 386.135 385.8887 386.2122 0 28769.55 323.5141 8.805316 0.942 0.001 0.248 -0.076
2009 11 7 23 20 51.41379 2 4 53 3.3017 -164.389 1647 834.3333 307.4012 385.9666 NA 385.6631 385.8001 0 8962.737 323.8385 12.52878 0.774 NA 0.304 0.167
2009 11 7 23 24 27.6574 2 4 53 3.0227 -164.4801 3408 677.9428 315.7769 385.8868 NA 385.853 386.0341 0 11643.02 NA 16.01338 0.695 NA 0.034 -0.147
2009 11 7 23 32 6.497409 2 4 53 2.3521 -164.6972 7158 424.5912 333.4809 385.7271 385.717 385.4393 NA 0 996.2989 324.3181 28.73436 0.538 0.01 0.288 NA
2009 11 7 23 39 45.7951 2 4 54 1.5768 -164.9449 9055 329.6855 342.0486 385.747 385.4237 NA 385.6759 0 NA 324.5963 22.83895 0.56 0.323 NA 0.071
2009 11 8 0 51 38.15673 2 4 57 -4.6103 -166.9422 321 970.3295 301.5874 386.3959 NA 386.0223 386.5191 0 29347.65 323.8087 9.460818 1.216 NA 0.374 -0.123
2009 11 8 0 56 12.24178 2 4 57 -4.9452 -167.051 2011 798.8873 309.966 385.9067 386.6112 386.359 386.046 0 5098.651 323.4724 23.94452 0.727 -0.704 -0.452 -0.139
2009 11 8 0 59 8.123756 2 4 57 -5.1777 -167.1407 3448 674.3382 317.8613 385.9467 386.0201 NA 385.7322 0 5013.961 324.5979 24.1908 0.767 -0.073 NA 0.215
2009 11 8 1 2 23.87469 2 4 57 -5.4447 -167.249 5043 555.048 324.9432 385.8768 385.7909 385.7354 385.8608 0 1279.906 324.8005 27.82748 0.697 0.086 0.141 0.016
2009 11 8 1 7 33.01053 2 4 57 -5.8981 -167.4323 7053 430.3927 334.4164 385.5174 NA 385.642 385.4679 0 1512.617 325.1619 24.06536 0.339 NA -0.125 0.05
2009 11 8 1 16 14.23012 2 4 58 -6.7404 -167.7749 9056 329.6557 341.1746 385.8269 385.8352 385.7899 385.9005 0 NA 326.1802 23.53286 0.65 -0.008 0.037 -0.074
2009 11 8 2 31 49.64456 2 4 61 -13.2296 -169.42 315 972.137 300.9502 385.7171 385.8361 385.5041 385.9033 0 30199.7 323.2453 8.331708 0.574 -0.119 0.213 -0.186
2009 11 8 2 35 59.66866 2 4 61 -13.4553 -169.2021 2065 794.7135 309.0919 386.0665 NA 386.0154 385.7325 0 12900.29 323.4614 12.04224 0.926 NA 0.051 0.334
2009 11 8 2 38 45.01578 2 4 61 -13.6191 -169.0424 3410 677.5552 315.287 385.8169 385.9354 385.9658 386.1045 0 8145.518 NA 15.65418 0.679 -0.118 -0.149 -0.288
2009 11 8 2 42 1.497715 2 4 61 -13.8289 -168.8375 5003 557.4528 322.9368 NA 386.3933 386.388 386.3366 0 2852.23 324.1259 47.68113 NA NA NA NA
2009 11 8 2 47 11.64537 2 4 61 -14.2011 -168.472 7544 402.8125 334.631 386.4258 386.5179 386.5392 386.2894 0 1343.678 323.7974 53.09386 1.295 -0.092 -0.113 0.136
2009 11 8 2 51 27.6085 2 4 61 -14.5347 -168.1436 9641 303.178 343.3416 385.9766 NA 386.1112 386.0917 0 1274.489 323.6584 40.65238 0.85 NA -0.135 -0.115
2009 11 8 2 56 47.88245 2 4 61 -15.0406 -167.6494 11983 215.6837 348.266 385.8568 385.8123 385.8257 385.7238 0 NA 324.0234 25.67804 0.734 0.045 0.031 0.133
2009 11 8 3 10 2.454924 2 4 0 -16.3754 -166.4968 14361 146.9822 361.2597 386.7053 386.4509 NA 386.7394 0 NA 323.8268 55.33429 1.59 0.254 NA -0.034
2009 11 9 21 4 13.33389 2 5 64 -24.6637 -162.9693 11223 233.2958 342.4099 386.326 386.8641 385.7596 386.3019 0 167.9892 323.8431 44.08043 1.095 -0.538 0.566 0.024
2009 11 9 21 11 21.51695 2 5 64 -25.2342 -163.5063 7739 381.3804 328.7233 387.0247 387.2524 386.161 387.1236 0 78.39662 321.7038 92.78512 1.791 -0.228 0.864 -0.099
2009 11 9 21 17 31.84041 2 5 64 -25.6515 -163.9075 4797 563.3416 313.2664 386.9348 387.1985 386.2078 386.8923 0 406.287 322.9699 56.35393 1.699 -0.264 0.727 0.043
2009 11 9 21 21 34.74193 2 5 64 -25.9057 -164.1539 2879 716.8632 303.3801 386.5456 NA 385.514 386.5257 0 739 323.0275 36.79573 1.308 NA 1.032 0.02
2009 11 9 21 25 50.44133 2 5 64 -26.1461 -164.388 877 913.1586 293.7713 NA 386.3879 385.2675 386.0932 0 14584.55 NA 21.5196 NA NA NA NA
2009 11 9 21 29 55.42007 2 5 64 -26.3626 -164.6002 311 976.0148 291.2766 385.5474 385.9401 NA 385.5219 0 19719.63 323.173 21.43037 0.307 -0.393 NA 0.026
2009 11 9 22 13 27.44033 2 5 67 -29.1115 -167.3878 313 976.4468 289.0852 384.8886 385.0505 384.4375 384.863 0 606.8508 322.5444 26.12323 -0.355 -0.162 0.451 0.026
2009 11 9 22 17 15.62564 2 5 67 -29.3094 -167.5965 1701 826.1867 294.9288 385.5873 386.0954 385.522 385.7283 0 3323.575 322.6158 35.98328 0.346 -0.508 0.065 -0.141
2009 11 9 22 22 6.834211 2 5 67 -29.5636 -167.8659 3972 623.3063 308.0278 386.7951 NA 386.4491 386.7164 0 163.1427 323.0266 47.4289 1.556 NA 0.346 0.079
2009 11 9 22 24 47.56126 2 5 67 -29.7122 -168.0244 5231 530.1878 314.0798 386.6653 NA 386.3017 386.6314 0 78.03605 NA 54.63848 1.428 NA 0.364 0.034
2009 11 9 22 28 20.27709 2 5 67 -29.9112 -168.2375 6900 424.2762 318.6521 386.6953 387.5112 NA 386.6251 0 167.2075 322.8162 50.91328 1.459 -0.816 NA 0.07
2009 11 9 22 33 23.5743 2 5 67 -30.2194 -168.5719 8685 329.344 322.9494 386.2162 387.1213 385.8609 NA 0 253.3266 322.9807 44.61399 0.983 -0.905 0.355 NA
2009 11 9 22 57 30.2795 2 5 69 -31.6542 -170.1726 312 974.048 289.4267 384.5691 384.955 NA 384.719 0 606.5093 322.7845 26.41512 -0.652 -0.386 NA -0.15
2009 11 9 23 3 21.66826 2 5 69 -31.9574 -170.5189 2757 722.6287 298.9716 386.2162 386.567 385.9711 386.219 0 1876.656 322.8766 40.13157 0.996 -0.351 0.245 -0.003
2009 11 9 23 8 6.793348 2 5 69 -32.2251 -170.8272 4962 544.7935 310.4634 NA NA 386.5921 386.5621 0 1226.944 323.146 51.68018 NA NA NA NA
2009 11 9 23 11 56.11361 2 5 69 -32.4543 -171.0937 6740 428.9855 316.1613 NA 387.2185 386.3309 386.6177 0 970.0288 322.6479 44.76656 NA NA NA NA
2009 11 9 23 14 37.67466 2 5 69 -32.6231 -171.2912 7986 360.1801 320.2136 NA 387.8026 386.7715 387.0403 0 603.2574 322.71 55.44191 NA NA NA NA
2009 11 9 23 26 39.3125 2 5 70 -33.4142 -172.2309 8528 331.1679 321.3928 387.1744 387.8686 386.7375 NA 0 116.2328 322.8953 60.55698 1.954 -0.694 0.437 NA
2009 11 9 23 45 44.42471 2 5 71 -34.5122 -173.5786 318 971.2684 285.9198 385.0183 384.9636 384.6264 384.8996 0 11586.86 322.0503 26.12132 -0.202 0.055 0.392 0.119
2009 11 9 23 49 33.68834 2 5 71 -34.7094 -173.8264 1693 821.6089 290.5254 384.8586 385.4098 NA 384.717 0 8782.052 322.2036 27.93885 -0.361 -0.551 NA 0.142
2009 11 9 23 55 25.58592 2 5 71 -35.0557 -174.2659 4390 583.241 303.6497 385.2978 386.2191 385.4767 385.6814 0 280.3264 322.3465 28.9373 0.078 -0.921 -0.179 -0.384
2009 11 9 23 59 56.56371 2 5 71 -35.3743 -174.6755 6468 440.7349 310.1013 386.3559 387.0023 NA 386.211 0 176.1664 323.4943 44.29841 1.136 -0.646 NA 0.145
2009 11 10 0 9 28.92227 2 5 72 -36.0514 -175.5642 8492 329.155 315.2495 386.0764 386.6793 385.8409 385.8798 0 105.7212 323.297 55.48183 0.855 -0.603 0.236 0.197
2009 11 10 0 22 4.248682 2 5 72 -36.7872 -176.559 2903 705.8506 298.4868 NA NA 384.8531 385.6038 0 653.1094 323.1148 37.34308 NA NA NA NA
2009 11 10 0 28 26.32725 2 5 73 -37.0854 -176.9708 330 971.757 284.5576 385.208 385.3484 NA 385.2436 0 8979.384 322.4676 25.96302 -0.017 -0.14 NA -0.036
2009 11 10 0 32 26.3085 2 5 73 -37.2672 -177.2243 1846 806.3898 290.772 385.1681 385.5249 384.9131 385.3947 0 3284.659 322.5156 30.05371 -0.057 -0.357 0.255 -0.227
2009 11 10 0 37 28.38173 2 5 73 -37.519 -177.5787 4163 601.1895 302.8211 385.8668 NA 385.7194 385.7312 0 214.9519 323.0378 39.02687 0.641 NA 0.147 0.136
2009 11 10 0 40 32.63365 2 5 73 -37.6836 -177.8126 5570 498.6067 307.1425 386.1563 386.4843 NA 386.0593 0 145.2493 322.673 38.15683 0.93 -0.328 NA 0.097
2009 11 10 0 47 11.53623 2 5 73 -38.0518 -178.3423 8467 331.6681 318.3992 386.0165 386.9178 386.2376 386.222 0 37.82232 322.9227 53.95847 0.789 -0.901 -0.221 -0.205
2009 11 10 1 1 4.599729 2 5 73 -38.8986 -179.5935 11001 225.4642 334.2753 385.7271 386.1839 385.3748 NA 1 24.78501 312.8661 211.2697 0.497 -0.457 0.352 NA
2009 11 10 1 12 34.30913 2 5 0 -39.7644 179.0617 13128 162.3883 371.3749 384.7089 385.6347 384.6746 384.5624 1 12.09478 296.999 394.061 -0.519 -0.926 0.034 0.146
2009 11 10 1 19 25.43896 2 5 0 -40.2691 178.2789 13126 162.3707 369.8814 384.6091 NA 384.464 NA 1 11.22233 293.6311 368.9575 -0.618 NA 0.145 NA
2009 11 11 21 58 32.3343 2 6 76 -48.0947 175.5854 8258 329.2859 309.4877 385.9267 385.6993 NA 385.94 0 157.6103 322.3265 45.94122 0.706 0.227 NA -0.013
2009 11 11 22 3 4.188456 2 6 76 -48.4567 175.9114 6202 443.4698 304.4075 385.7071 385.5967 385.3593 385.7641 0 690.2708 324.3738 41.51594 0.486 0.11 0.348 -0.057
2009 11 11 22 7 58.07906 2 6 76 -48.8114 176.2364 3980 600.5383 296.3849 385.5374 NA 385.4223 385.5001 0 2009.575 324.1733 33.69891 0.315 NA 0.115 0.037
2009 11 11 22 10 35.87885 2 6 76 -48.9888 176.4013 2793 701.693 288.5331 NA 385.3007 NA 385.7147 0 1683.09 323.3119 31.25129 NA NA NA NA
2009 11 11 22 13 28.50897 2 6 76 -49.1741 176.5747 1508 827.8305 283.1608 385.218 385.206 384.9318 385.2288 0 7820.38 323.4226 25.10564 -0.007 0.012 0.286 -0.011
2009 11 11 22 17 15.18933 2 6 77 -49.4063 176.7942 320 959.6475 279.5675 385.1381 385.3509 384.9775 385.2478 0 8340.23 322.7753 23.43225 -0.088 -0.213 0.161 -0.11
2009 11 11 23 1 22.15339 2 6 79 -52.53 -107.4218 312 953.4039 276.9176 385.2479 385.3284 384.8946 385.0864 0 5654.253 322.3904 22.79307 0.009 -0.08 0.353 0.162
2009 11 11 23 4 24.62968 2 6 79 -52.7067 -179.7816 1262 844.8185 279.2536 385.218 385.4648 385.2105 385.1754 0 6791.459 322.9035 22.90918 -0.02 -0.247 0.007 0.043
2009 11 11 23 7 41.60295 2 6 79 -52.9075 -179.5529 2708 700.1146 288.6401 385.198 NA 385.2309 385.3095 0 1799.054 322.8539 32.73132 -0.038 NA -0.033 -0.111
2009 11 11 23 11 10.46562 2 6 79 -53.1389 -179.286 4256 569.5784 295.377 385.228 385.3344 385.2209 385.1771 0 598.2447 324.1409 29.70327 -0.006 -0.106 0.007 0.051
2009 11 11 23 15 2.414508 2 6 79 -53.4189 -178.9581 5972 448.3819 300.5154 385.1281 385.3925 385.3022 385.1452 0 313.7151 324.4269 28.39236 -0.104 -0.264 -0.174 -0.017
2009 11 11 23 24 15.36647 2 6 80 -54.1724 -178.0484 8026 329.9989 305.7329 385.7371 NA 385.6543 NA 0 104.0806 324.1075 47.88833 0.509 NA 0.083 NA
2009 11 11 23 43 10.14355 2 6 81 -55.6184 -176.8776 321 948.8375 274.7533 385.2379 385.3375 385.0568 385.1551 0 4277.664 322.1978 23.49052 0.02 -0.1 0.181 0.083
2009 11 11 23 47 19.25408 2 6 81 -55.915 -176.8176 1767 786.8717 279.0169 385.198 385.454 385.2963 385.1697 0 2163.568 322.7827 25.52376 -0.018 -0.256 -0.098 0.028
2009 11 11 23 49 58.94012 2 6 81 -56.1213 -176.7753 2941 674.4515 290.1607 385.1481 385.3365 NA 385.3149 0 1663.397 323.135 27.95518 -0.067 -0.188 NA -0.167
2009 11 11 23 54 25.21186 2 6 81 -56.4889 -176.6987 4917 516.5613 296.9057 385.3278 NA 385.377 385.2816 0 266.1992 323.3697 30.24078 0.115 NA -0.049 0.046
2009 11 11 23 57 38.59235 2 6 81 -56.7795 -176.6372 6341 421.6014 300.2733 385.2579 385.3641 NA 385.2605 0 163.4883 322.7097 25.88218 0.047 -0.106 NA -0.003
2009 11 12 0 4 44.14248 2 6 82 -57.5022 -176.4798 7965 329.9685 303.2522 385.7171 385.6756 385.6293 385.6853 0 61.44201 323.496 41.40198 0.507 0.042 0.088 0.032
2009 11 12 0 48 41.08583 2 6 84 -61.4913 -175.5701 7891 329.9832 302.87 385.6572 385.7006 385.6597 385.5355 0 88.87603 321.0308 45.35822 0.447 -0.043 -0.002 0.122
2009 11 12 0 56 25.05261 2 6 84 -62.2664 -175.3954 5132 495.7932 295.0478 385.2779 384.9727 385.0627 385.4537 0 766.771 322.9843 28.11606 0.068 0.305 0.215 -0.176
2009 11 12 0 59 8.664208 2 6 84 -62.5058 -175.3397 3921 585.9631 290.9518 385.2679 385.0155 NA 385.1841 0 1110.893 322.8749 26.19425 0.058 0.252 NA 0.084
2009 11 12 1 1 55.52128 2 6 84 -62.7279 -175.2875 2696 691.4371 281.0737 385.2679 385.0582 384.6186 385.2963 0 1228.833 322.8334 24.79885 0.058 0.21 0.649 -0.028
2009 11 12 1 5 0.4718928 2 6 84 -62.9513 -175.2338 1360 825.5607 274.5461 385.3278 385.0778 384.7834 385.4541 0 1678.308 322.842 21.16397 0.118 0.25 0.544 -0.126
2009 11 12 1 10 33.01096 2 6 85 -63.3352 -175.1397 336 943.1756 268.2619 385.2679 385.5213 NA 385.0018 0 6053.618 323.1036 19.26181 0.058 -0.253 NA 0.266
2009 11 12 1 13 23.7016 2 6 85 -63.5337 -175.0901 1413 818.8638 274.383 385.3478 385.7013 385.1571 385.566 0 2426.961 323.6649 21.43108 0.138 -0.354 0.191 -0.218
2009 11 12 1 16 7.775378 2 6 85 -63.7346 -175.039 2588 699.9337 280.2959 385.2379 385.5711 385.198 385.1445 0 2297.372 324.0232 26.81931 0.028 -0.333 0.04 0.093
2009 11 12 1 25 35.76329 2 6 85 -64.5534 -174.8237 6075 428.9777 296.0833 385.0882 384.9062 385.003 385.1236 0 189.0257 324.6767 23.4086 -0.122 0.182 0.085 -0.035
2009 11 12 1 32 52.64535 2 6 86 -65.2112 -174.5574 4239 556.1893 288.1882 385.3178 385.2134 384.9364 385.3005 0 71.13557 322.9019 34.39997 0.108 0.104 0.381 0.017
2009 11 12 1 35 49.41239 2 6 86 -65.4455 -174.3947 2919 667.0502 281.9223 385.1082 NA 384.6762 385.168 0 1155.212 323.0914 22.49005 -0.102 NA 0.432 -0.06
