year month day hour min sec flt prof lat lon alt pressure theta strat co2 co2mspo
2016 1 5 19 19 54 -3 1 39.91603 -105.0326 2191.168 775.6521 297.9567 0 -11.94171 0.5096215
2016 1 5 19 20 4 -3 1 39.90609 -105.0387 2193.571 775.0076 297.9752 0 -11.94166 0.5096668
2016 1 5 19 25 34 -3 1 39.91636 -105.1186 2195.336 774.7889 296.7315 0 -11.94012 0.5111406
2016 1 5 19 25 44 -3 1 39.92461 -105.1124 2197.72 774.5282 296.6593 0 -11.94016 0.5110985
2016 1 5 19 25 54 -3 1 39.93303 -105.1064 2200.903 774.3009 296.7067 0 -11.9402 0.5110574
2016 1 5 19 26 4 -3 1 39.94195 -105.1014 2236.773 770.4149 297.1743 0 -11.94023 0.511019
2016 1 5 19 26 14 -3 1 39.95125 -105.0967 2272.973 766.7951 297.922 0 -11.94027 0.5109806
2016 1 5 19 26 24 -3 1 39.96099 -105.0917 2311.425 762.5816 298.3259 0 -11.93956 0.5116843
2016 1 5 19 26 34 -3 1 39.97123 -105.0865 2363.998 757.4192 298.6984 0 -11.94314 0.5081052
2016 1 5 19 26 44 -3 1 39.98186 -105.081 2443.078 750.0911 299.6386 0 -11.94298 0.5082624
2016 1 5 19 26 54 -3 1 39.99275 -105.0753 2576.53 737.627 300.4671 0 -11.95917 0.4920777
2016 1 5 19 27 4 -3 1 40.00385 -105.0695 2730.55 723.6229 300.958 0 -11.99912 0.4521243
2016 1 5 19 27 14 -3 1 40.01519 -105.0636 2884.5 709.866 301.3364 0 -11.99605 0.4551864
2016 1 5 19 27 24 -3 1 40.0267 -105.0577 3048.583 695.4475 301.9505 0 -11.99036 0.460875
2016 1 5 19 27 34 -3 1 40.03839 -105.0518 3198.727 682.324 302.1498 0 -11.98625 0.4649894
2016 1 5 19 27 44 -3 1 40.05011 -105.0444 3266.307 676.7874 301.9044 0 -11.9849 0.4663316
2016 1 5 19 27 54 -3 1 40.06114 -105.0334 3305.509 673.6369 301.8746 0 -11.98479 0.4664414
2016 1 5 19 28 4 -3 1 40.07112 -105.0194 3343.338 670.5856 301.8958 0 -11.98501 0.4662193
