year month day hour min sec flt prof lat lon alt pressure theta strat co2 co2mspo
2016 1 5 19 19 54 -3 1 39.91603 -105.0326 2191.168 775.6521 297.9567 0 71.6713 8.387732
2016 1 5 19 20 4 -3 1 39.90609 -105.0387 2193.571 775.0076 297.9752 0 71.67601 8.392439
2016 1 5 19 25 34 -3 1 39.91636 -105.1186 2195.336 774.7889 296.7315 0 71.65832 8.374735
2016 1 5 19 25 44 -3 1 39.92461 -105.1124 2197.72 774.5282 296.6593 0 71.64627 8.362678
2016 1 5 19 25 54 -3 1 39.93303 -105.1064 2200.903 774.3009 296.7067 0 71.63292 8.349333
2016 1 5 19 26 4 -3 1 39.94195 -105.1014 2236.773 770.4149 297.1743 0 71.5636 8.280008
2016 1 5 19 26 14 -3 1 39.95125 -105.0967 2272.973 766.7951 297.922 0 71.49369 8.2101
2016 1 5 19 26 24 -3 1 39.96099 -105.0917 2311.425 762.5816 298.3259 0 71.28555 8.001963
2016 1 5 19 26 34 -3 1 39.97123 -105.0865 2363.998 757.4192 298.6984 0 70.53552 7.251928
2016 1 5 19 26 44 -3 1 39.98186 -105.081 2443.078 750.0911 299.6386 0 70.52314 7.239544
2016 1 5 19 26 54 -3 1 39.99275 -105.0753 2576.53 737.627 300.4671 0 69.70706 6.423472
2016 1 5 19 27 4 -3 1 40.00385 -105.0695 2730.55 723.6229 300.958 0 69.38563 6.102034
2016 1 5 19 27 14 -3 1 40.01519 -105.0636 2884.5 709.866 301.3364 0 69.3253 6.041709
2016 1 5 19 27 24 -3 1 40.0267 -105.0577 3048.583 695.4475 301.9505 0 69.09355 5.809954
2016 1 5 19 27 34 -3 1 40.03839 -105.0518 3198.727 682.324 302.1498 0 69.02224 5.738649
2016 1 5 19 27 44 -3 1 40.05011 -105.0444 3266.307 676.7874 301.9044 0 68.99471 5.711117
2016 1 5 19 27 54 -3 1 40.06114 -105.0334 3305.509 673.6369 301.8746 0 68.98482 5.701228
2016 1 5 19 28 4 -3 1 40.07112 -105.0194 3343.338 670.5856 301.8958 0 68.97836 5.694759
2016 1 5 19 28 14 -3 1 40.07924 -105.0023 3398.149 666.1259 302.1921 0 68.80499 5.521395
