year month day hour min sec flt prof lat lon alt pressure theta strat co2 co2mspo
2016 1 5 19 19 54 -3 1 39.91603 -105.0326 2191.168 775.6521 297.9567 0 -10.28929 4.265937
2016 1 5 19 20 4 -3 1 39.90609 -105.0387 2193.571 775.0076 297.9752 0 -10.29029 4.264936
2016 1 5 19 25 34 -3 1 39.91636 -105.1186 2195.336 774.7889 296.7315 0 -10.51208 4.043142
2016 1 5 19 25 44 -3 1 39.92461 -105.1124 2197.72 774.5282 296.6593 0 -10.5114 4.043826
2016 1 5 19 25 54 -3 1 39.93303 -105.1064 2200.903 774.3009 296.7067 0 -10.51069 4.044533
2016 1 5 19 26 4 -3 1 39.94195 -105.1014 2236.773 770.4149 297.1743 0 -10.5099 4.04532
2016 1 5 19 26 14 -3 1 39.95125 -105.0967 2272.973 766.7951 297.922 0 -10.51324 4.041978
2016 1 5 19 26 24 -3 1 39.96099 -105.0917 2311.425 762.5816 298.3259 0 -10.66727 3.887946
2016 1 5 19 26 34 -3 1 39.97123 -105.0865 2363.998 757.4192 298.6984 0 -11.11061 3.444613
2016 1 5 19 26 44 -3 1 39.98186 -105.081 2443.078 750.0911 299.6386 0 -11.14646 3.40876
2016 1 5 19 26 54 -3 1 39.99275 -105.0753 2576.53 737.627 300.4671 0 -12.63697 1.918251
2016 1 5 19 27 4 -3 1 40.00385 -105.0695 2730.55 723.6229 300.958 0 -13.51443 1.040785
2016 1 5 19 27 14 -3 1 40.01519 -105.0636 2884.5 709.866 301.3364 0 -13.60301 0.9522107
2016 1 5 19 27 24 -3 1 40.0267 -105.0577 3048.583 695.4475 301.9505 0 -14.24839 0.3068312
2016 1 5 19 27 34 -3 1 40.03839 -105.0518 3198.727 682.324 302.1498 0 -14.36037 0.1948448
2016 1 5 19 27 44 -3 1 40.05011 -105.0444 3266.307 676.7874 301.9044 0 -14.41002 0.1452007
2016 1 5 19 27 54 -3 1 40.06114 -105.0334 3305.509 673.6369 301.8746 0 -14.438 0.1172171
2016 1 5 19 28 4 -3 1 40.07112 -105.0194 3343.338 670.5856 301.8958 0 -14.46465 0.09056505
2016 1 5 19 28 14 -3 1 40.07924 -105.0023 3398.149 666.1259 302.1921 0 -14.70756 -0.1523376
2016 1 5 19 28 24 -3 1 40.08474 -104.9828 3494.056 658.1393 302.7066 0 -15.01557 -0.4603491
2016 1 5 19 28 34 -3 1 40.08746 -104.9618 3629.007 646.9006 303.1971 0 -15.07346 -0.518246
2016 1 5 19 28 44 -3 1 40.08741 -104.9404 3770.243 635.3917 303.5077 0 -15.13404 -0.5788259
2016 1 5 19 28 54 -3 1 40.08439 -104.9191 3918.417 623.413 303.6346 0 -15.20005 -0.6448336
2016 1 5 19 29 4 -3 1 40.07848 -104.8987 4072.186 611.1637 303.7971 0 -15.21754 -0.6623271
2016 1 5 19 29 14 -3 1 40.07061 -104.8794 4231.41 598.7125 304.1188 0 -15.23543 -0.6802171
2016 1 5 19 29 24 -3 1 40.06228 -104.8604 4385.305 586.8332 304.5356 0 -15.25278 -0.697565
2016 1 5 19 29 34 -3 1 40.05387 -104.8412 4522.407 576.4196 304.6302 0 -15.07921 -0.52399
2016 1 5 19 29 44 -3 1 40.04541 -104.822 4662.862 565.8729 304.8098 0 -15.05999 -0.5047745
2016 1 5 19 29 54 -3 1 40.03691 -104.8026 4795.211 556.1145 305.145 0 -15.04186 -0.4866467
2016 1 5 19 30 4 -3 1 40.02838 -104.7831 4931.788 546.1452 305.3662 0 -15.02324 -0.4680223
2016 1 5 19 30 14 -3 1 40.01981 -104.7635 5070.656 536.153 305.7237 0 -15.00436 -0.4491487
2016 1 5 19 30 24 -3 1 40.01122 -104.7439 5205.049 526.6561 306.713 0 -14.7174 -0.1621816
2016 1 5 19 30 34 -3 1 40.00252 -104.7241 5307.971 519.4481 307.0671 0 -14.69421 -0.138997
2016 1 5 19 30 44 -3 1 39.99373 -104.704 5427.58 511.2229 307.4445 0 -14.57304 -0.01782889
2016 1 5 19 30 54 -3 1 39.98494 -104.684 5591.67 499.9688 308.1082 0 -14.52336 0.03185474
2016 1 5 19 31 4 -3 1 39.97633 -104.6643 5826.104 484.2754 308.7993 0 -14.4555 0.09971189
2016 1 5 19 31 14 -3 1 39.96788 -104.6451 6044.096 470.0205 309.516 0 -14.25022 0.3049937
2016 1 5 19 31 24 -3 1 39.95951 -104.626 6219.971 458.7563 309.6844 0 -14.21273 0.3424792
2016 1 5 19 31 34 -3 1 39.95114 -104.607 6359.496 449.9677 309.9093 0 -14.18214 0.3730761
2016 1 5 19 31 44 -3 1 39.94273 -104.5878 6481.273 442.411 310.193 0 -14.15491 0.4003062
2016 1 5 19 31 54 -3 1 39.93425 -104.5686 6595.792 435.3949 310.4919 0 -14.12906 0.4261519
2016 1 5 19 32 4 -3 1 39.9257 -104.5491 6699.754 429.0919 310.9089 0 -14.1052 0.450015
2016 1 5 19 32 14 -3 1 39.91705 -104.5295 6804.556 422.8434 311.137 0 -14.08118 0.4740327
2016 1 5 19 32 24 -3 1 39.90834 -104.5096 6915.716 416.3075 311.4156 0 -13.90322 0.6519951
2016 1 5 19 32 34 -3 1 39.89954 -104.4897 7015.174 410.4853 312.1262 0 -13.89182 0.6633944
2016 1 5 19 32 44 -3 1 39.89067 -104.4695 7117.383 404.6141 312.6287 0 -13.88027 0.6749393
2016 1 5 19 32 54 -3 1 39.88172 -104.4492 7223.087 398.6294 312.8231 0 -13.86842 0.6867952
2016 1 5 19 33 4 -3 1 39.87273 -104.4288 7329.413 392.6259 312.9589 0 -13.8565 0.6987112
2016 1 5 19 33 14 -3 1 39.86366 -104.4082 7428.165 387.096 313.0581 0 -13.84519 0.7100178
2016 1 5 19 33 24 -3 1 39.85452 -104.3875 7530.749 381.4612 313.1374 0 -13.83356 0.7216518
2016 1 5 19 33 34 -3 1 39.84532 -104.3666 7632.324 375.9191 313.2243 0 -13.82199 0.7332203
2016 1 5 19 33 44 -3 1 39.83607 -104.3457 7741.348 370.078 313.3976 0 -13.80979 0.7454182
2016 1 5 19 33 54 -3 1 39.82679 -104.3247 7845.934 364.4731 313.5218 0 -13.71504 0.8401691
2016 1 5 19 34 4 -3 1 39.81744 -104.3036 7948.498 359.0462 313.6284 0 -13.73638 0.8188321
2016 1 5 19 34 14 -3 1 39.80807 -104.2824 8055.514 353.4756 313.8187 0 -13.75862 0.7965911
2016 1 5 19 34 24 -3 1 39.79868 -104.2611 8165.282 347.8419 313.9638 0 -13.78141 0.7738007
2016 1 5 19 34 34 -3 1 39.78926 -104.2398 8269.641 342.5367 314.0718 0 -13.80306 0.7521509
2016 1 5 19 34 44 -3 1 39.77981 -104.2185 8368.82 337.5217 314.1719 0 -13.82362 0.7315924
2016 1 5 19 34 54 -3 1 39.77032 -104.1971 8471.309 332.4223 314.2689 0 -13.84484 0.71037
2016 1 5 19 35 4 -3 1 39.76083 -104.1757 8580.655 326.9675 314.4279 0 -13.86746 0.6877506
2016 1 5 19 38 34 -3 1 39.57589 -103.735 10585.42 239.3785 324.3245 1 -15.34372 -0.7885192
2016 1 5 19 38 44 -3 1 39.56976 -103.7115 10619.99 238.0965 325.7938 0 -15.3637 -0.8084974
2016 1 5 19 38 54 -3 1 39.56356 -103.6877 10644.67 237.1611 327.3945 0 -15.37805 -0.8228458
2016 1 5 19 39 4 -3 1 39.55728 -103.6636 10665.9 236.3747 327.6867 0 -15.39044 -0.8352407
2016 1 5 19 39 14 -3 1 39.55093 -103.6392 10688.25 235.5148 327.9301 0 -15.40345 -0.8482521
2016 1 5 19 39 24 -3 1 39.54449 -103.6145 10708.65 234.7582 328.281 0 -15.41537 -0.860165
2016 1 5 19 39 34 -3 1 39.53798 -103.5896 10737.63 233.6796 328.9297 0 -15.43214 -0.8769399
2016 1 5 19 39 44 -3 1 39.5314 -103.5644 10772.83 232.401 329.5944 0 -15.45243 -0.8972274
2016 1 5 19 39 54 -3 1 39.52478 -103.5391 10822.75 230.5742 331.4312 0 -15.48105 -0.925853
2016 1 5 19 40 4 -3 1 39.51812 -103.5137 10860.72 229.2498 332.1726 0 -15.50288 -0.9476848
2016 1 5 19 40 14 -3 1 39.51141 -103.4881 10907.41 227.56 332.4824 0 -15.52951 -0.974306
2016 1 5 19 40 24 -3 1 39.50467 -103.4624 10965.48 225.5001 333.3567 1 -15.5624 -1.007201
2016 1 5 19 40 34 -3 1 39.49789 -103.4366 11016.72 223.7136 334.7647 1 -15.59144 -1.036243
2016 1 5 19 40 44 -3 1 39.49107 -103.4107 11057.61 222.3259 336.2646 1 -15.61469 -1.059492
2016 1 5 19 40 54 -3 1 39.48422 -103.3847 11114.5 220.3944 338.005 1 -15.64697 -1.091774
2016 1 5 19 41 4 -3 1 39.47737 -103.3587 11190.91 217.7319 339.2853 1 -15.69027 -1.13507
2016 1 5 19 41 14 -3 1 39.4705 -103.3326 11223.64 216.6333 339.6838 1 -15.70884 -1.153645
2016 1 5 19 41 24 -3 1 39.46361 -103.3066 11222.38 216.7135 339.8017 1 -15.7082 -1.153
2016 1 5 19 41 34 -3 1 39.45674 -103.2807 11225.13 216.6428 339.9645 1 -15.70982 -1.154624
2016 1 5 19 41 44 -3 1 39.44988 -103.2547 11225.98 216.6246 339.909 1 -15.71037 -1.155172
2016 1 5 19 41 54 -3 1 39.44304 -103.2289 11226.71 216.6085 340.1077 1 -15.71085 -1.155649
2016 1 5 19 42 4 -3 1 39.43619 -103.2031 11226.99 216.6026 340.1073 1 -15.71107 -1.155875
2016 1 5 19 42 14 -3 1 39.42934 -103.1774 11253 215.7286 340.4805 1 -15.72582 -1.170623
2016 1 5 19 42 24 -3 1 39.42251 -103.1518 11322.49 213.4222 341.5788 1 -15.76507 -1.209872
2016 1 5 19 42 34 -3 1 39.41571 -103.1262 11387.91 211.296 342.6619 1 -15.80199 -1.246794
2016 1 5 19 42 44 -3 1 39.40891 -103.1007 11447.67 209.3434 343.0325 1 -15.84797 -1.292778
2016 1 5 19 42 54 -3 1 39.40211 -103.0753 11500.62 207.6174 343.2947 1 -15.84225 -1.287058
2016 1 5 19 43 4 -3 1 39.39531 -103.0499 11536.05 206.453 343.3274 1 -15.8385 -1.2833
2016 1 5 19 43 14 -3 1 39.38848 -103.0244 11535.92 206.4326 343.2569 1 -15.83872 -1.283526
2016 1 5 19 43 24 -3 1 39.38165 -102.9988 11535.61 206.4686 343.2764 1 -15.82803 -1.272831
2016 1 5 19 43 34 -3 1 39.37483 -102.9734 11536.87 206.4294 343.3306 1 -15.82808 -1.272884
2016 1 5 19 43 44 -3 1 39.36799 -102.9479 11537.64 206.4075 343.4576 1 -15.82818 -1.272984
